pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_da
mix	mol	1	630001	640000	-0.00000365
mix	mol	1	640001	650000	0.00016044
mix	mol	1	650001	660000	-0.00000000
mix	mol	1	660001	670000	0.00000000
mix	mol	1	670001	680000	0.00001104
mix	mol	1	680001	690000	-0.00000931
mix	mol	1	690001	700000	-0.00000598
mix	mol	1	700001	710000	0.00004593
mix	mol	1	710001	720000	0.00012543
mix	mol	1	720001	730000	0.00013921
mix	mol	1	730001	740000	0.00003874
mix	mol	1	740001	750000	-0.00001126
mix	mol	1	750001	760000	0.00001574
mix	mol	1	760001	770000	-0.00000181
mix	mol	1	770001	780000	0.00008206
mix	mol	1	780001	790000	-0.00000230
mix	mol	1	790001	800000	0.00000000
mix	mol	1	800001	810000	NA
mix	mol	1	810001	820000	NA
mix	mol	1	820001	830000	NA
mix	mol	1	830001	840000	NA
mix	mol	1	840001	850000	0.00012526
mix	mol	1	850001	860000	0.00000000
mix	mol	1	860001	870000	NA
mix	mol	1	870001	880000	NA
mix	mol	1	880001	890000	-0.00001402
mix	mol	1	890001	900000	0.00002950
mix	mol	1	900001	910000	0.00014501
mix	mol	1	910001	920000	-0.00000387
mix	mol	1	920001	930000	0.00002674
mix	mol	1	930001	940000	0.00003306
mix	mol	1	940001	950000	0.00000000
mix	mol	1	950001	960000	-0.00000562
mix	mol	1	960001	970000	0.00030905
mix	mol	1	970001	980000	-0.00001491
mix	mol	1	980001	990000	0.00002305
mix	mol	1	990001	1000000	0.00001068
mix	mol	1	1000001	1010000	-0.00002592
mix	mol	1	1010001	1020000	0.00008254
mix	mol	1	1020001	1030000	0.00009045
mix	mol	1	1030001	1040000	0.00003392
mix	mol	1	1040001	1050000	0.00007816
mix	mol	1	1050001	1060000	0.00007037
mix	mol	1	1060001	1070000	0.00004827
mix	mol	1	1070001	1080000	0.00029270
mix	mol	1	1080001	1090000	0.00007663
mix	mol	1	1090001	1100000	0.00022506
mix	mol	1	1100001	1110000	0.00003731
mix	mol	1	1110001	1120000	0.00013818
mix	mol	1	1120001	1130000	0.00007554
mix	mol	1	1130001	1140000	0.00001354
mix	mol	1	1140001	1150000	0.00001213
mix	mol	1	1150001	1160000	0.00002755
mix	mol	1	1160001	1170000	0.00066759
mix	mol	1	1170001	1180000	NA
mix	mol	1	1180001	1190000	0.00035271
mix	mol	1	1190001	1200000	0.00002502
mix	mol	1	1200001	1210000	0.00021391
mix	mol	1	1210001	1220000	0.00001552
mix	mol	1	1220001	1230000	0.00005816
mix	mol	1	1230001	1240000	0.00002416
mix	mol	1	1240001	1250000	0.00000000
mix	mol	1	1250001	1260000	0.00001210
mix	mol	1	1260001	1270000	0.00005817
mix	mol	1	1270001	1280000	0.00000453
mix	mol	1	1280001	1290000	0.00001783
mix	mol	1	1290001	1300000	0.00018076
mix	mol	1	1300001	1310000	0.00021897
mix	mol	1	1310001	1320000	0.00025397
mix	mol	1	1320001	1330000	0.00032334
mix	mol	1	1330001	1340000	0.00000795
mix	mol	1	1340001	1350000	0.00052503
mix	mol	1	1350001	1360000	0.00032908
mix	mol	1	1360001	1370000	0.00003437
mix	mol	1	1370001	1380000	0.00002312
mix	mol	1	1380001	1390000	0.00036725
mix	mol	1	1390001	1400000	0.00000000
mix	mol	1	1400001	1410000	0.00013543
mix	mol	1	1410001	1420000	0.00010905
mix	mol	1	1420001	1430000	0.00021713
mix	mol	1	1430001	1440000	0.00018592
mix	mol	1	1440001	1450000	0.00045687
mix	mol	1	1450001	1460000	0.00013168
mix	mol	1	1460001	1470000	0.00048526
mix	mol	1	1470001	1480000	0.00044418
mix	mol	1	1480001	1490000	0.00002259
mix	mol	1	1490001	1500000	0.00011821
mix	mol	1	1500001	1510000	0.00008729
mix	mol	1	1510001	1520000	0.00012342
mix	mol	1	1520001	1530000	0.00020502
mix	mol	1	1530001	1540000	-0.00000575
mix	mol	1	1540001	1550000	0.00048778
mix	mol	1	1550001	1560000	-0.00000296
mix	mol	1	1560001	1570000	0.00000742
mix	mol	1	1570001	1580000	0.00021902
mix	mol	1	1580001	1590000	0.00047153
mix	mol	1	1590001	1600000	0.00082159
mix	mol	1	1600001	1610000	0.00012546
mix	mol	1	1610001	1620000	0.00033819
mix	mol	1	1620001	1630000	0.00019810
mix	mol	1	1630001	1640000	NA
mix	mol	1	1640001	1650000	0.00080780
mix	mol	1	1650001	1660000	0.00046187
mix	mol	1	1660001	1670000	0.00032585
mix	mol	1	1670001	1680000	0.00025978
mix	mol	1	1680001	1690000	0.00035718
mix	mol	1	1690001	1700000	0.00024880
mix	mol	1	1700001	1710000	0.00037143
mix	mol	1	1710001	1720000	0.00015894
mix	mol	1	1720001	1730000	0.00025476
mix	mol	1	1730001	1740000	0.00038685
mix	mol	1	1740001	1750000	-0.00000527
mix	mol	1	1750001	1760000	0.00033592
mix	mol	1	1760001	1770000	NA
mix	mol	1	1770001	1780000	0.00000000
mix	mol	1	1780001	1790000	0.00065873
mix	mol	1	1790001	1800000	-0.00001183
mix	mol	1	1800001	1810000	0.00109178
mix	mol	1	1810001	1820000	0.00002405
mix	mol	1	1820001	1830000	0.00000000
mix	mol	1	1830001	1840000	0.00006011
mix	mol	1	1840001	1850000	-0.00000781
mix	mol	1	1850001	1860000	0.00026032
mix	mol	1	1860001	1870000	0.00000477
mix	mol	1	1870001	1880000	0.00001084
mix	mol	1	1880001	1890000	0.00161228
mix	mol	1	1890001	1900000	0.00025915
mix	mol	1	1900001	1910000	0.00017470
mix	mol	1	1910001	1920000	0.00016667
mix	mol	1	1920001	1930000	0.00049914
mix	mol	1	1930001	1940000	0.00000000
mix	mol	1	1940001	1950000	0.00000000
mix	mol	1	1950001	1960000	0.00001221
mix	mol	1	1960001	1970000	0.00008531
mix	mol	1	1970001	1980000	-0.00000717
mix	mol	1	1980001	1990000	0.00001631
mix	mol	1	1990001	2000000	-0.00000515
mix	mol	1	2000001	2010000	-0.00001173
mix	mol	1	2010001	2020000	-0.00000916
mix	mol	1	2020001	2030000	0.00002901
mix	mol	1	2030001	2040000	0.00013773
mix	mol	1	2040001	2050000	0.00010718
mix	mol	1	2050001	2060000	0.00000083
mix	mol	1	2060001	2070000	0.00002440
mix	mol	1	2070001	2080000	0.00000497
mix	mol	1	2080001	2090000	0.00006645
mix	mol	1	2090001	2100000	0.00007438
mix	mol	1	2100001	2110000	0.00000527
mix	mol	1	2110001	2120000	0.00001548
mix	mol	1	2120001	2130000	0.00001385
mix	mol	1	2130001	2140000	0.00006982
mix	mol	1	2140001	2150000	0.00026158
mix	mol	1	2150001	2160000	-0.00001539
mix	mol	1	2160001	2170000	-0.00000643
mix	mol	1	2170001	2180000	-0.00000771
mix	mol	1	2180001	2190000	0.00001061
mix	mol	1	2190001	2200000	0.00068555
mix	mol	1	2200001	2210000	0.00001958
mix	mol	1	2210001	2220000	NA
mix	mol	1	2220001	2230000	0.00008161
mix	mol	1	2230001	2240000	0.00005318
mix	mol	1	2240001	2250000	0.00023528
mix	mol	1	2250001	2260000	0.00009415
mix	mol	1	2260001	2270000	0.00000639
mix	mol	1	2270001	2280000	0.00047681
mix	mol	1	2280001	2290000	0.00002909
mix	mol	1	2290001	2300000	0.00001458
mix	mol	1	2300001	2310000	0.00002700
mix	mol	1	2310001	2320000	0.00005841
mix	mol	1	2320001	2330000	-0.00000336
mix	mol	1	2330001	2340000	0.00014225
mix	mol	1	2340001	2350000	0.00001053
mix	mol	1	2350001	2360000	NA
mix	mol	1	2360001	2370000	0.00001673
mix	mol	1	2370001	2380000	0.00000259
mix	mol	1	2380001	2390000	-0.00000080
mix	mol	1	2390001	2400000	0.00003429
mix	mol	1	2400001	2410000	0.00001668
mix	mol	1	2410001	2420000	0.00007296
mix	mol	1	2420001	2430000	0.00005656
mix	mol	1	2430001	2440000	0.00004990
mix	mol	1	2440001	2450000	0.00001848
mix	mol	1	2450001	2460000	0.00001467
mix	mol	1	2460001	2470000	0.00000000
mix	mol	1	2470001	2480000	0.00015888
mix	mol	1	2480001	2490000	0.00001867
mix	mol	1	2490001	2500000	0.00017619
mix	mol	1	2500001	2510000	0.00011179
mix	mol	1	2510001	2520000	0.00008726
mix	mol	1	2520001	2530000	0.00025258
mix	mol	1	2530001	2540000	0.00005443
mix	mol	1	2540001	2550000	0.00000667
mix	mol	1	2550001	2560000	0.00002310
mix	mol	1	2560001	2570000	-0.00000449
mix	mol	1	2570001	2580000	-0.00000603
mix	mol	1	2580001	2590000	0.00000000
mix	mol	1	2590001	2600000	0.00012765
mix	mol	1	2600001	2610000	0.00013276
mix	mol	1	2610001	2620000	0.00030860
mix	mol	1	2620001	2630000	0.00000430
mix	mol	1	2630001	2640000	0.00003747
mix	mol	1	2640001	2650000	0.00000502
mix	mol	1	2650001	2660000	0.00001004
mix	mol	1	2660001	2670000	-0.00000323
mix	mol	1	2670001	2680000	0.00006830
mix	mol	1	2680001	2690000	0.00006035
mix	mol	1	2690001	2700000	0.00012040
mix	mol	1	2700001	2710000	0.00002314
mix	mol	1	2710001	2720000	0.00042911
mix	mol	1	2720001	2730000	0.00014164
mix	mol	1	2730001	2740000	0.00000000
mix	mol	1	2740001	2750000	0.00000000
mix	mol	1	2750001	2760000	0.00001426
mix	mol	1	2760001	2770000	0.00023194
mix	mol	1	2770001	2780000	0.00004059
mix	mol	1	2780001	2790000	0.00028118
mix	mol	1	2790001	2800000	0.00001356
mix	mol	1	2800001	2810000	0.00008425
mix	mol	1	2810001	2820000	-0.00000673
mix	mol	1	2820001	2830000	0.00016582
mix	mol	1	2830001	2840000	0.00000452
mix	mol	1	2840001	2850000	-0.00000172
mix	mol	1	2850001	2860000	-0.00000583
mix	mol	1	2860001	2870000	0.00012859
mix	mol	1	2870001	2880000	0.00007130
mix	mol	1	2880001	2890000	0.00000219
mix	mol	1	2890001	2900000	0.00011481
mix	mol	1	2900001	2910000	0.00005398
mix	mol	1	2910001	2920000	-0.00002209
mix	mol	1	2920001	2930000	0.00027662
mix	mol	1	2930001	2940000	0.00290563
mix	mol	1	2940001	2950000	0.00000000
mix	mol	1	2950001	2960000	0.00061953
mix	mol	1	2960001	2970000	0.00011880
mix	mol	1	2970001	2980000	-0.00002307
mix	mol	1	2980001	2990000	NA
mix	mol	1	2990001	3000000	NA
mix	mol	1	3000001	3010000	NA
mix	mol	1	3010001	3020000	0.00000000
mix	mol	1	3020001	3030000	0.00057100
mix	mol	1	3030001	3040000	-0.00022947
mix	mol	1	3040001	3050000	0.00019299
mix	mol	1	3050001	3060000	0.00012484
mix	mol	1	3060001	3070000	0.00032939
mix	mol	1	3070001	3080000	0.00014680
mix	mol	1	3080001	3090000	0.00057087
mix	mol	1	3090001	3100000	0.00088044
mix	mol	1	3100001	3110000	0.00022468
mix	mol	1	3110001	3120000	0.00000000
mix	mol	1	3120001	3130000	NA
mix	mol	1	3130001	3140000	0.00094691
mix	mol	1	3140001	3150000	0.00027863
mix	mol	1	3150001	3160000	0.00012456
mix	mol	1	3160001	3170000	-0.00002292
mix	mol	1	3170001	3180000	0.00014085
mix	mol	1	3180001	3190000	0.00008594
mix	mol	1	3190001	3200000	0.00047186
mix	mol	1	3200001	3210000	0.00042259
mix	mol	1	3210001	3220000	-0.00001176
mix	mol	1	3220001	3230000	0.00072369
mix	mol	1	3230001	3240000	0.00046616
mix	mol	1	3240001	3250000	0.00045627
mix	mol	1	3250001	3260000	0.00047124
mix	mol	1	3260001	3270000	0.00108514
mix	mol	1	3270001	3280000	0.00054661
mix	mol	1	3280001	3290000	0.00009692
mix	mol	1	3290001	3300000	0.00012398
mix	mol	1	3300001	3310000	0.00008750
mix	mol	1	3310001	3320000	0.00021325
mix	mol	1	3320001	3330000	0.00000718
mix	mol	1	3330001	3340000	0.00013103
mix	mol	1	3340001	3350000	0.00019959
mix	mol	1	3350001	3360000	0.00004246
mix	mol	1	3360001	3370000	0.00068294
mix	mol	1	3370001	3380000	0.00044435
mix	mol	1	3380001	3390000	-0.00000223
mix	mol	1	3390001	3400000	0.00005209
mix	mol	1	3400001	3410000	0.00017410
mix	mol	1	3410001	3420000	0.00047683
mix	mol	1	3420001	3430000	0.00004179
mix	mol	1	3430001	3440000	-0.00000056
mix	mol	1	3440001	3450000	0.00000922
mix	mol	1	3450001	3460000	0.00000000
mix	mol	1	3460001	3470000	0.00000997
mix	mol	1	3470001	3480000	0.00001907
mix	mol	1	3480001	3490000	0.00004422
mix	mol	1	3490001	3500000	0.00020557
mix	mol	1	3500001	3510000	-0.00000074
mix	mol	1	3510001	3520000	0.00004971
mix	mol	1	3520001	3530000	-0.00000966
mix	mol	1	3530001	3540000	0.00004885
mix	mol	1	3540001	3550000	0.00000856
mix	mol	1	3550001	3560000	0.00018757
mix	mol	1	3560001	3570000	-0.00007362
mix	mol	1	3570001	3580000	0.00027909
mix	mol	1	3580001	3590000	0.00002274
mix	mol	1	3590001	3600000	0.00000950
mix	mol	1	3600001	3610000	0.00000708
mix	mol	1	3610001	3620000	0.00004084
mix	mol	1	3620001	3630000	0.00000015
mix	mol	1	3630001	3640000	0.00023382
mix	mol	1	3640001	3650000	NA
mix	mol	1	3650001	3660000	0.00000148
mix	mol	1	3660001	3670000	-0.00000625
mix	mol	1	3670001	3680000	0.00008580
mix	mol	1	3680001	3690000	0.00003718
mix	mol	1	3690001	3700000	NA
mix	mol	1	3700001	3710000	0.00008313
mix	mol	1	3710001	3720000	0.00024232
mix	mol	1	3720001	3730000	0.00000000
mix	mol	1	3730001	3740000	0.00004158
mix	mol	1	3740001	3750000	0.00005061
mix	mol	1	3750001	3760000	0.00013230
mix	mol	1	3760001	3770000	0.00009378
mix	mol	1	3770001	3780000	0.00000253
mix	mol	1	3780001	3790000	0.00006134
mix	mol	1	3790001	3800000	0.00017632
mix	mol	1	3800001	3810000	0.00008940
mix	mol	1	3810001	3820000	0.00004455
mix	mol	1	3820001	3830000	0.00007297
mix	mol	1	3830001	3840000	0.00000000
mix	mol	1	3840001	3850000	0.00004725
mix	mol	1	3850001	3860000	0.00013107
mix	mol	1	3860001	3870000	0.00002395
mix	mol	1	3870001	3880000	0.00004252
mix	mol	1	3880001	3890000	0.00003891
mix	mol	1	3890001	3900000	0.00009708
mix	mol	1	3900001	3910000	0.00004609
mix	mol	1	3910001	3920000	0.00021590
mix	mol	1	3920001	3930000	0.00023885
mix	mol	1	3930001	3940000	0.00008176
mix	mol	1	3940001	3950000	-0.00000066
mix	mol	1	3950001	3960000	0.00006131
mix	mol	1	3960001	3970000	0.00001917
mix	mol	1	3970001	3980000	0.00021825
mix	mol	1	3980001	3990000	0.00014687
mix	mol	1	3990001	4000000	-0.00001780
mix	mol	1	4000001	4010000	0.00011609
mix	mol	1	4010001	4020000	0.00002506
mix	mol	1	4020001	4030000	0.00013606
mix	mol	1	4030001	4040000	0.00004022
mix	mol	1	4040001	4050000	0.00018263
mix	mol	1	4050001	4060000	0.00000000
mix	mol	1	4060001	4070000	0.00002089
mix	mol	1	4070001	4080000	0.00019767
mix	mol	1	4080001	4090000	-0.00001756
mix	mol	1	4090001	4100000	0.00003195
mix	mol	1	4100001	4110000	0.00011017
mix	mol	1	4110001	4120000	0.00015731
mix	mol	1	4120001	4130000	0.00008044
mix	mol	1	4130001	4140000	0.00001168
mix	mol	1	4140001	4150000	0.00021505
mix	mol	1	4150001	4160000	0.00000296
mix	mol	1	4160001	4170000	0.00004510
mix	mol	1	4170001	4180000	0.00004378
mix	mol	1	4180001	4190000	0.00010271
mix	mol	1	4190001	4200000	0.00002192
mix	mol	1	4200001	4210000	0.00004802
mix	mol	1	4210001	4220000	0.00000000
mix	mol	1	4220001	4230000	0.00027561
mix	mol	1	4230001	4240000	0.00015750
mix	mol	1	4240001	4250000	0.00000744
mix	mol	1	4250001	4260000	0.00000333
mix	mol	1	4260001	4270000	0.00000000
mix	mol	1	4270001	4280000	0.00015618
mix	mol	1	4280001	4290000	0.00002159
mix	mol	1	4290001	4300000	0.00000917
mix	mol	1	4300001	4310000	0.00005612
mix	mol	1	4310001	4320000	0.00015258
mix	mol	1	4320001	4330000	0.00013897
mix	mol	1	4330001	4340000	0.00001611
mix	mol	1	4340001	4350000	0.00026637
mix	mol	1	4350001	4360000	0.00000000
mix	mol	1	4360001	4370000	0.00014342
mix	mol	1	4370001	4380000	0.00000125
mix	mol	1	4380001	4390000	0.00000999
mix	mol	1	4390001	4400000	0.00009091
mix	mol	1	4400001	4410000	0.00000000
mix	mol	1	4410001	4420000	0.00007323
mix	mol	1	4420001	4430000	-0.00000384
mix	mol	1	4430001	4440000	0.00004312
mix	mol	1	4440001	4450000	0.00022109
mix	mol	1	4450001	4460000	0.00018477
mix	mol	1	4460001	4470000	0.00057402
mix	mol	1	4470001	4480000	0.00006102
mix	mol	1	4480001	4490000	0.00001061
mix	mol	1	4490001	4500000	-0.00002178
mix	mol	1	4500001	4510000	0.00003388
mix	mol	1	4510001	4520000	-0.00001001
mix	mol	1	4520001	4530000	0.00001274
mix	mol	1	4530001	4540000	-0.00001161
mix	mol	1	4540001	4550000	0.00002336
mix	mol	1	4550001	4560000	0.00007402
mix	mol	1	4560001	4570000	0.00020326
mix	mol	1	4570001	4580000	-0.00000330
mix	mol	1	4580001	4590000	0.00000701
mix	mol	1	4590001	4600000	-0.00000745
mix	mol	1	4600001	4610000	-0.00001344
mix	mol	1	4610001	4620000	0.00019820
mix	mol	1	4620001	4630000	0.00000080
mix	mol	1	4630001	4640000	-0.00000951
mix	mol	1	4640001	4650000	0.00010857
mix	mol	1	4650001	4660000	0.00000233
mix	mol	1	4660001	4670000	0.00010961
mix	mol	1	4670001	4680000	-0.00000668
mix	mol	1	4680001	4690000	0.00009677
mix	mol	1	4690001	4700000	NA
mix	mol	1	4700001	4710000	NA
mix	mol	1	4710001	4720000	NA
mix	mol	1	4720001	4730000	NA
mix	mol	1	4730001	4740000	0.00000000
mix	mol	1	4740001	4750000	NA
mix	mol	1	4750001	4760000	NA
mix	mol	1	4760001	4770000	NA
mix	mol	1	4770001	4780000	0.00000000
mix	mol	1	4780001	4790000	0.00000000
mix	mol	1	4790001	4800000	0.00000000
mix	mol	1	4800001	4810000	0.00000000
mix	mol	1	4810001	4820000	NA
mix	mol	1	4820001	4830000	NA
mix	mol	1	4830001	4840000	0.00000000
mix	mol	1	4840001	4850000	-0.00000920
mix	mol	1	4850001	4860000	0.00000315
mix	mol	1	4860001	4870000	0.00038663
mix	mol	1	4870001	4880000	0.00044054
mix	mol	1	4880001	4890000	0.00001578
mix	mol	1	4890001	4900000	0.00002504
mix	mol	1	4900001	4910000	NA
mix	mol	1	4910001	4920000	-0.00000427
mix	mol	1	4920001	4930000	0.00011351
mix	mol	1	4930001	4940000	0.00000448
mix	mol	1	4940001	4950000	0.00007766
mix	mol	1	4950001	4960000	-0.00000649
mix	mol	1	4960001	4970000	0.00000082
mix	mol	1	4970001	4980000	0.00030134
mix	mol	1	4980001	4990000	0.00013655
mix	mol	1	4990001	5000000	0.00010558
mix	mol	1	5000001	5010000	NA
mix	mol	1	5010001	5020000	0.00000000
mix	mol	1	5020001	5030000	0.00012595
mix	mol	1	5030001	5040000	0.00020118
mix	mol	1	5040001	5050000	-0.00001185
mix	mol	1	5050001	5060000	0.00000645
mix	mol	1	5060001	5070000	0.00001603
mix	mol	1	5070001	5080000	0.00005207
mix	mol	1	5080001	5090000	-0.00000001
mix	mol	1	5090001	5100000	0.00009812
mix	mol	1	5100001	5110000	0.00002514
mix	mol	1	5110001	5120000	0.00022287
mix	mol	1	5120001	5130000	0.00001042
mix	mol	1	5130001	5140000	0.00006134
mix	mol	1	5140001	5150000	0.00018336
mix	mol	1	5150001	5160000	0.00001367
mix	mol	1	5160001	5170000	0.00000000
mix	mol	1	5170001	5180000	0.00000000
mix	mol	1	5180001	5190000	0.00005539
mix	mol	1	5190001	5200000	0.00000975
mix	mol	1	5200001	5210000	0.00002191
mix	mol	1	5210001	5220000	0.00000375
mix	mol	1	5220001	5230000	0.00005197
mix	mol	1	5230001	5240000	0.00002968
mix	mol	1	5240001	5250000	0.00007459
mix	mol	1	5250001	5260000	0.00005903
mix	mol	1	5260001	5270000	0.00000645
mix	mol	1	5270001	5280000	0.00003918
mix	mol	1	5280001	5290000	0.00011962
mix	mol	1	5290001	5300000	0.00000552
mix	mol	1	5300001	5310000	-0.00001830
mix	mol	1	5310001	5320000	0.00000000
mix	mol	1	5320001	5330000	0.00001566
mix	mol	1	5330001	5340000	0.00002089
mix	mol	1	5340001	5350000	0.00000201
mix	mol	1	5350001	5360000	0.00006750
mix	mol	1	5360001	5370000	0.00005336
mix	mol	1	5370001	5380000	0.00029472
mix	mol	1	5380001	5390000	0.00005273
mix	mol	1	5390001	5400000	-0.00000722
mix	mol	1	5400001	5410000	0.00002149
mix	mol	1	5410001	5420000	0.00005387
mix	mol	1	5420001	5430000	-0.00000407
mix	mol	1	5430001	5440000	0.00005969
mix	mol	1	5440001	5450000	0.00008771
mix	mol	1	5450001	5460000	0.00009789
mix	mol	1	5460001	5470000	0.00010629
mix	mol	1	5470001	5480000	0.00007337
mix	mol	1	5480001	5490000	0.00001228
mix	mol	1	5490001	5500000	0.00000505
mix	mol	1	5500001	5510000	0.00004273
mix	mol	1	5510001	5520000	0.00002759
mix	mol	1	5520001	5530000	0.00001237
mix	mol	1	5530001	5540000	0.00000000
mix	mol	1	5540001	5550000	0.00001763
mix	mol	1	5550001	5560000	0.00012499
mix	mol	1	5560001	5570000	0.00000000
mix	mol	1	5570001	5580000	0.00002553
mix	mol	1	5580001	5590000	-0.00000274
mix	mol	1	5590001	5600000	0.00006399
mix	mol	1	5600001	5610000	0.00001626
mix	mol	1	5610001	5620000	0.00001960
mix	mol	1	5620001	5630000	-0.00000242
mix	mol	1	5630001	5640000	-0.00001496
mix	mol	1	5640001	5650000	0.00000000
mix	mol	1	5650001	5660000	-0.00000935
mix	mol	1	5660001	5670000	0.00003642
mix	mol	1	5670001	5680000	0.00018210
mix	mol	1	5680001	5690000	0.00050501
mix	mol	1	5690001	5700000	0.00007071
mix	mol	1	5700001	5710000	0.00008595
mix	mol	1	5710001	5720000	-0.00000224
mix	mol	1	5720001	5730000	0.00002737
mix	mol	1	5730001	5740000	0.00000000
mix	mol	1	5740001	5750000	NA
mix	mol	1	5750001	5760000	0.00000442
mix	mol	1	5760001	5770000	0.00001377
mix	mol	1	5770001	5780000	0.00000123
mix	mol	1	5780001	5790000	0.00009423
mix	mol	1	5790001	5800000	0.00002137
mix	mol	1	5800001	5810000	0.00001243
mix	mol	1	5810001	5820000	0.00011049
mix	mol	1	5820001	5830000	0.00007431
mix	mol	1	5830001	5840000	0.00002367
mix	mol	1	5840001	5850000	0.00002397
mix	mol	1	5850001	5860000	0.00003238
mix	mol	1	5860001	5870000	0.00021269
mix	mol	1	5870001	5880000	0.00034878
mix	mol	1	5880001	5890000	0.00002380
mix	mol	1	5890001	5900000	-0.00000388
mix	mol	1	5900001	5910000	0.00026063
mix	mol	1	5910001	5920000	0.00055092
mix	mol	1	5920001	5930000	-0.00000299
mix	mol	1	5930001	5940000	0.00008038
mix	mol	1	5940001	5950000	-0.00000798
mix	mol	1	5950001	5960000	0.00000615
mix	mol	1	5960001	5970000	-0.00002701
mix	mol	1	5970001	5980000	0.00001609
mix	mol	1	5980001	5990000	0.00008261
mix	mol	1	5990001	6000000	0.00001018
mix	mol	1	6000001	6010000	0.00013707
mix	mol	1	6010001	6020000	0.00012806
mix	mol	1	6020001	6030000	0.00000252
mix	mol	1	6030001	6040000	0.00004309
mix	mol	1	6040001	6050000	-0.00001595
mix	mol	1	6050001	6060000	0.00021174
mix	mol	1	6060001	6070000	-0.00000465
mix	mol	1	6070001	6080000	0.00004345
mix	mol	1	6080001	6090000	-0.00001377
mix	mol	1	6090001	6100000	0.00000415
mix	mol	1	6100001	6110000	0.00000000
mix	mol	1	6110001	6120000	0.00000000
mix	mol	1	6120001	6130000	0.00001058
mix	mol	1	6130001	6140000	-0.00000461
mix	mol	1	6140001	6150000	0.00000000
mix	mol	1	6150001	6160000	0.00000470
mix	mol	1	6160001	6170000	0.00000040
mix	mol	1	6170001	6180000	0.00005281
mix	mol	1	6180001	6190000	0.00000000
mix	mol	1	6190001	6200000	0.00000000
mix	mol	1	6200001	6210000	0.00001411
mix	mol	1	6210001	6220000	0.00002145
mix	mol	1	6220001	6230000	0.00000474
mix	mol	1	6230001	6240000	0.00038324
mix	mol	1	6240001	6250000	0.00000274
mix	mol	1	6250001	6260000	0.00000321
mix	mol	1	6260001	6270000	0.00002800
mix	mol	1	6270001	6280000	0.00003888
mix	mol	1	6280001	6290000	0.00003253
mix	mol	1	6290001	6300000	-0.00000243
mix	mol	1	6300001	6310000	0.00000070
mix	mol	1	6310001	6320000	0.00001047
mix	mol	1	6320001	6330000	0.00001215
mix	mol	1	6330001	6340000	0.00000000
mix	mol	1	6340001	6350000	0.00004274
mix	mol	1	6350001	6360000	0.00000354
mix	mol	1	6360001	6370000	0.00000401
mix	mol	1	6370001	6380000	0.00025015
mix	mol	1	6380001	6390000	0.00000760
mix	mol	1	6390001	6400000	-0.00000778
mix	mol	1	6400001	6410000	-0.00002020
mix	mol	1	6410001	6420000	-0.00001942
