pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pip	3	730001	740000	0.0005208333333333	864	54	103680	0
mol	3	740001	750000	0.001910252450728	1267	668	349692	0
pip	3	740001	750000	0.0019008155748487	1267	289	152040	0
mix	3	740001	750000	0.001861710541365	1267	22951	12327910	0
mix	3	750001	760000	0.0011056526207605	1000	10758	9730000	0
mol	3	750001	760000	0.0013333333333333	1000	368	276000	0
pip	3	750001	760000	0.0010083333333333	1000	121	120000	0
mix	3	760001	770000	0.000621574169236	960	5806	9340800	0
mol	3	760001	770000	0.0003321256038647	960	88	264960	0
pip	3	760001	770000	0.0007899305555555	960	91	115200	0
mol	3	770001	780000	0.0008453526477279	2083	486	574908	0
mix	3	770001	780000	0.0008153411431748	2083	16525	20267590	0
pip	3	770001	780000	0.0007681228996639	2083	192	249960	0
mix	3	780001	790000	0.0015484872376071	1168	17598	11364640	0
mol	3	780001	790000	0.0018333085169743	1168	591	322368	0
pip	3	780001	790000	0.0016409817351598	1168	230	140160	0
mol	3	790001	800000	0.0015093095226015	857	357	236532	0
pip	3	790001	800000	0.0001458576429404	857	15	102840	0
mix	3	790001	800000	0.000664859011274	857	5544	8338610	0
pip	3	800001	810000	0.0013270230141054	1796	286	215520	0
mol	3	800001	810000	0.0018882540912171	1796	936	495696	0
mix	3	800001	810000	0.001783911718859	1796	31174	17475080	0
mix	3	810001	820000	0.0029531369533803	1064	30573	10352720	0
mol	3	810001	820000	0.0016685736079328	1064	490	293664	0
pip	3	810001	820000	0.0044094611528822	1064	563	127680	0
mix	3	820001	830000	0.0015813388070706	722	11109	7025060	0
mol	3	820001	830000	0.001284676221446	722	256	199272	0
pip	3	820001	830000	0.0013157894736842	722	114	86640	0
mix	3	830001	840000	0.0013552008446415	806	10628	7842380	0
mol	3	830001	840000	0.0010968461178839	806	244	222456	0
pip	3	830001	840000	0.0005996691480562	806	58	96720	0
mix	3	840001	850000	0.0003468181915387	817	2757	7949410	0
mol	3	840001	850000	0.0001019991840065	817	23	225492	0
pip	3	840001	850000	0.0001529987760097	817	15	98040	0
pip	3	850001	860000	0.0015270506108202	764	140	91680	0
mol	3	850001	860000	0.000777752485014	764	164	210864	0
mix	3	850001	860000	0.0016706305860322	764	12419	7433720	0
mix	3	860001	870000	0.0005500817481173	1002	5363	9749460	0
mol	3	860001	870000	0.0003869073447308	1002	107	276552	0
pip	3	860001	870000	0.000731869594145	1002	88	120240	0
mix	3	870001	880000	0.0014489984016853	1124	15847	10936520	0
mol	3	870001	880000	0.0005802259012842	1124	180	310224	0
pip	3	870001	880000	0.0018757413997627	1124	253	134880	0
mix	3	880001	890000	0.0019715047396455	1182	22674	11500860	0
mol	3	880001	890000	0.0014805414551607	1182	483	326232	0
pip	3	880001	890000	0.0015792442188381	1182	224	141840	0
mix	3	890001	900000	0.0008569089980368	835	6962	8124550	0
mol	3	890001	900000	0.0003905233012236	835	90	230460	0
pip	3	890001	900000	0.0008483033932135	835	85	100200	0
pip	3	900001	910000	0.0014794685990338	552	98	66240	0
mix	3	900001	910000	0.0011307103385614	552	6073	5370960	0
mol	3	900001	910000	0.0	552	0	152352	0
mix	3	910001	920000	0.0005304178617439	1491	7695	14507430	0
mol	3	910001	920000	0.0006779809290525	1491	279	411516	0
pip	3	910001	920000	0.0	1491	0	178920	0
mix	3	920001	930000	0.0020922753129901	2258	45968	21970340	0
mol	3	920001	930000	0.0015115338699118	2258	942	623208	0
pip	3	920001	930000	0.0016201653380572	2258	439	270960	0
mix	3	930001	940000	0.0013460157932519	1592	20850	15490160	0
mol	3	930001	940000	0.0012266950695506	1592	539	439392	0
pip	3	930001	940000	0.0011411222780569	1592	218	191040	0
pip	3	940001	950000	0.0008877721943048	995	106	119400	0
mix	3	940001	950000	0.0012222468973851	995	11833	9681350	0
mol	3	940001	950000	0.0015840069914791	995	435	274620	0
mix	3	950001	960000	0.0005342512181366	1498	7787	14575540	0
mol	3	950001	960000	0.0005030862405913	1498	208	413448	0
pip	3	950001	960000	0.0004784156653315	1498	86	179760	0
mix	3	960001	970000	0.0017454991491241	1473	25017	14332290	0
mol	3	960001	970000	0.0012126489369028	1473	493	406548	0
pip	3	960001	970000	0.0015331522968997	1473	271	176760	0
pip	3	970001	980000	0.0022045855379188	1134	300	136080	0
mix	3	970001	980000	0.0025048441972045	1134	27638	11033820	0
mol	3	970001	980000	0.0036008230452674	1134	1127	312984	0
pip	3	980001	990000	0.0009520532232163	1453	166	174360	0
mol	3	980001	990000	0.0017604755777651	1453	706	401028	0
mix	3	980001	990000	0.0014790959484894	1453	20911	14137690	0
mix	3	990001	1000000	0.0031423230369585	1143	34947	11121390	0
pip	3	990001	1000000	0.0025663458734324	1143	352	137160	0
mol	3	990001	1000000	0.0026627106394309	1143	840	315468	0
mol	3	1000001	1010000	0.0009833202767985	888	241	245088	0
mix	3	1000001	1010000	0.0010324944677462	888	8921	8640240	0
pip	3	1000001	1010000	0.0005442942942942	888	58	106560	0
mix	3	1010001	1020000	0.0032973129289841	1219	39109	11860870	0
mol	3	1010001	1020000	0.0025472292565776	1219	857	336444	0
pip	3	1010001	1020000	0.0038761279737489	1219	567	146280	0
mix	3	1020001	1030000	0.0005005815706716	835	4067	8124550	0
mol	3	1020001	1030000	0.0012496745639156	835	288	230460	0
pip	3	1020001	1030000	0.0005988023952095	835	60	100200	0
mix	3	1030001	1040000	0.0018932488669485	610	11237	5935300	0
mol	3	1030001	1040000	0.0017700166310287	610	298	168360	0
pip	3	1030001	1040000	0.0024590163934426	610	180	73200	0
mix	3	1040001	1050000	0.002544960977265	421	10425	4096330	0
mol	3	1040001	1050000	0.0	421	0	116196	0
pip	3	1040001	1050000	0.0034837688044338	421	176	50520	0
pip	3	1050001	1060000	0.0006328270716759	1251	95	150120	0
mix	3	1050001	1060000	0.0008326329686507	1251	10135	12172230	0
mol	3	1050001	1060000	0.0004402275281224	1251	152	345276	0
mix	3	1060001	1070000	0.0020628523359323	1146	23002	11150580	0
mol	3	1060001	1070000	0.0028928598527961	1146	915	316296	0
pip	3	1060001	1070000	0.0012798138452588	1146	176	137520	0
mix	3	1070001	1080000	0.0010940556310711	341	3630	3317930	0
mol	3	1070001	1080000	0.0002443792766373	341	23	94116	0
pip	3	1070001	1080000	0.0016373411534701	341	67	40920	0
mix	3	1080001	1090000	0.0015447382353857	132	1984	1284360	0
mol	3	1080001	1090000	0.0	132	0	36432	0
pip	3	1080001	1090000	0.0009469696969696	132	15	15840	0
mix	3	1090001	1100000	0.0011289984784873	1482	16280	14419860	0
mol	3	1090001	1100000	0.0008043380469009	1482	329	409032	0
pip	3	1090001	1100000	0.0011302294197031	1482	201	177840	0
mix	3	1100001	1110000	0.0013081944442153	1246	15860	12123580	0
mol	3	1100001	1110000	0.0007531346686207	1246	259	343896	0
pip	3	1100001	1110000	0.0018592830390583	1246	278	149520	0
mol	3	1110001	1120000	0.0008813160987074	962	234	265512	0
pip	3	1110001	1120000	0.0009095634095634	962	105	115440	0
mix	3	1110001	1120000	0.0013274203921685	962	12425	9360260	0
mix	3	1120001	1130000	0.0	178	0	1731940	0
mol	3	1120001	1130000	0.0	178	0	49128	0
pip	3	1120001	1130000	0.0	178	0	21360	0
mol	3	1130001	1140000	0.0024553838783087	1331	902	367356	0
mix	3	1130001	1140000	0.0026532299973051	1331	34361	12950630	0
pip	3	1130001	1140000	0.002473077886301	1331	395	159720	0
mix	3	1140001	1150000	0.0014981116382685	1814	26442	17650220	0
mol	3	1140001	1150000	0.0006291644695843	1814	315	500664	0
pip	3	1140001	1150000	0.0013781697905181	1814	300	217680	0
mol	3	1150001	1160000	0.0006288178224937	726	126	200376	0
pip	3	1150001	1160000	0.001010101010101	726	88	87120	0
mix	3	1150001	1160000	0.0008425844920285	726	5952	7063980	0
mix	3	1160001	1170000	0.0016559681764103	2665	42940	25930450	0
mol	3	1160001	1170000	0.0011814449248171	2665	869	735540	0
pip	3	1160001	1170000	0.0017761100687929	2665	568	319800	0
mix	3	1170001	1180000	0.0017250575669663	2528	42432	24597440	0
mol	3	1170001	1180000	0.0009788914878004	2528	683	697728	0
pip	3	1170001	1180000	0.0019119198312236	2528	580	303360	0
mix	3	1180001	1190000	0.001483471216071	2218	32015	21581140	0
mol	3	1180001	1190000	0.0013558369597888	2218	830	612168	0
pip	3	1180001	1190000	0.0019687406071535	2218	524	266160	0
pip	3	1190001	1200000	0.0003261840929401	1865	73	223800	0
mol	3	1190001	1200000	4.468275245755138e-05	1865	23	514740	0
mix	3	1190001	1200000	0.0003535126705223	1865	6415	18146450	0
pip	3	1200001	1210000	0.0013567583296959	2291	373	274920	0
mol	3	1200001	1210000	0.0009694519828693	2291	613	632316	0
mix	3	1200001	1210000	0.0013833118826383	2291	30836	22291430	0
pip	3	1210001	1220000	0.0024463631606488	1911	561	229320	0
mol	3	1210001	1220000	0.0027889639690881	1911	1471	527436	0
mix	3	1210001	1220000	0.0023062778752104	1911	42883	18594030	0
pip	3	1220001	1230000	0.0003740431454418	958	43	114960	0
mol	3	1220001	1230000	0.000733714562343	958	194	264408	0
mix	3	1220001	1230000	0.0005045411925753	958	4703	9321340	0
mix	3	1230001	1240000	0.0006531209924601	1130	7181	10994900	0
mol	3	1230001	1240000	0.0005098114659484	1130	159	311880	0
pip	3	1230001	1240000	0.0011283185840707	1130	153	135600	0
pip	3	1240001	1250000	0.0033536585365853	574	231	68880	0
mol	3	1240001	1250000	0.0028278543655001	574	448	158424	0
mix	3	1240001	1250000	0.0022923821221768	574	12803	5585020	0
mol	3	1250001	1260000	0.0	321	0	88596	0
pip	3	1250001	1260000	0.0003894080996884	321	15	38520	0
mix	3	1250001	1260000	0.0002186768609144	321	683	3123330	0
mol	3	1260001	1270000	0.0019735030443961	1421	774	392196	0
pip	3	1260001	1270000	0.0018062397372742	1421	308	170520	0
mix	3	1260001	1270000	0.0015330894026108	1421	21197	13826330	0
mix	3	1270001	1280000	0.0017378902633289	1251	21154	12172230	0
mol	3	1270001	1280000	0.0020939769923191	1251	723	345276	0
pip	3	1270001	1280000	0.0010924593658406	1251	164	150120	0
mix	3	1280001	1290000	0.0015206294414756	421	6229	4096330	0
mol	3	1280001	1290000	0.0007573410444421	421	88	116196	0
pip	3	1280001	1290000	0.0017022961203483	421	86	50520	0
mol	3	1290001	1300000	0.0004763554477741	1506	198	415656	0
pip	3	1290001	1300000	0.0003209384683488	1506	58	180720	0
mix	3	1290001	1300000	0.0008861436747016	1506	12985	14653380	0
mix	3	1300001	1310000	0.0007272051111402	2338	16543	22748740	0
mol	3	1300001	1310000	0.0006617200381845	2338	427	645288	0
pip	3	1300001	1310000	0.0009088964927288	2338	255	280560	0
mix	3	1310001	1320000	0.0005541691001258	857	4621	8338610	0
mol	3	1310001	1320000	0.0005496085096308	857	130	236532	0
pip	3	1310001	1320000	0.0005250875145857	857	54	102840	0
mol	3	1320001	1330000	0.0013281854260971	1143	419	315468	0
pip	3	1320001	1330000	0.0007728200641586	1143	106	137160	0
mix	3	1320001	1330000	0.0008040361861242	1143	8942	11121390	0
mix	3	1330001	1340000	0.0042991046263993	3229	135070	31418170	0
mol	3	1330001	1340000	0.0045836867877612	3229	4085	891204	0
pip	3	1330001	1340000	0.0042169918447403	3229	1634	387480	0
mix	3	1340001	1350000	0.0016476160686357	1725	27654	16784250	0
mol	3	1340001	1350000	0.0022537282083595	1725	1073	476100	0
pip	3	1340001	1350000	0.0015314009661835	1725	317	207000	0
pip	3	1350001	1360000	0.000976290097629	1195	140	143400	0
mix	3	1350001	1360000	0.0012640885498415	1195	14698	11627350	0
mol	3	1350001	1360000	0.0005154326602389	1195	170	329820	0
pip	3	1360001	1370000	0.0018782691393247	1402	316	168240	0
mix	3	1360001	1370000	0.0021466177373976	1402	29283	13641460	0
mol	3	1360001	1370000	0.0024085674709007	1402	932	386952	0
mix	3	1370001	1380000	0.0009512783098083	2063	19095	20072990	0
mol	3	1370001	1380000	0.0011784582744982	2063	671	569388	0
pip	3	1370001	1380000	0.0004524155760219	2063	112	247560	0
mix	3	1380001	1390000	0.0033445896344149	420	13668	4086600	0
mol	3	1380001	1390000	0.0032349896480331	420	375	115920	0
pip	3	1380001	1390000	0.002579365079365	420	130	50400	0
mol	3	1390001	1400000	0.001615091414174	1346	600	371496	0
pip	3	1390001	1400000	0.000761515601783	1346	123	161520	0
mix	3	1390001	1400000	0.0010434785264549	1346	13666	13096580	0
mix	3	1400001	1410000	0.0006154534103884	1117	6689	10868410	0
mol	3	1400001	1410000	0.0008303815862883	1117	256	308292	0
pip	3	1400001	1410000	0.0004028648164726	1117	54	134040	0
mix	3	1410001	1420000	0.0002264890357406	535	1179	5205550	0
mol	3	1410001	1420000	0.0	535	0	147660	0
pip	3	1410001	1420000	0.000607476635514	535	39	64200	0
mol	3	1420001	1430000	0.0013252601886975	596	218	164496	0
mix	3	1420001	1430000	0.00124347310263	596	7211	5799080	0
pip	3	1420001	1430000	0.0010906040268456	596	78	71520	0
pip	3	1430001	1440000	0.0004612546125461	271	15	32520	0
mol	3	1430001	1440000	0.0	271	0	74796	0
mix	3	1430001	1440000	0.0001558689790392	271	411	2636830	0
mix	3	1440001	1450000	0.0020190481200831	1641	32238	15966930	0
mol	3	1440001	1450000	0.0008721263987141	1641	395	452916	0
pip	3	1440001	1450000	0.0020871419865935	1641	411	196920	0
mix	3	1450001	1460000	0.0014905693464358	463	6715	4504990	0
mol	3	1450001	1460000	0.0	463	0	127788	0
pip	3	1450001	1460000	0.0016378689704823	463	91	55560	0
mix	3	1460001	1470000	0.0025917484251923	813	20502	7910490	0
mol	3	1460001	1470000	0.0011988163359894	813	269	224388	0
pip	3	1460001	1470000	0.0025112751127511	813	245	97560	0
mol	3	1470001	1480000	0.0010895418753416	981	295	270756	0
pip	3	1470001	1480000	0.0023190621814475	981	273	117720	0
mix	3	1470001	1480000	0.0022364284195186	981	21347	9545130	0
pip	3	1480001	1490000	0.0015625	1728	324	207360	0
mol	3	1480001	1490000	0.0017654656468062	1728	842	476928	0
mix	3	1480001	1490000	0.001829667218606	1728	30763	16813440	0
mix	3	1490001	1500000	0.0007896172529613	1492	11463	14517160	0
mol	3	1490001	1500000	0.0002501262773439	1492	103	411792	0
pip	3	1490001	1500000	0.0006255585344057	1492	112	179040	0
mix	3	1500001	1510000	0.0010500520246841	1129	11535	10985170	0
mol	3	1500001	1510000	0.0008889487939821	1129	277	311604	0
