pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_da
mol	pip	2	670001	680000	0.00009792
mol	pip	2	680001	690000	0.00004507
mol	pip	2	690001	700000	0.00032180
mol	pip	2	700001	710000	-0.00001029
mol	pip	2	710001	720000	0.00001038
mol	pip	2	720001	730000	0.00015324
mol	pip	2	730001	740000	0.00018241
mol	pip	2	740001	750000	0.00005588
mol	pip	2	750001	760000	0.00055305
mol	pip	2	760001	770000	0.00004798
mol	pip	2	770001	780000	0.00006166
mol	pip	2	780001	790000	0.00024926
mol	pip	2	790001	800000	0.00010502
mol	pip	2	800001	810000	0.00008830
mol	pip	2	810001	820000	0.00038071
mol	pip	2	820001	830000	0.00018742
mol	pip	2	830001	840000	0.00016119
mol	pip	2	840001	850000	0.00003676
mol	pip	2	850001	860000	0.00022754
mol	pip	2	860001	870000	0.00039455
mol	pip	2	870001	880000	0.00009248
mol	pip	2	880001	890000	0.00000479
mol	pip	2	890001	900000	0.00001659
mol	pip	2	900001	910000	0.00010506
mol	pip	2	910001	920000	-0.00010054
mol	pip	2	920001	930000	0.00001654
mol	pip	2	930001	940000	0.00012340
mol	pip	2	940001	950000	0.00024592
mol	pip	2	950001	960000	0.00001369
mol	pip	2	960001	970000	0.00205997
mol	pip	2	970001	980000	0.00007862
mol	pip	2	980001	990000	0.00129308
mol	pip	2	990001	1000000	0.00059295
mol	pip	2	1000001	1010000	0.00119778
mol	pip	2	1010001	1020000	0.00149612
mol	pip	2	1020001	1030000	0.00016601
mol	pip	2	1030001	1040000	0.00000000
mol	pip	2	1040001	1050000	0.00002525
mol	pip	2	1050001	1060000	0.00047865
mol	pip	2	1060001	1070000	0.00008415
mol	pip	2	1070001	1080000	0.00015146
mol	pip	2	1080001	1090000	0.00055489
mol	pip	2	1090001	1100000	0.00007685
mol	pip	2	1100001	1110000	0.00017980
mol	pip	2	1110001	1120000	0.00003049
mol	pip	2	1120001	1130000	0.00011953
mol	pip	2	1130001	1140000	0.00024060
mol	pip	2	1140001	1150000	0.00022096
mol	pip	2	1150001	1160000	0.00024721
mol	pip	2	1160001	1170000	0.00009094
mol	pip	2	1170001	1180000	-0.00000790
mol	pip	2	1180001	1190000	0.00027491
mol	pip	2	1190001	1200000	0.00037494
mol	pip	2	1200001	1210000	0.00003507
mol	pip	2	1210001	1220000	0.00020257
mol	pip	2	1220001	1230000	0.00050635
mol	pip	2	1230001	1240000	0.00031759
mol	pip	2	1240001	1250000	0.00002496
mol	pip	2	1250001	1260000	0.00008573
mol	pip	2	1260001	1270000	0.00000428
mol	pip	2	1270001	1280000	0.00014317
mol	pip	2	1280001	1290000	0.00012825
mol	pip	2	1290001	1300000	0.00017663
mol	pip	2	1300001	1310000	0.00003628
mol	pip	2	1310001	1320000	0.00122264
mol	pip	2	1320001	1330000	0.00029424
mol	pip	2	1330001	1340000	0.00007149
mol	pip	2	1340001	1350000	0.00015336
mol	pip	2	1350001	1360000	0.00042599
mol	pip	2	1360001	1370000	0.00028699
mol	pip	2	1370001	1380000	0.00001641
mol	pip	2	1380001	1390000	0.00015533
mol	pip	2	1390001	1400000	0.00007815
mol	pip	2	1400001	1410000	0.00003096
mol	pip	2	1410001	1420000	0.00009826
mol	pip	2	1420001	1430000	0.00006741
mol	pip	2	1430001	1440000	0.00035744
mol	pip	2	1440001	1450000	0.00000000
mol	pip	2	1450001	1460000	0.00000555
mol	pip	2	1460001	1470000	0.00004529
mol	pip	2	1470001	1480000	0.00000315
mol	pip	2	1480001	1490000	0.00007765
mol	pip	2	1490001	1500000	0.00000605
mol	pip	2	1500001	1510000	0.00013203
mol	pip	2	1510001	1520000	0.00003967
mol	pip	2	1520001	1530000	-0.00000408
mol	pip	2	1530001	1540000	0.00000000
mol	pip	2	1540001	1550000	0.00025831
mol	pip	2	1550001	1560000	0.00007293
mol	pip	2	1560001	1570000	-0.00001982
mol	pip	2	1570001	1580000	0.00016115
mol	pip	2	1580001	1590000	0.00005504
mol	pip	2	1590001	1600000	0.00014187
mol	pip	2	1600001	1610000	-0.00001556
mol	pip	2	1610001	1620000	0.00015080
mol	pip	2	1620001	1630000	0.00015678
mol	pip	2	1630001	1640000	0.00000340
mol	pip	2	1640001	1650000	-0.00000398
mol	pip	2	1650001	1660000	0.00017105
mol	pip	2	1660001	1670000	0.00000486
mol	pip	2	1670001	1680000	-0.00002533
mol	pip	2	1680001	1690000	0.00005394
mol	pip	2	1690001	1700000	0.00004915
mol	pip	2	1700001	1710000	-0.00000728
mol	pip	2	1710001	1720000	0.00000000
mol	pip	2	1720001	1730000	0.00003643
mol	pip	2	1730001	1740000	0.00015244
mol	pip	2	1740001	1750000	0.00006133
mol	pip	2	1750001	1760000	0.00018107
mol	pip	2	1760001	1770000	-0.00000150
mol	pip	2	1770001	1780000	0.00005889
mol	pip	2	1780001	1790000	-0.00004740
mol	pip	2	1790001	1800000	0.00021752
mol	pip	2	1800001	1810000	0.00007361
mol	pip	2	1810001	1820000	0.00029119
mol	pip	2	1820001	1830000	-0.00000770
mol	pip	2	1830001	1840000	0.00010325
mol	pip	2	1840001	1850000	0.00013304
mol	pip	2	1850001	1860000	-0.00000906
mol	pip	2	1860001	1870000	0.00004383
mol	pip	2	1870001	1880000	0.00016820
mol	pip	2	1880001	1890000	0.00000000
mol	pip	2	1890001	1900000	NA
mol	pip	2	1900001	1910000	0.00013643
mol	pip	2	1910001	1920000	-0.00001867
mol	pip	2	1920001	1930000	NA
mol	pip	2	1930001	1940000	-0.00000202
mol	pip	2	1940001	1950000	0.00018106
mol	pip	2	1950001	1960000	-0.00001483
mol	pip	2	1960001	1970000	0.00001173
mol	pip	2	1970001	1980000	0.00072601
mol	pip	2	1980001	1990000	0.00005241
mol	pip	2	1990001	2000000	0.00000920
mol	pip	2	2000001	2010000	0.00047537
mol	pip	2	2010001	2020000	0.00002681
mol	pip	2	2020001	2030000	0.00012406
mol	pip	2	2030001	2040000	-0.00000244
mol	pip	2	2040001	2050000	0.00005414
mol	pip	2	2050001	2060000	0.00002110
mol	pip	2	2060001	2070000	0.00000176
mol	pip	2	2070001	2080000	0.00020324
mol	pip	2	2080001	2090000	0.00010196
mol	pip	2	2090001	2100000	0.00004584
mol	pip	2	2100001	2110000	0.00009332
mol	pip	2	2110001	2120000	-0.00002582
mol	pip	2	2120001	2130000	0.00015744
mol	pip	2	2130001	2140000	0.00016415
mol	pip	2	2140001	2150000	0.00007264
mol	pip	2	2150001	2160000	0.00008556
mol	pip	2	2160001	2170000	0.00015400
mol	pip	2	2170001	2180000	-0.00000000
mol	pip	2	2180001	2190000	-0.00001144
mol	pip	2	2190001	2200000	0.00006899
mol	pip	2	2200001	2210000	0.00016454
mol	pip	2	2210001	2220000	0.00026436
mol	pip	2	2220001	2230000	0.00000654
mol	pip	2	2230001	2240000	0.00001428
mol	pip	2	2240001	2250000	0.00011061
mol	pip	2	2250001	2260000	0.00013081
mol	pip	2	2260001	2270000	-0.00000441
mol	pip	2	2270001	2280000	0.00011820
mol	pip	2	2280001	2290000	0.00007315
mol	pip	2	2290001	2300000	0.00007250
mol	pip	2	2300001	2310000	0.00007496
mol	pip	2	2310001	2320000	0.00002890
mol	pip	2	2320001	2330000	0.00003064
mol	pip	2	2330001	2340000	0.00043633
mol	pip	2	2340001	2350000	0.00000964
mol	pip	2	2350001	2360000	0.00000559
mol	pip	2	2360001	2370000	0.00000611
mol	pip	2	2370001	2380000	0.00000223
mol	pip	2	2380001	2390000	0.00003399
mol	pip	2	2390001	2400000	-0.00000000
mol	pip	2	2400001	2410000	0.00002407
mol	pip	2	2410001	2420000	0.00065294
mol	pip	2	2420001	2430000	0.00030285
mol	pip	2	2430001	2440000	0.00006198
mol	pip	2	2440001	2450000	-0.00003652
mol	pip	2	2450001	2460000	0.00036807
mol	pip	2	2460001	2470000	0.00001860
mol	pip	2	2470001	2480000	0.00006089
mol	pip	2	2480001	2490000	0.00023475
mol	pip	2	2490001	2500000	0.00014417
mol	pip	2	2500001	2510000	0.00005581
mol	pip	2	2510001	2520000	0.00007069
mol	pip	2	2520001	2530000	0.00011274
mol	pip	2	2530001	2540000	0.00004570
mol	pip	2	2540001	2550000	-0.00004832
mol	pip	2	2550001	2560000	0.00000845
mol	pip	2	2560001	2570000	0.00003100
mol	pip	2	2570001	2580000	0.00003429
mol	pip	2	2580001	2590000	-0.00001568
mol	pip	2	2590001	2600000	0.00017505
mol	pip	2	2600001	2610000	0.00010263
mol	pip	2	2610001	2620000	0.00000000
mol	pip	2	2620001	2630000	0.00045711
mol	pip	2	2630001	2640000	0.00000000
mol	pip	2	2640001	2650000	-0.00001741
mol	pip	2	2650001	2660000	0.00006415
mol	pip	2	2660001	2670000	0.00091919
mol	pip	2	2670001	2680000	0.00045222
mol	pip	2	2680001	2690000	0.00019635
mol	pip	2	2690001	2700000	0.00013014
mol	pip	2	2700001	2710000	-0.00007038
mol	pip	2	2710001	2720000	0.00003924
mol	pip	2	2720001	2730000	0.00028690
mol	pip	2	2730001	2740000	0.00000000
mol	pip	2	2740001	2750000	0.00010852
mol	pip	2	2750001	2760000	0.00034696
mol	pip	2	2760001	2770000	0.00013784
mol	pip	2	2770001	2780000	0.00010843
mol	pip	2	2780001	2790000	-0.00000000
mol	pip	2	2790001	2800000	0.00006127
mol	pip	2	2800001	2810000	0.00002296
mol	pip	2	2810001	2820000	-0.00002019
mol	pip	2	2820001	2830000	0.00105665
mol	pip	2	2830001	2840000	0.00003721
mol	pip	2	2840001	2850000	0.00002486
mol	pip	2	2850001	2860000	0.00016559
mol	pip	2	2860001	2870000	0.00000000
mol	pip	2	2870001	2880000	-0.00000688
mol	pip	2	2880001	2890000	0.00000000
mol	pip	2	2890001	2900000	-0.00010038
mol	pip	2	2900001	2910000	0.00005998
mol	pip	2	2910001	2920000	-0.00002923
mol	pip	2	2920001	2930000	0.00007395
mol	pip	2	2930001	2940000	0.00014892
mol	pip	2	2940001	2950000	0.00001591
mol	pip	2	2950001	2960000	0.00000000
mol	pip	2	2960001	2970000	-0.00000307
mol	pip	2	2970001	2980000	0.00001852
mol	pip	2	2980001	2990000	0.00082910
mol	pip	2	2990001	3000000	0.00000908
mol	pip	2	3000001	3010000	0.00035247
mol	pip	2	3010001	3020000	0.00000000
mol	pip	2	3020001	3030000	0.00001282
mol	pip	2	3030001	3040000	-0.00002570
mol	pip	2	3040001	3050000	0.00004858
mol	pip	2	3050001	3060000	0.00001423
mol	pip	2	3060001	3070000	-0.00000595
mol	pip	2	3070001	3080000	0.00036500
mol	pip	2	3080001	3090000	0.00006418
mol	pip	2	3090001	3100000	0.00023651
mol	pip	2	3100001	3110000	0.00003402
mol	pip	2	3110001	3120000	0.00002730
mol	pip	2	3120001	3130000	-0.00003114
mol	pip	2	3130001	3140000	0.00001454
mol	pip	2	3140001	3150000	-0.00002800
mol	pip	2	3150001	3160000	0.00006235
mol	pip	2	3160001	3170000	0.00023189
mol	pip	2	3170001	3180000	-0.00002029
mol	pip	2	3180001	3190000	0.00000000
mol	pip	2	3190001	3200000	0.00005261
mol	pip	2	3200001	3210000	-0.00000537
mol	pip	2	3210001	3220000	-0.00001574
mol	pip	2	3220001	3230000	-0.00000846
mol	pip	2	3230001	3240000	0.00000000
mol	pip	2	3240001	3250000	0.00002653
mol	pip	2	3250001	3260000	0.00000378
mol	pip	2	3260001	3270000	0.00000000
mol	pip	2	3270001	3280000	-0.00001736
mol	pip	2	3280001	3290000	0.00017488
mol	pip	2	3290001	3300000	-0.00001702
mol	pip	2	3300001	3310000	0.00002767
mol	pip	2	3310001	3320000	0.00001290
mol	pip	2	3320001	3330000	0.00000000
mol	pip	2	3330001	3340000	-0.00000531
mol	pip	2	3340001	3350000	0.00008352
mol	pip	2	3350001	3360000	0.00007964
mol	pip	2	3360001	3370000	0.00017960
mol	pip	2	3370001	3380000	-0.00003736
mol	pip	2	3380001	3390000	0.00003995
mol	pip	2	3390001	3400000	0.00002004
mol	pip	2	3400001	3410000	0.00001691
mol	pip	2	3410001	3420000	0.00012675
mol	pip	2	3420001	3430000	0.00004092
mol	pip	2	3430001	3440000	0.00003832
mol	pip	2	3440001	3450000	-0.00000278
mol	pip	2	3450001	3460000	0.00025809
mol	pip	2	3460001	3470000	0.00000000
mol	pip	2	3470001	3480000	0.00000000
mol	pip	2	3480001	3490000	0.00000000
mol	pip	2	3490001	3500000	-0.00000091
mol	pip	2	3500001	3510000	-0.00002336
mol	pip	2	3510001	3520000	0.00013660
mol	pip	2	3520001	3530000	0.00013313
mol	pip	2	3530001	3540000	0.00012241
mol	pip	2	3540001	3550000	NA
mol	pip	2	3550001	3560000	0.00082288
mol	pip	2	3560001	3570000	-0.00003303
mol	pip	2	3570001	3580000	0.00006753
mol	pip	2	3580001	3590000	0.00006466
mol	pip	2	3590001	3600000	0.00021776
mol	pip	2	3600001	3610000	0.00000000
mol	pip	2	3610001	3620000	0.00005209
mol	pip	2	3620001	3630000	0.00002841
mol	pip	2	3630001	3640000	0.00000000
mol	pip	2	3640001	3650000	-0.00000220
mol	pip	2	3650001	3660000	-0.00003904
mol	pip	2	3660001	3670000	0.00004429
mol	pip	2	3670001	3680000	0.00000000
mol	pip	2	3680001	3690000	0.00025710
mol	pip	2	3690001	3700000	0.00005574
mol	pip	2	3700001	3710000	0.00043524
mol	pip	2	3710001	3720000	0.00007382
mol	pip	2	3720001	3730000	0.00000876
mol	pip	2	3730001	3740000	0.00036832
mol	pip	2	3740001	3750000	-0.00001798
mol	pip	2	3750001	3760000	0.00003289
mol	pip	2	3760001	3770000	0.00004348
mol	pip	2	3770001	3780000	0.00021318
mol	pip	2	3780001	3790000	-0.00001597
mol	pip	2	3790001	3800000	-0.00001877
mol	pip	2	3800001	3810000	-0.00004147
mol	pip	2	3810001	3820000	0.00000000
mol	pip	2	3820001	3830000	0.00004833
mol	pip	2	3830001	3840000	0.00013344
mol	pip	2	3840001	3850000	0.00000628
mol	pip	2	3850001	3860000	0.00000000
mol	pip	2	3860001	3870000	-0.00003859
mol	pip	2	3870001	3880000	0.00004492
mol	pip	2	3880001	3890000	0.00013812
mol	pip	2	3890001	3900000	-0.00000395
mol	pip	2	3900001	3910000	0.00002594
mol	pip	2	3910001	3920000	0.00000620
mol	pip	2	3920001	3930000	0.00014884
mol	pip	2	3930001	3940000	0.00009384
mol	pip	2	3940001	3950000	0.00012028
mol	pip	2	3950001	3960000	-0.00001729
mol	pip	2	3960001	3970000	0.00000335
mol	pip	2	3970001	3980000	0.00013856
mol	pip	2	3980001	3990000	0.00006904
mol	pip	2	3990001	4000000	-0.00000647
mol	pip	2	4000001	4010000	0.00018853
mol	pip	2	4010001	4020000	-0.00002286
mol	pip	2	4020001	4030000	0.00000000
mol	pip	2	4030001	4040000	-0.00001028
mol	pip	2	4040001	4050000	-0.00000976
mol	pip	2	4050001	4060000	0.00001943
mol	pip	2	4060001	4070000	-0.00005676
mol	pip	2	4070001	4080000	0.00001947
mol	pip	2	4080001	4090000	0.00018415
mol	pip	2	4090001	4100000	0.00002115
mol	pip	2	4100001	4110000	-0.00000000
mol	pip	2	4110001	4120000	0.00000000
mol	pip	2	4120001	4130000	-0.00001182
mol	pip	2	4130001	4140000	0.00006427
mol	pip	2	4140001	4150000	0.00000000
mol	pip	2	4150001	4160000	0.00017361
mol	pip	2	4160001	4170000	0.00012720
mol	pip	2	4170001	4180000	0.00004975
mol	pip	2	4180001	4190000	-0.00006705
mol	pip	2	4190001	4200000	0.00011777
mol	pip	2	4200001	4210000	0.00000662
mol	pip	2	4210001	4220000	0.00006495
mol	pip	2	4220001	4230000	0.00004464
mol	pip	2	4230001	4240000	0.00015553
mol	pip	2	4240001	4250000	0.00011133
mol	pip	2	4250001	4260000	0.00009064
mol	pip	2	4260001	4270000	0.00000143
mol	pip	2	4270001	4280000	0.00010015
mol	pip	2	4280001	4290000	0.00006287
mol	pip	2	4290001	4300000	0.00006215
mol	pip	2	4300001	4310000	0.00005814
mol	pip	2	4310001	4320000	0.00003656
mol	pip	2	4320001	4330000	-0.00001565
mol	pip	2	4330001	4340000	0.00002727
mol	pip	2	4340001	4350000	-0.00002488
mol	pip	2	4350001	4360000	0.00005358
mol	pip	2	4360001	4370000	0.00005939
mol	pip	2	4370001	4380000	0.00000000
mol	pip	2	4380001	4390000	0.00016472
mol	pip	2	4390001	4400000	-0.00002284
mol	pip	2	4400001	4410000	0.00013096
mol	pip	2	4410001	4420000	0.00026332
mol	pip	2	4420001	4430000	0.00003320
mol	pip	2	4430001	4440000	0.00003481
mol	pip	2	4440001	4450000	0.00011659
mol	pip	2	4450001	4460000	0.00004747
mol	pip	2	4460001	4470000	0.00002351
mol	pip	2	4470001	4480000	0.00014482
mol	pip	2	4480001	4490000	0.00008232
mol	pip	2	4490001	4500000	0.00018599
mol	pip	2	4500001	4510000	0.00005576
mol	pip	2	4510001	4520000	0.00004228
mol	pip	2	4520001	4530000	0.00009058
mol	pip	2	4530001	4540000	0.00001892
mol	pip	2	4540001	4550000	0.00023391
mol	pip	2	4550001	4560000	-0.00003140
mol	pip	2	4560001	4570000	0.00014559
mol	pip	2	4570001	4580000	0.00001456
mol	pip	2	4580001	4590000	-0.00005393
mol	pip	2	4590001	4600000	-0.00001357
mol	pip	2	4600001	4610000	0.00000251
mol	pip	2	4610001	4620000	0.00006628
mol	pip	2	4620001	4630000	0.00008428
mol	pip	2	4630001	4640000	-0.00002104
mol	pip	2	4640001	4650000	-0.00002028
mol	pip	2	4650001	4660000	0.00014130
mol	pip	2	4660001	4670000	0.00006003
mol	pip	2	4670001	4680000	0.00005118
mol	pip	2	4680001	4690000	-0.00000590
mol	pip	2	4690001	4700000	0.00015208
mol	pip	2	4700001	4710000	0.00007223
mol	pip	2	4710001	4720000	0.00000000
mol	pip	2	4720001	4730000	0.00003138
mol	pip	2	4730001	4740000	0.00007664
mol	pip	2	4740001	4750000	-0.00000941
mol	pip	2	4750001	4760000	0.00000164
mol	pip	2	4760001	4770000	0.00007712
mol	pip	2	4770001	4780000	-0.00002984
mol	pip	2	4780001	4790000	0.00003570
mol	pip	2	4790001	4800000	0.00011670
mol	pip	2	4800001	4810000	0.00002619
mol	pip	2	4810001	4820000	0.00002759
mol	pip	2	4820001	4830000	0.00001223
mol	pip	2	4830001	4840000	0.00018275
mol	pip	2	4840001	4850000	0.00019324
mol	pip	2	4850001	4860000	0.00015666
mol	pip	2	4860001	4870000	-0.00003278
mol	pip	2	4870001	4880000	0.00003671
mol	pip	2	4880001	4890000	0.00002561
mol	pip	2	4890001	4900000	0.00017028
mol	pip	2	4900001	4910000	0.00001385
mol	pip	2	4910001	4920000	0.00002058
mol	pip	2	4920001	4930000	0.00003099
mol	pip	2	4930001	4940000	0.00002071
mol	pip	2	4940001	4950000	-0.00000127
mol	pip	2	4950001	4960000	0.00010267
mol	pip	2	4960001	4970000	-0.00002022
mol	pip	2	4970001	4980000	0.00001802
mol	pip	2	4980001	4990000	-0.00000476
mol	pip	2	4990001	5000000	0.00006004
mol	pip	2	5000001	5010000	0.00007078
mol	pip	2	5010001	5020000	0.00013745
mol	pip	2	5020001	5030000	0.00009023
mol	pip	2	5030001	5040000	0.00007620
mol	pip	2	5040001	5050000	0.00005728
mol	pip	2	5050001	5060000	0.00007494
mol	pip	2	5060001	5070000	0.00018753
mol	pip	2	5070001	5080000	0.00003760
mol	pip	2	5080001	5090000	-0.00000930
mol	pip	2	5090001	5100000	0.00013894
mol	pip	2	5100001	5110000	0.00001938
mol	pip	2	5110001	5120000	0.00008759
mol	pip	2	5120001	5130000	0.00000820
mol	pip	2	5130001	5140000	0.00001525
mol	pip	2	5140001	5150000	0.00024230
mol	pip	2	5150001	5160000	0.00006781
mol	pip	2	5160001	5170000	0.00007030
mol	pip	2	5170001	5180000	0.00027451
mol	pip	2	5180001	5190000	0.00003543
mol	pip	2	5190001	5200000	0.00020940
mol	pip	2	5200001	5210000	0.00011357
mol	pip	2	5210001	5220000	0.00019773
mol	pip	2	5220001	5230000	0.00006094
mol	pip	2	5230001	5240000	0.00001169
mol	pip	2	5240001	5250000	0.00013631
mol	pip	2	5250001	5260000	0.00025024
mol	pip	2	5260001	5270000	-0.00002120
mol	pip	2	5270001	5280000	0.00000892
mol	pip	2	5280001	5290000	-0.00001072
mol	pip	2	5290001	5300000	0.00035156
mol	pip	2	5300001	5310000	0.00015809
mol	pip	2	5310001	5320000	-0.00002317
mol	pip	2	5320001	5330000	-0.00000359
mol	pip	2	5330001	5340000	0.00004681
mol	pip	2	5340001	5350000	0.00019324
mol	pip	2	5350001	5360000	0.00024267
mol	pip	2	5360001	5370000	0.00014572
mol	pip	2	5370001	5380000	0.00002702
mol	pip	2	5380001	5390000	0.00003390
mol	pip	2	5390001	5400000	0.00006125
mol	pip	2	5400001	5410000	NA
mol	pip	2	5410001	5420000	NA
mol	pip	2	5420001	5430000	0.00015371
mol	pip	2	5430001	5440000	0.00000822
mol	pip	2	5440001	5450000	0.00036399
mol	pip	2	5450001	5460000	NA
mol	pip	2	5460001	5470000	0.00000000
mol	pip	2	5470001	5480000	-0.00000350
mol	pip	2	5480001	5490000	0.00005123
mol	pip	2	5490001	5500000	0.00000000
mol	pip	2	5500001	5510000	0.00000000
mol	pip	2	5510001	5520000	0.00002994
mol	pip	2	5520001	5530000	-0.00001002
mol	pip	2	5530001	5540000	0.00002261
mol	pip	2	5540001	5550000	-0.00001432
mol	pip	2	5550001	5560000	0.00000384
mol	pip	2	5560001	5570000	0.00011800
mol	pip	2	5570001	5580000	NA
mol	pip	2	5580001	5590000	0.00000000
mol	pip	2	5590001	5600000	-0.00000000
mol	pip	2	5600001	5610000	0.00000000
mol	pip	2	5610001	5620000	0.00011046
mol	pip	2	5620001	5630000	0.00001467
mol	pip	2	5630001	5640000	0.00007133
mol	pip	2	5640001	5650000	0.00002728
mol	pip	2	5650001	5660000	0.00019552
mol	pip	2	5660001	5670000	-0.00007221
mol	pip	2	5670001	5680000	0.00006810
mol	pip	2	5680001	5690000	0.00004547
mol	pip	2	5690001	5700000	0.00017400
mol	pip	2	5700001	5710000	-0.00003155
mol	pip	2	5710001	5720000	-0.00001481
mol	pip	2	5720001	5730000	0.00000857
mol	pip	2	5730001	5740000	0.00006572
mol	pip	2	5740001	5750000	0.00004339
mol	pip	2	5750001	5760000	0.00001006
mol	pip	2	5760001	5770000	0.00000000
mol	pip	2	5770001	5780000	-0.00001947
mol	pip	2	5780001	5790000	0.00017483
mol	pip	2	5790001	5800000	0.00001063
mol	pip	2	5800001	5810000	0.00003892
mol	pip	2	5810001	5820000	0.00000685
mol	pip	2	5820001	5830000	0.00008754
mol	pip	2	5830001	5840000	-0.00004641
mol	pip	2	5840001	5850000	0.00012570
mol	pip	2	5850001	5860000	-0.00002066
mol	pip	2	5860001	5870000	0.00012602
mol	pip	2	5870001	5880000	-0.00001116
mol	pip	2	5880001	5890000	0.00004416
mol	pip	2	5890001	5900000	0.00007935
mol	pip	2	5900001	5910000	-0.00003275
mol	pip	2	5910001	5920000	0.00004669
mol	pip	2	5920001	5930000	0.00000000
mol	pip	2	5930001	5940000	0.00023483
mol	pip	2	5940001	5950000	0.00013653
mol	pip	2	5950001	5960000	0.00031056
mol	pip	2	5960001	5970000	0.00012854
mol	pip	2	5970001	5980000	-0.00001555
mol	pip	2	5980001	5990000	0.00028082
mol	pip	2	5990001	6000000	0.00004639
mol	pip	2	6000001	6010000	0.00000279
mol	pip	2	6010001	6020000	0.00010712
mol	pip	2	6020001	6030000	0.00007968
mol	pip	2	6030001	6040000	0.00008594
mol	pip	2	6040001	6050000	0.00019917
mol	pip	2	6050001	6060000	0.00000000
mol	pip	2	6060001	6070000	-0.00001113
mol	pip	2	6070001	6080000	0.00000000
mol	pip	2	6080001	6090000	-0.00000929
mol	pip	2	6090001	6100000	0.00000221
mol	pip	2	6100001	6110000	0.00004482
mol	pip	2	6110001	6120000	0.00010152
mol	pip	2	6120001	6130000	-0.00002803
mol	pip	2	6130001	6140000	NA
mol	pip	2	6140001	6150000	0.00000000
mol	pip	2	6150001	6160000	0.00010772
mol	pip	2	6160001	6170000	0.00005857
mol	pip	2	6170001	6180000	0.00053159
mol	pip	2	6180001	6190000	0.00000060
mol	pip	2	6190001	6200000	0.00001470
mol	pip	2	6200001	6210000	0.00008744
mol	pip	2	6210001	6220000	0.00003615
mol	pip	2	6220001	6230000	0.00000000
mol	pip	2	6230001	6240000	0.00007501
mol	pip	2	6240001	6250000	-0.00000000
mol	pip	2	6250001	6260000	0.00000853
mol	pip	2	6260001	6270000	0.00007126
mol	pip	2	6270001	6280000	0.00014920
mol	pip	2	6280001	6290000	0.00079206
mol	pip	2	6290001	6300000	0.00001340
mol	pip	2	6300001	6310000	0.00016721
mol	pip	2	6310001	6320000	NA
mol	pip	2	6320001	6330000	0.00007818
mol	pip	2	6330001	6340000	0.00051599
mol	pip	2	6340001	6350000	0.00013341
mol	pip	2	6350001	6360000	0.00000000
mol	pip	2	6360001	6370000	0.00000953
mol	pip	2	6370001	6380000	0.00000000
mol	pip	2	6380001	6390000	0.00004665
mol	pip	2	6390001	6400000	0.00008545
