pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
mol	pip	3	140001	150000	0.143882273412719	9
mol	pip	3	150001	160000	0.0907788015803057	5
mix	pip	3	150001	160000	0.0197057406136136	5
mix	mol	3	150001	160000	-0.0011714513155534	5
mix	mol	3	160001	170000	0.1138890606453012	20
mix	pip	3	160001	170000	0.0073073258312227	20
mol	pip	3	160001	170000	0.2274911764027405	20
mix	mol	3	170001	180000	0.0373002226876125	23
mix	pip	3	170001	180000	-0.0034878369058027	23
mol	pip	3	170001	180000	0.053373213115181	23
mol	pip	3	180001	190000	-0.0278900475626912	11
mix	pip	3	180001	190000	0.0180732259866706	11
mix	mol	3	180001	190000	0.0190463395971126	11
mix	mol	3	190001	200000	-0.014021443862222	9
mix	pip	3	190001	200000	0.0255099810600562	9
mol	pip	3	190001	200000	0.0805204445635812	9
mix	mol	3	200001	210000	0.0027859448125073	11
mix	pip	3	200001	210000	0.0279686211761212	11
mol	pip	3	200001	210000	-0.0238166855973027	11
mix	mol	3	210001	220000	0.0126845260810056	26
mix	pip	3	210001	220000	0.0225115115762859	26
mol	pip	3	210001	220000	0.0241800554651509	26
mol	pip	3	220001	230000	-0.0093965204207092	17
mix	mol	3	220001	230000	0.02496637184828	17
mix	pip	3	220001	230000	0.0160854867486316	17
mix	pip	3	230001	240000	-0.0103263783201476	8
mol	pip	3	230001	240000	0.0556958339817376	8
mix	mol	3	230001	240000	0.026585768913021	8
mix	pip	3	240001	250000	0.0390411627302571	27
mol	pip	3	240001	250000	0.11530622716524	27
mix	mol	3	240001	250000	0.0460024312835227	27
mix	mol	3	250001	260000	0.0243893124040094	15
mix	pip	3	250001	260000	0.0703588043708368	15
mol	pip	3	250001	260000	0.1209239997447514	15
mix	mol	3	260001	270000	0.0113273653825433	7
mix	pip	3	260001	270000	0.1421098127228744	7
mol	pip	3	260001	270000	0.0578630218091591	7
mix	pip	3	270001	280000	0.0170609080731013	9
mix	mol	3	270001	280000	0.0133954546004595	9
mol	pip	3	270001	280000	0.0770725039120815	9
mix	mol	3	280001	290000	0.0563250546258777	7
mix	pip	3	280001	290000	-0.0038387800777001	7
mol	pip	3	280001	290000	0.0825622521524776	7
mix	mol	3	290001	300000	0.0472865759639107	7
mix	pip	3	290001	300000	-0.0142542838192373	7
mol	pip	3	290001	300000	0.0536034360309784	7
mix	mol	3	300001	310000	0.038284227385303	13
mol	pip	3	300001	310000	0.1224862888482633	13
mix	pip	3	300001	310000	0.0232763421095274	13
mix	mol	3	310001	320000	0.0756636035529925	21
mix	pip	3	310001	320000	0.0104091289991635	21
mol	pip	3	310001	320000	0.1146207790677117	21
mix	mol	3	320001	330000	-0.0097749852327723	3
mix	pip	3	320001	330000	-0.0259718869186263	3
mol	pip	3	320001	330000	-0.0502894207479781	3
mix	mol	3	330001	340000	0.0344540783354369	42
mol	pip	3	330001	340000	0.0908416234508796	42
mix	pip	3	330001	340000	0.0207190451449969	42
mix	mol	3	340001	350000	0.0097823123823297	27
mol	pip	3	340001	350000	0.0321331748143981	27
mix	pip	3	340001	350000	0.0096576977159041	27
mix	pip	3	350001	360000	0.0380798979579677	13
mol	pip	3	350001	360000	0.0830741892492225	13
mix	mol	3	350001	360000	0.0339750663966233	13
mix	pip	3	360001	370000	-0.0157589995573794	14
mol	pip	3	360001	370000	0.1162707880773476	14
mix	mol	3	360001	370000	0.0828670381219926	14
mol	pip	3	370001	380000	-0.0108516778363423	6
mix	mol	3	370001	380000	-0.0048920421183922	6
mix	pip	3	370001	380000	-0.0053019611324791	6
mix	mol	3	380001	390000	0.0808446887496006	3
mix	pip	3	380001	390000	0.0689074249085754	3
mol	pip	3	380001	390000	NA	3
mix	mol	3	390001	400000	0.0055336583566746	15
mix	pip	3	390001	400000	0.0089651331196847	15
mol	pip	3	390001	400000	0.0683289044789519	15
mix	mol	3	400001	410000	0.024097242054044	36
mix	pip	3	400001	410000	0.0441865279081654	36
mol	pip	3	400001	410000	0.1198246689657454	36
mix	mol	3	410001	420000	0.0174372239076501	21
mix	pip	3	410001	420000	0.0043151110865497	21
mol	pip	3	410001	420000	0.0467271809744038	21
mol	pip	3	420001	430000	0.1608209360408296	5
mix	mol	3	420001	430000	0.1770051131748036	5
mix	pip	3	420001	430000	-0.0189510697821229	5
mix	pip	3	430001	440000	0.0008675322403121	6
mol	pip	3	430001	440000	0.0338542147113628	6
mix	mol	3	430001	440000	0.0954664600174869	6
mix	mol	3	440001	450000	0.0228176259632398	29
mol	pip	3	440001	450000	0.0396080032666394	29
mix	pip	3	440001	450000	0.0189037722047244	29
mix	pip	3	450001	460000	-0.0130707613844257	12
mol	pip	3	450001	460000	0.0939231600487435	12
mix	mol	3	450001	460000	0.0696962524281168	12
mix	pip	3	460001	470000	-0.0079320375744508	26
mol	pip	3	460001	470000	0.0190514661632441	26
mix	mol	3	460001	470000	0.010444820800364	26
mix	mol	3	470001	480000	0.0293600411584196	21
mix	pip	3	470001	480000	0.0213736726561027	21
mol	pip	3	470001	480000	0.1098067136280284	21
mix	mol	3	480001	490000	0.0058822207969664	14
mix	pip	3	480001	490000	0.0028318489925176	14
mol	pip	3	480001	490000	0.0119828879879947	14
mix	mol	3	490001	500000	0.0384110316690533	16
mol	pip	3	490001	500000	0.1061717921527041	16
mix	pip	3	490001	500000	0.0240936147066833	16
mix	mol	3	500001	510000	0.1015999460631387	12
mix	pip	3	500001	510000	0.0209360532085115	12
mol	pip	3	500001	510000	0.1348506775424286	12
mix	mol	3	510001	520000	0.0111972232787157	9
mol	pip	3	510001	520000	0.0296062778852013	9
mix	pip	3	510001	520000	-0.0165123371069492	9
mix	mol	3	520001	530000	0.2256876092919622	7
mix	pip	3	520001	530000	0.1009249842118545	7
mol	pip	3	520001	530000	0.3581871738673876	7
mix	mol	3	530001	540000	0.0773389843591259	8
mix	pip	3	530001	540000	-0.0150421269497346	8
mol	pip	3	530001	540000	0.0944179469771987	8
mix	mol	3	540001	550000	0.2377348848943236	33
mix	pip	3	540001	550000	0.0197068928054586	33
mol	pip	3	540001	550000	0.3293718924921974	33
mol	pip	3	550001	560000	0.3609600600037502	6
mix	mol	3	550001	560000	0.2549345414835603	6
mix	pip	3	550001	560000	0.0209298498818061	6
mix	mol	3	560001	570000	0.1727609022430544	13
mix	pip	3	560001	570000	0.027534531746056	13
mol	pip	3	560001	570000	0.1821348526989442	13
mix	mol	3	570001	580000	0.1460364636852152	12
mix	pip	3	570001	580000	-0.0070215919295648	12
mol	pip	3	570001	580000	0.188751775452496	12
mix	mol	3	580001	590000	0.0203485332399958	8
mix	pip	3	580001	590000	0.0459233958367212	8
mol	pip	3	580001	590000	0.2243638696276384	8
mix	pip	3	590001	600000	0.0223251862150938	16
mix	mol	3	590001	600000	0.0664585998823477	16
mol	pip	3	590001	600000	0.1141722891345171	16
mol	pip	3	600001	610000	0.1140874876108328	22
mix	pip	3	600001	610000	0.0057013111092269	22
mix	mol	3	600001	610000	0.0854590148223902	22
mix	mol	3	610001	620000	0.0392013394800985	21
mix	pip	3	610001	620000	0.0345064118221995	21
mol	pip	3	610001	620000	0.1244270404763335	21
mix	mol	3	620001	630000	0.0096282519166401	9
mix	pip	3	620001	630000	0.0787384726850567	9
mol	pip	3	620001	630000	0.1369430391549414	9
mix	mol	3	630001	640000	0.0201612840671229	13
mix	pip	3	630001	640000	0.0157867731287798	13
mol	pip	3	630001	640000	0.0292463767353945	13
mix	mol	3	640001	650000	-0.0081604289657789	5
mix	pip	3	640001	650000	-0.0331358535394504	5
mol	pip	3	640001	650000	-0.0383521503059553	5
mol	pip	3	650001	660000	0.1155607625945255	18
mix	pip	3	650001	660000	-0.0032334775231945	18
mix	mol	3	650001	660000	0.089737959353533	18
mix	mol	3	660001	670000	0.0991037422635142	12
mix	pip	3	660001	670000	0.0092391419892589	12
mol	pip	3	660001	670000	0.0896364269179985	12
mix	mol	3	670001	680000	0.0798017058639116	27
mix	pip	3	670001	680000	0.0122843154307128	27
mol	pip	3	670001	680000	0.1427204592568968	27
mix	mol	3	680001	690000	0.0271400333839988	11
mix	pip	3	680001	690000	-0.0027298569319923	11
mol	pip	3	680001	690000	0.065190975073073	11
mix	mol	3	690001	700000	0.0528655272742274	29
mix	pip	3	690001	700000	-0.0124220185717438	29
mol	pip	3	690001	700000	0.0987874341479876	29
mol	pip	3	700001	710000	0.0363228107251353	3
mix	pip	3	700001	710000	0.0214266424836466	3
mix	mol	3	700001	710000	-0.0110538166686084	3
mix	pip	3	710001	720000	-0.0092209880531942	1
mix	mol	3	710001	720000	-0.0274628282656587	1
mol	pip	3	710001	720000	-0.0184932840179093	1
mix	mol	3	720001	730000	0.0388501317360092	11
mix	pip	3	720001	730000	0.0783679694792669	11
mol	pip	3	720001	730000	0.113639522278535	11
mix	mol	3	730001	740000	-0.0213108274634249	3
mix	pip	3	730001	740000	-0.0272292820401585	3
mol	pip	3	730001	740000	-0.0509429872100585	3
mix	mol	3	740001	750000	0.0114027259467423	17
mix	pip	3	740001	750000	-0.0107689297588132	17
mol	pip	3	740001	750000	0.0215651728855599	17
mix	mol	3	750001	760000	0.0315353451415556	13
mix	pip	3	750001	760000	0.0112466879979382	13
mol	pip	3	750001	760000	0.0403989948867341	13
mix	pip	3	760001	770000	0.0321928760155928	7
mol	pip	3	760001	770000	0.0935481897704333	7
mix	mol	3	760001	770000	0.0020878552277081	7
mix	mol	3	770001	780000	0.0293216803770894	12
mix	pip	3	770001	780000	0.010209158180371	12
mol	pip	3	770001	780000	0.0460494425593795	12
mix	mol	3	780001	790000	0.0583963011010248	15
mix	pip	3	780001	790000	-0.004780555348216	15
mol	pip	3	780001	790000	0.0736510437179992	15
mix	mol	3	790001	800000	0.2125949756702289	8
mix	pip	3	790001	800000	-0.0086142188421755	8
mol	pip	3	790001	800000	0.1924643730078186	8
mol	pip	3	800001	810000	0.0960872196542438	24
mix	pip	3	800001	810000	0.0061755265681602	24
mix	mol	3	800001	810000	0.0481050370781135	24
mix	mol	3	810001	820000	0.0021868169178223	25
mol	pip	3	810001	820000	0.0454858513623891	25
mix	pip	3	810001	820000	0.0029595916241263	25
mix	pip	3	820001	830000	0.0058267504439607	9
mix	mol	3	820001	830000	0.091670935650611	9
mol	pip	3	820001	830000	0.1706254713703424	9
mix	mol	3	830001	840000	0.0231088461809747	8
mix	pip	3	830001	840000	-0.006629632630522	8
mol	pip	3	830001	840000	0.0581417134006969	8
mix	mol	3	840001	850000	-0.0030230509079703	4
mix	pip	3	840001	850000	-0.013696404590793	4
mol	pip	3	840001	850000	0.0045710436414376	4
mix	mol	3	850001	860000	0.0065143213398323	11
mix	pip	3	850001	860000	0.0102320317124035	11
mol	pip	3	850001	860000	0.0874997302721015	11
mix	pip	3	860001	870000	-0.0213324932525009	9
mol	pip	3	860001	870000	0.0037685901796054	9
mix	mol	3	860001	870000	-0.0045662661742192	9
mix	mol	3	870001	880000	0.0067285933717697	14
mix	pip	3	870001	880000	-0.006506751090145	14
mol	pip	3	870001	880000	0.0608059420209522	14
mix	mol	3	880001	890000	0.0057696439699017	18
mix	pip	3	880001	890000	0.0054778551080934	18
mol	pip	3	880001	890000	0.046103166417807	18
mol	pip	3	890001	900000	0.0630365186843074	7
mix	pip	3	890001	900000	0.0001040208019675	7
mix	mol	3	890001	900000	-0.0003009333036746	7
mol	pip	3	900001	910000	0.2479989053841417	5
mix	mol	3	900001	910000	0.0250344162361862	5
mix	pip	3	900001	910000	0.0905933133319406	5
mix	mol	3	910001	920000	-0.0056743044020161	7
mol	pip	3	910001	920000	0.0433558814182594	7
mix	pip	3	910001	920000	0.0012718697958801	7
mix	mol	3	920001	930000	0.113380513118125	26
mix	pip	3	920001	930000	0.0252193694435557	26
mol	pip	3	920001	930000	0.2982114069423605	26
mix	mol	3	930001	940000	0.0676089167867466	20
mix	pip	3	930001	940000	0.0243897347013912	20
mol	pip	3	930001	940000	0.1562178122639566	20
mix	mol	3	940001	950000	0.0153306577677039	12
mix	pip	3	940001	950000	-0.002812198111469	12
mol	pip	3	940001	950000	0.0390927055588968	12
mol	pip	3	950001	960000	0.0305680186077253	9
mix	pip	3	950001	960000	-0.0084943352390065	9
mix	mol	3	950001	960000	0.0106505914476084	9
mix	mol	3	960001	970000	0.0002488145671019	15
mix	pip	3	960001	970000	0.0012653833940739	15
mol	pip	3	960001	970000	0.0023245794458494	15
mix	mol	3	970001	980000	0.0873274159473846	22
mix	pip	3	970001	980000	0.0095508345395029	22
mol	pip	3	970001	980000	0.086672530168732	22
mix	mol	3	980001	990000	0.0267347274465028	16
mix	pip	3	980001	990000	-0.0115408774920762	16
mol	pip	3	980001	990000	0.0558103612679976	16
mix	mol	3	990001	1000000	0.0016381332312555	25
mol	pip	3	990001	1000000	-0.0077184316146958	25
mix	pip	3	990001	1000000	-0.0083376583992343	25
mol	pip	3	1000001	1010000	0.0022797371597157	10
mix	pip	3	1000001	1010000	-0.0095157587786002	10
mix	mol	3	1000001	1010000	-0.0113936609535874	10
mix	mol	3	1010001	1020000	0.0239640364353539	24
mol	pip	3	1010001	1020000	0.0783323112035311	24
mix	pip	3	1010001	1020000	-0.0007067888050144	24
mix	mol	3	1020001	1030000	0.156251137703845	5
mix	pip	3	1020001	1030000	-0.0162050117872543	5
mol	pip	3	1020001	1030000	0.0954966464388374	5
mix	mol	3	1030001	1040000	0.0073674003115758	12
mix	pip	3	1030001	1040000	0.0600492210710517	12
mol	pip	3	1030001	1040000	0.1143862736471623	12
mix	mol	3	1040001	1050000	0.0388606677428474	7
mix	pip	3	1040001	1050000	0.0041128025105392	7
mol	pip	3	1040001	1050000	0.2075471698113206	7
mol	pip	3	1050001	1060000	0.1292650368545615	10
mix	mol	3	1050001	1060000	0.0611987990522465	10
mix	pip	3	1050001	1060000	0.0520957025038647	10
mix	mol	3	1060001	1070000	0.0806198080125833	16
mix	pip	3	1060001	1070000	0.014647024022929	16
mol	pip	3	1060001	1070000	0.1528846428877893	16
mix	mol	3	1070001	1080000	0.0141761325839067	6
mix	pip	3	1070001	1080000	0.0403265709816103	6
mol	pip	3	1070001	1080000	0.08333470171924	6
mix	mol	3	1080001	1090000	0.0505213638103586	2
mix	pip	3	1080001	1090000	-0.017523686177203	2
mol	pip	3	1080001	1090000	0.0271196117613473	2
mix	pip	3	1090001	1100000	-0.0073000784864664	19
mix	mol	3	1090001	1100000	0.0106422837442353	19
mol	pip	3	1090001	1100000	0.0260252231342901	19
mix	pip	3	1100001	1110000	-0.006235758359413	14
mol	pip	3	1100001	1110000	0.0445998523763652	14
mix	mol	3	1100001	1110000	0.0142484226279418	14
mix	mol	3	1110001	1120000	0.0481827221728533	12
mix	pip	3	1110001	1120000	0.0171084688019883	12
mol	pip	3	1110001	1120000	0.1550371155885472	12
mix	mol	3	1130001	1140000	0.0172164434080067	25
mix	pip	3	1130001	1140000	0.0117313648902931	25
mol	pip	3	1130001	1140000	0.0611498125530754	25
mix	mol	3	1140001	1150000	0.0202921849555609	24
mix	pip	3	1140001	1150000	0.0013909657209833	24
mol	pip	3	1140001	1150000	0.0717404865876481	24
mix	mol	3	1150001	1160000	0.0284478337017878	6
mix	pip	3	1150001	1160000	0.0088952397501757	6
mol	pip	3	1150001	1160000	0.006626567438067	6
mol	pip	3	1160001	1170000	0.0728224699889237	27
mix	pip	3	1160001	1170000	0.0237747353101417	27
mix	mol	3	1160001	1170000	0.0346759783765038	27
mix	mol	3	1170001	1180000	0.0450945735427016	37
mix	pip	3	1170001	1180000	0.0058562059165794	37
mol	pip	3	1170001	1180000	0.1281410330976347	37
mix	mol	3	1180001	1190000	0.11074009938385	20
mix	pip	3	1180001	1190000	0.0326441199611415	20
mol	pip	3	1180001	1190000	0.1864550563783535	20
mix	mol	3	1190001	1200000	0.0307258844851681	4
mix	pip	3	1190001	1200000	-0.0222854244771725	4
mol	pip	3	1190001	1200000	-0.0058253064439375	4
mix	mol	3	1200001	1210000	0.0144409619898576	23
mix	pip	3	1200001	1210000	-0.0126225550073686	23
mol	pip	3	1200001	1210000	0.0269480858166139	23
mix	pip	3	1210001	1220000	0.0127852010757186	33
mol	pip	3	1210001	1220000	0.0936127814381252	33
mix	mol	3	1210001	1220000	0.0707080704864921	33
mol	pip	3	1220001	1230000	0.0430838640765864	6
mix	pip	3	1220001	1230000	-0.0127185973264288	6
mix	mol	3	1220001	1230000	0.0701345870539234	6
mix	mol	3	1230001	1240000	-0.0168612784770176	7
mix	pip	3	1230001	1240000	0.0993556989467988	7
mol	pip	3	1230001	1240000	0.130784708249497	7
mix	mol	3	1240001	1250000	0.0052413086624039	9
mix	pip	3	1240001	1250000	0.0670205800263162	9
mol	pip	3	1240001	1250000	0.0935619195789272	9
mix	mol	3	1250001	1260000	-0.0097904618670698	2
mix	pip	3	1250001	1260000	-0.0185919668343861	2
mol	pip	3	1250001	1260000	0.0271196117613473	2
mix	mol	3	1260001	1270000	0.0868038425329792	18
mix	pip	3	1260001	1270000	-0.0016349907692116	18
mol	pip	3	1260001	1270000	0.0950323148112738	18
mol	pip	3	1270001	1280000	0.0548929683196474	21
mix	pip	3	1270001	1280000	0.0030964492755378	21
mix	mol	3	1270001	1280000	0.0141754012220879	21
mix	mol	3	1280001	1290000	0.0100480171391095	5
mix	pip	3	1280001	1290000	-0.021435956147251	5
mol	pip	3	1280001	1290000	-0.0035696073431922	5
mix	mol	3	1290001	1300000	0.0528694923272208	10
mix	pip	3	1290001	1300000	0.0022943077480252	10
mol	pip	3	1290001	1300000	0.0473088940720855	10
mix	mol	3	1300001	1310000	0.0508569748690083	15
mix	pip	3	1300001	1310000	0.0042104181371548	15
mol	pip	3	1300001	1310000	0.0617015630725685	15
mix	mol	3	1310001	1320000	-0.0007844995808223	6
mix	pip	3	1310001	1320000	0.0246542495422151	6
mol	pip	3	1310001	1320000	0.0825088848333493	6
mol	pip	3	1320001	1330000	0.0922235355562275	11
mix	pip	3	1320001	1330000	0.0246814787346062	11
mix	mol	3	1320001	1330000	0.1347322753803906	11
mix	mol	3	1330001	1340000	0.0470100608620988	107
mix	pip	3	1330001	1340000	0.015293545542998	107
mol	pip	3	1330001	1340000	0.0793813909665054	107
mix	mol	3	1340001	1350000	0.1708964859480443	20
mix	pip	3	1340001	1350000	0.0016985525838603	20
mol	pip	3	1340001	1350000	0.1533245998938084	20
mix	mol	3	1350001	1360000	0.0139812840974464	13
mix	pip	3	1350001	1360000	0.0026928523752918	13
mol	pip	3	1350001	1360000	0.0847024772282285	13
mix	mol	3	1360001	1370000	0.0572988656744153	22
mix	pip	3	1360001	1370000	-0.0057374410889111	22
mol	pip	3	1360001	1370000	0.0606703587027832	22
mol	pip	3	1370001	1380000	0.121944481534516	16
mix	pip	3	1370001	1380000	0.0024255631071117	16
mix	mol	3	1370001	1380000	0.0503576546805977	16
mix	mol	3	1380001	1390000	0.0422459217003184	9
mix	pip	3	1380001	1390000	-0.0084388558621301	9
mol	pip	3	1380001	1390000	0.0916617386162034	9
mix	mol	3	1390001	1400000	0.0416234048383873	14
mix	pip	3	1390001	1400000	0.0044174097572746	14
mol	pip	3	1390001	1400000	0.0454512690314675	14
mol	pip	3	1400001	1410000	0.0305680186077252	6
mix	pip	3	1400001	1410000	-0.01884977124881	6
mix	mol	3	1400001	1410000	0.0076779480732204	6
mol	pip	3	1410001	1420000	0.1895931358981457	1
mix	pip	3	1410001	1420000	0.0707802304866367	1
mix	mol	3	1410001	1420000	0.0164727408706814	1
mix	pip	3	1420001	1430000	0.0239781062885644	9
mix	mol	3	1420001	1430000	-0.0037662893757953	9
mol	pip	3	1420001	1430000	0.0739794983322541	9
mix	mol	3	1430001	1440000	-0.0116344430927943	1
mix	pip	3	1430001	1440000	-0.0005902236841376	1
mol	pip	3	1430001	1440000	0.0271196117613473	1
mix	mol	3	1440001	1450000	0.0463138124914292	22
mix	pip	3	1440001	1450000	0.052718927656991	22
mol	pip	3	1440001	1450000	0.2172961454217233	22
mix	mol	3	1450001	1460000	0.1174520069504546	4
mol	pip	3	1450001	1460000	0.1895931358981455	4
mix	pip	3	1450001	1460000	-0.0265374572791718	4
mol	pip	3	1460001	1470000	0.0915864542005689	14
mix	pip	3	1460001	1470000	0.0241581172863779	14
mix	mol	3	1460001	1470000	0.0123542542496943	14
mix	mol	3	1470001	1480000	0.0172987571077936	14
mix	pip	3	1470001	1480000	-0.0185224926406266	14
mol	pip	3	1470001	1480000	0.0123613738391157	14
mix	pip	3	1480001	1490000	5.582619028265722e-05	25
mol	pip	3	1480001	1490000	0.1486683795316409	25
mix	mol	3	1480001	1490000	0.1052356631943721	25
mix	mol	3	1490001	1500000	0.014837281395924	11
mix	pip	3	1490001	1500000	0.0088264810844164	11
mol	pip	3	1490001	1500000	0.0819769425938839	11
mol	pip	3	1500001	1510000	0.2322318648402259	8
mix	pip	3	1500001	1510000	0.0708902239338091	8
mix	mol	3	1500001	1510000	0.0864879251328498	8
mol	pip	3	1510001	1520000	0.1647764867029612	10
mix	pip	3	1510001	1520000	0.0594802133762817	10
mix	mol	3	1510001	1520000	0.003991913079948	10
mol	pip	3	1520001	1530000	0.0215601724813798	2
mix	pip	3	1520001	1530000	-0.0079970129794611	2
mix	mol	3	1520001	1530000	-0.013599944625779	2
mix	mol	3	1530001	1540000	0.0173671104127252	6
mix	pip	3	1530001	1540000	-0.0119626306658486	6
mol	pip	3	1530001	1540000	0.0277827567664456	6
mix	pip	3	1540001	1550000	-0.0016848524141574	7
mol	pip	3	1540001	1550000	0.0769811901480865	7
mix	mol	3	1540001	1550000	0.0193870272837186	7
mix	mol	3	1550001	1560000	-0.0101463321661232	6
mol	pip	3	1550001	1560000	0.0758044971051568	6
mix	pip	3	1550001	1560000	0.0732104496941599	6
mol	pip	3	1560001	1570000	0.0875769037222213	4
mix	pip	3	1560001	1570000	-0.0147386764228857	4
mix	mol	3	1560001	1570000	0.2002999428045402	4
mol	pip	3	1570001	1580000	0.1018748439973703	31
mix	pip	3	1570001	1580000	-0.0077403042420988	31
mix	mol	3	1570001	1580000	0.0635887792865447	31
mix	pip	3	1580001	1590000	0.0092035992686524	8
mix	mol	3	1580001	1590000	0.0202056005468095	8
mol	pip	3	1580001	1590000	-0.0379432663057206	8
mol	pip	3	1590001	1600000	0.0108980155142054	11
mix	mol	3	1590001	1600000	-0.0064602988004148	11
mix	pip	3	1590001	1600000	0.0085278571965992	11
mol	pip	3	1600001	1610000	0.1023428956466988	18
mix	pip	3	1600001	1610000	-0.0123378330340378	18
mix	mol	3	1600001	1610000	0.1456067181816879	18
mol	pip	3	1610001	1620000	0.0317368601723193	21
mix	pip	3	1610001	1620000	-0.0117739378879522	21
mix	mol	3	1610001	1620000	0.0635472052552737	21
mol	pip	3	1620001	1630000	0.0935481897704333	11
mix	pip	3	1620001	1630000	0.0013136196887389	11
mix	mol	3	1620001	1630000	0.01494380439954	11
mix	mol	3	1630001	1640000	0.025792938524257	9
mix	pip	3	1630001	1640000	0.0396832728339428	9
mol	pip	3	1630001	1640000	0.0810927081092708	9
mix	pip	3	1640001	1650000	-0.0213732912544693	8
mix	mol	3	1640001	1650000	0.0069746084262552	8
mol	pip	3	1640001	1650000	0.023194392713236	8
mix	mol	3	1650001	1660000	0.0435878897678249	23
mix	pip	3	1650001	1660000	-0.0020097499329755	23
mol	pip	3	1650001	1660000	0.0637426142905685	23
mix	mol	3	1660001	1670000	0.04348249806819	38
mol	pip	3	1660001	1670000	0.1297351502061086	38
mix	pip	3	1660001	1670000	0.0248980635538689	38
mix	mol	3	1670001	1680000	0.0132057026735774	13
mix	pip	3	1670001	1680000	0.0174466880100928	13
mol	pip	3	1670001	1680000	0.0579235098593821	13
mol	pip	3	1680001	1690000	0.0425763400304635	8
mix	mol	3	1680001	1690000	0.0495975353377345	8
mix	pip	3	1680001	1690000	0.0644769667927257	8
mix	pip	3	1690001	1700000	0.0105308192156766	6
mix	mol	3	1690001	1700000	0.0222630516784563	6
mol	pip	3	1690001	1700000	0.0561405550061086	6
mol	pip	3	1700001	1710000	0.0766508274619039	6
mix	pip	3	1700001	1710000	-0.0065882708371487	6
mix	mol	3	1700001	1710000	0.0553236968265579	6
mol	pip	3	1710001	1720000	0.0519183590181192	24
mix	pip	3	1710001	1720000	0.0096117938805883	24
mix	mol	3	1710001	1720000	0.0292061136361232	24
mol	pip	3	1730001	1740000	0.0316409411351735	12
mix	mol	3	1730001	1740000	0.0026423426847921	12
mix	pip	3	1730001	1740000	0.0012090160879697	12
mix	mol	3	1740001	1750000	0.1737350022453143	6
mol	pip	3	1740001	1750000	0.1855827928574605	6
mix	pip	3	1740001	1750000	-0.0106113339660882	6
mol	pip	3	1750001	1760000	0.2083372372862753	28
mix	pip	3	1750001	1760000	0.0094798349814358	28
mix	mol	3	1750001	1760000	0.0603002950353896	28
mol	pip	3	1760001	1770000	0.0574996673572962	6
mix	pip	3	1760001	1770000	0.1337060175874774	6
mix	mol	3	1760001	1770000	0.016338559930192	6
mol	pip	3	1770001	1780000	0.0785367893251861	12
mix	pip	3	1770001	1780000	-0.0176565470768666	12
mix	mol	3	1770001	1780000	0.045106712601905	12
mol	pip	3	1780001	1790000	0.0987070134723771	8
mix	pip	3	1780001	1790000	-0.011202441227821	8
mix	mol	3	1780001	1790000	0.0670065157393292	8
mix	pip	3	1790001	1800000	0.0188578656431993	14
mix	mol	3	1790001	1800000	-0.0055899523848824	14
mol	pip	3	1790001	1800000	-0.0044820871070446	14
mix	mol	3	1800001	1810000	0.0039945693423518	11
mix	pip	3	1800001	1810000	0.029700400814525	11
