pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_da
mix	mol	3	1200001	1210000	0.00002631
mix	mol	3	1210001	1220000	0.00017565
mix	mol	3	1220001	1230000	0.00003824
mix	mol	3	1230001	1240000	-0.00000730
mix	mol	3	1240001	1250000	0.00000024
mix	mol	3	1250001	1260000	0.00000192
mix	mol	3	1260001	1270000	0.00014468
mix	mol	3	1270001	1280000	0.00002014
mix	mol	3	1280001	1290000	0.00002887
mix	mol	3	1290001	1300000	0.00005193
mix	mol	3	1300001	1310000	0.00003902
mix	mol	3	1310001	1320000	-0.00000110
mix	mol	3	1320001	1330000	0.00012749
mix	mol	3	1330001	1340000	0.00020622
mix	mol	3	1340001	1350000	0.00034608
mix	mol	3	1350001	1360000	0.00002825
mix	mol	3	1360001	1370000	0.00012416
mix	mol	3	1370001	1380000	0.00004857
mix	mol	3	1380001	1390000	0.00014700
mix	mol	3	1390001	1400000	0.00003941
mix	mol	3	1400001	1410000	0.00000021
mix	mol	3	1410001	1420000	0.00000692
mix	mol	3	1420001	1430000	-0.00000800
mix	mol	3	1430001	1440000	0.00000114
mix	mol	3	1440001	1450000	0.00010907
mix	mol	3	1450001	1460000	0.00019578
mix	mol	3	1460001	1470000	0.00005663
mix	mol	3	1470001	1480000	0.00005416
mix	mol	3	1480001	1490000	0.00021205
mix	mol	3	1490001	1500000	0.00001871
mix	mol	3	1500001	1510000	0.00009866
mix	mol	3	1510001	1520000	0.00001478
mix	mol	3	1520001	1530000	-0.00000719
mix	mol	3	1530001	1540000	0.00001587
mix	mol	3	1540001	1550000	0.00002096
mix	mol	3	1550001	1560000	-0.00000275
mix	mol	3	1560001	1570000	0.00016768
mix	mol	3	1570001	1580000	0.00011292
mix	mol	3	1580001	1590000	0.00001702
mix	mol	3	1590001	1600000	-0.00000083
mix	mol	3	1600001	1610000	0.00034491
mix	mol	3	1610001	1620000	0.00010440
mix	mol	3	1620001	1630000	0.00003593
mix	mol	3	1630001	1640000	0.00002786
mix	mol	3	1640001	1650000	0.00001079
mix	mol	3	1650001	1660000	0.00005599
mix	mol	3	1660001	1670000	0.00014313
mix	mol	3	1670001	1680000	0.00000309
mix	mol	3	1680001	1690000	0.00003676
mix	mol	3	1690001	1700000	0.00003528
mix	mol	3	1700001	1710000	0.00004980
mix	mol	3	1710001	1720000	0.00009997
mix	mol	3	1720001	1730000	NA
mix	mol	3	1730001	1740000	0.00002260
mix	mol	3	1740001	1750000	0.00023584
mix	mol	3	1750001	1760000	0.00023025
mix	mol	3	1760001	1770000	0.00001214
mix	mol	3	1770001	1780000	0.00010154
mix	mol	3	1780001	1790000	0.00006531
mix	mol	3	1790001	1800000	-0.00000216
mix	mol	3	1800001	1810000	0.00000635
mix	mol	3	1810001	1820000	0.00008282
mix	mol	3	1820001	1830000	0.00008734
mix	mol	3	1830001	1840000	0.00005775
mix	mol	3	1840001	1850000	NA
mix	mol	3	1850001	1860000	0.00014745
mix	mol	3	1860001	1870000	0.00000000
mix	mol	3	1870001	1880000	0.00004488
mix	mol	3	1880001	1890000	-0.00001009
mix	mol	3	1890001	1900000	0.00002920
mix	mol	3	1900001	1910000	0.00003492
mix	mol	3	1910001	1920000	-0.00001441
mix	mol	3	1920001	1930000	0.00008525
mix	mol	3	1930001	1940000	0.00010667
mix	mol	3	1940001	1950000	0.00000183
mix	mol	3	1950001	1960000	0.00000546
mix	mol	3	1960001	1970000	0.00001443
mix	mol	3	1970001	1980000	0.00010043
mix	mol	3	1980001	1990000	0.00002748
mix	mol	3	1990001	2000000	0.00002015
mix	mol	3	2000001	2010000	0.00001831
mix	mol	3	2010001	2020000	0.00003186
mix	mol	3	2020001	2030000	0.00004145
mix	mol	3	2030001	2040000	0.00005564
mix	mol	3	2040001	2050000	0.00000000
mix	mol	3	2050001	2060000	0.00003593
mix	mol	3	2060001	2070000	0.00004401
mix	mol	3	2070001	2080000	0.00001135
mix	mol	3	2080001	2090000	0.00010237
mix	mol	3	2090001	2100000	0.00025934
mix	mol	3	2100001	2110000	0.00013664
mix	mol	3	2110001	2120000	0.00000189
mix	mol	3	2120001	2130000	0.00000043
mix	mol	3	2130001	2140000	0.00007253
mix	mol	3	2140001	2150000	0.00027699
mix	mol	3	2150001	2160000	0.00005599
mix	mol	3	2160001	2170000	0.00019449
mix	mol	3	2170001	2180000	0.00003646
mix	mol	3	2180001	2190000	0.00003345
mix	mol	3	2190001	2200000	-0.00000165
mix	mol	3	2200001	2210000	0.00007622
mix	mol	3	2210001	2220000	0.00001254
mix	mol	3	2220001	2230000	0.00001250
mix	mol	3	2230001	2240000	0.00012857
mix	mol	3	2240001	2250000	0.00002103
mix	mol	3	2250001	2260000	0.00042356
mix	mol	3	2260001	2270000	0.00004744
mix	mol	3	2270001	2280000	0.00007383
mix	mol	3	2280001	2290000	0.00003380
mix	mol	3	2290001	2300000	0.00012453
mix	mol	3	2300001	2310000	0.00033709
mix	mol	3	2310001	2320000	0.00002793
mix	mol	3	2320001	2330000	0.00005904
mix	mol	3	2330001	2340000	0.00001540
mix	mol	3	2340001	2350000	0.00000000
mix	mol	3	2350001	2360000	0.00000000
mix	mol	3	2360001	2370000	0.00002114
mix	mol	3	2370001	2380000	0.00008986
mix	mol	3	2380001	2390000	0.00002318
mix	mol	3	2390001	2400000	0.00040950
mix	mol	3	2400001	2410000	0.00047555
mix	mol	3	2410001	2420000	0.00006234
mix	mol	3	2420001	2430000	0.00002395
mix	mol	3	2430001	2440000	0.00002153
mix	mol	3	2440001	2450000	0.00007628
mix	mol	3	2450001	2460000	0.00000000
mix	mol	3	2460001	2470000	0.00004859
mix	mol	3	2470001	2480000	0.00004281
mix	mol	3	2480001	2490000	0.00002458
mix	mol	3	2490001	2500000	0.00011349
mix	mol	3	2500001	2510000	0.00015772
mix	mol	3	2510001	2520000	0.00030824
mix	mol	3	2520001	2530000	0.00002074
mix	mol	3	2530001	2540000	0.00006478
mix	mol	3	2540001	2550000	0.00004113
mix	mol	3	2550001	2560000	0.00000000
mix	mol	3	2560001	2570000	0.00009934
mix	mol	3	2570001	2580000	0.00000889
mix	mol	3	2580001	2590000	0.00000000
mix	mol	3	2590001	2600000	NA
mix	mol	3	2600001	2610000	NA
mix	mol	3	2610001	2620000	NA
mix	mol	3	2620001	2630000	NA
mix	mol	3	2630001	2640000	NA
mix	mol	3	2640001	2650000	NA
mix	mol	3	2650001	2660000	0.00011110
mix	mol	3	2660001	2670000	0.00034993
mix	mol	3	2670001	2680000	0.00002448
mix	mol	3	2680001	2690000	0.00004348
mix	mol	3	2690001	2700000	0.00006313
mix	mol	3	2700001	2710000	0.00003004
mix	mol	3	2710001	2720000	0.00010711
mix	mol	3	2720001	2730000	-0.00000113
mix	mol	3	2730001	2740000	0.00003430
mix	mol	3	2740001	2750000	0.00011612
mix	mol	3	2750001	2760000	0.00011197
mix	mol	3	2760001	2770000	0.00021968
mix	mol	3	2770001	2780000	0.00013708
mix	mol	3	2780001	2790000	0.00077529
mix	mol	3	2790001	2800000	0.00000000
mix	mol	3	2800001	2810000	0.00004763
mix	mol	3	2810001	2820000	0.00001612
mix	mol	3	2820001	2830000	0.00000000
mix	mol	3	2830001	2840000	0.00000000
mix	mol	3	2840001	2850000	0.00000110
mix	mol	3	2850001	2860000	0.00026197
mix	mol	3	2860001	2870000	0.00001423
mix	mol	3	2870001	2880000	0.00029497
mix	mol	3	2880001	2890000	0.00016435
mix	mol	3	2890001	2900000	0.00047561
mix	mol	3	2900001	2910000	0.00009671
mix	mol	3	2910001	2920000	0.00005617
mix	mol	3	2920001	2930000	0.00004038
mix	mol	3	2930001	2940000	0.00012172
mix	mol	3	2940001	2950000	0.00000003
mix	mol	3	2950001	2960000	0.00001221
mix	mol	3	2960001	2970000	0.00020803
mix	mol	3	2970001	2980000	0.00003936
mix	mol	3	2980001	2990000	0.00012317
mix	mol	3	2990001	3000000	0.00013013
mix	mol	3	3000001	3010000	0.00004699
mix	mol	3	3010001	3020000	0.00001171
mix	mol	3	3020001	3030000	0.00000083
mix	mol	3	3030001	3040000	0.00010624
mix	mol	3	3040001	3050000	0.00000345
mix	mol	3	3050001	3060000	0.00007712
mix	mol	3	3060001	3070000	-0.00000006
mix	mol	3	3070001	3080000	0.00008146
mix	mol	3	3080001	3090000	0.00002985
mix	mol	3	3090001	3100000	0.00000286
mix	mol	3	3100001	3110000	0.00002715
mix	mol	3	3110001	3120000	0.00000744
mix	mol	3	3120001	3130000	0.00003970
mix	mol	3	3130001	3140000	0.00002249
mix	mol	3	3140001	3150000	NA
mix	mol	3	3150001	3160000	0.00008901
mix	mol	3	3160001	3170000	0.00015829
mix	mol	3	3170001	3180000	0.00003789
mix	mol	3	3180001	3190000	0.00004253
mix	mol	3	3190001	3200000	0.00117039
mix	mol	3	3200001	3210000	0.00003271
mix	mol	3	3210001	3220000	0.00001479
mix	mol	3	3220001	3230000	0.00005967
mix	mol	3	3230001	3240000	0.00005337
mix	mol	3	3240001	3250000	0.00012304
mix	mol	3	3250001	3260000	0.00037930
mix	mol	3	3260001	3270000	0.00000000
mix	mol	3	3270001	3280000	0.00012335
mix	mol	3	3280001	3290000	0.00005008
mix	mol	3	3290001	3300000	0.00006835
mix	mol	3	3300001	3310000	0.00001019
mix	mol	3	3310001	3320000	0.00046042
mix	mol	3	3320001	3330000	0.00043719
mix	mol	3	3330001	3340000	0.00002039
mix	mol	3	3340001	3350000	0.00041198
mix	mol	3	3350001	3360000	0.00001471
mix	mol	3	3360001	3370000	0.00009387
mix	mol	3	3370001	3380000	0.00011899
mix	mol	3	3380001	3390000	0.00034236
mix	mol	3	3390001	3400000	0.00022857
mix	mol	3	3400001	3410000	0.00012370
mix	mol	3	3410001	3420000	0.00004403
mix	mol	3	3420001	3430000	0.00054798
mix	mol	3	3430001	3440000	0.00003518
mix	mol	3	3440001	3450000	0.00021889
mix	mol	3	3450001	3460000	0.00028721
mix	mol	3	3460001	3470000	0.00044132
mix	mol	3	3470001	3480000	0.00000000
mix	mol	3	3480001	3490000	0.00004711
mix	mol	3	3490001	3500000	0.00006816
mix	mol	3	3500001	3510000	0.00050096
mix	mol	3	3510001	3520000	0.00039073
mix	mol	3	3520001	3530000	0.00009059
mix	mol	3	3530001	3540000	0.00000447
mix	mol	3	3540001	3550000	0.00002797
mix	mol	3	3550001	3560000	0.00017775
mix	mol	3	3560001	3570000	0.00002569
mix	mol	3	3570001	3580000	NA
mix	mol	3	3580001	3590000	NA
mix	mol	3	3590001	3600000	NA
mix	mol	3	3600001	3610000	0.00033900
mix	mol	3	3610001	3620000	-0.00000142
mix	mol	3	3620001	3630000	0.00005327
mix	mol	3	3630001	3640000	0.00000000
mix	mol	3	3640001	3650000	0.00002482
mix	mol	3	3650001	3660000	0.00013787
mix	mol	3	3660001	3670000	-0.00001089
mix	mol	3	3670001	3680000	-0.00001188
mix	mol	3	3680001	3690000	0.00011557
mix	mol	3	3690001	3700000	0.00000940
mix	mol	3	3700001	3710000	-0.00000805
mix	mol	3	3710001	3720000	0.00000580
mix	mol	3	3720001	3730000	0.00006727
mix	mol	3	3730001	3740000	-0.00001248
mix	mol	3	3740001	3750000	-0.00000481
mix	mol	3	3750001	3760000	0.00006210
mix	mol	3	3760001	3770000	-0.00001168
mix	mol	3	3770001	3780000	0.00003644
mix	mol	3	3780001	3790000	0.00005015
mix	mol	3	3790001	3800000	0.00000753
mix	mol	3	3800001	3810000	0.00016303
mix	mol	3	3810001	3820000	0.00007240
mix	mol	3	3820001	3830000	0.00004457
mix	mol	3	3830001	3840000	0.00006037
mix	mol	3	3840001	3850000	0.00014901
mix	mol	3	3850001	3860000	0.00007281
mix	mol	3	3860001	3870000	0.00006580
mix	mol	3	3870001	3880000	0.00005870
mix	mol	3	3880001	3890000	0.00016006
mix	mol	3	3890001	3900000	0.00006826
mix	mol	3	3900001	3910000	0.00001002
mix	mol	3	3910001	3920000	0.00000869
mix	mol	3	3920001	3930000	-0.00000551
mix	mol	3	3930001	3940000	0.00000239
mix	mol	3	3940001	3950000	0.00007018
mix	mol	3	3950001	3960000	0.00005029
mix	mol	3	3960001	3970000	0.00033169
mix	mol	3	3970001	3980000	0.00007700
mix	mol	3	3980001	3990000	0.00032440
mix	mol	3	3990001	4000000	0.00002410
mix	mol	3	4000001	4010000	0.00004790
mix	mol	3	4010001	4020000	0.00015885
mix	mol	3	4020001	4030000	0.00015164
mix	mol	3	4030001	4040000	0.00034589
mix	mol	3	4040001	4050000	0.00087593
mix	mol	3	4050001	4060000	0.00040158
mix	mol	3	4060001	4070000	0.00002746
mix	mol	3	4070001	4080000	0.00032525
mix	mol	3	4080001	4090000	0.00036307
mix	mol	3	4090001	4100000	NA
mix	mol	3	4100001	4110000	0.00017341
mix	mol	3	4110001	4120000	0.00007449
mix	mol	3	4120001	4130000	0.00000000
mix	mol	3	4130001	4140000	NA
mix	mol	3	4140001	4150000	0.00000000
mix	mol	3	4150001	4160000	0.00000000
mix	mol	3	4160001	4170000	0.00013043
mix	mol	3	4170001	4180000	0.00012810
mix	mol	3	4180001	4190000	0.00025351
mix	mol	3	4190001	4200000	0.00016021
mix	mol	3	4200001	4210000	0.00014105
mix	mol	3	4210001	4220000	0.00000235
mix	mol	3	4220001	4230000	0.00007655
mix	mol	3	4230001	4240000	0.00025795
mix	mol	3	4240001	4250000	0.00006597
mix	mol	3	4250001	4260000	-0.00001554
mix	mol	3	4260001	4270000	0.00002776
mix	mol	3	4270001	4280000	0.00003735
mix	mol	3	4280001	4290000	0.00019414
mix	mol	3	4290001	4300000	0.00002298
mix	mol	3	4300001	4310000	0.00002464
mix	mol	3	4310001	4320000	0.00005071
mix	mol	3	4320001	4330000	0.00002559
mix	mol	3	4330001	4340000	0.00001429
mix	mol	3	4340001	4350000	-0.00000357
mix	mol	3	4350001	4360000	0.00000897
mix	mol	3	4360001	4370000	0.00011586
mix	mol	3	4370001	4380000	0.00026917
mix	mol	3	4380001	4390000	0.00010733
mix	mol	3	4390001	4400000	0.00000946
mix	mol	3	4400001	4410000	0.00002078
mix	mol	3	4410001	4420000	0.00006910
mix	mol	3	4420001	4430000	0.00012649
mix	mol	3	4430001	4440000	0.00004798
mix	mol	3	4440001	4450000	0.00011798
mix	mol	3	4450001	4460000	0.00006876
mix	mol	3	4460001	4470000	0.00008803
mix	mol	3	4470001	4480000	-0.00000547
mix	mol	3	4480001	4490000	0.00034626
mix	mol	3	4490001	4500000	0.00002658
mix	mol	3	4500001	4510000	0.00034636
mix	mol	3	4510001	4520000	0.00001367
mix	mol	3	4520001	4530000	-0.00001347
mix	mol	3	4530001	4540000	-0.00001904
mix	mol	3	4540001	4550000	-0.00000943
mix	mol	3	4550001	4560000	0.00019586
mix	mol	3	4560001	4570000	0.00009111
mix	mol	3	4570001	4580000	0.00005857
mix	mol	3	4580001	4590000	0.00003261
mix	mol	3	4590001	4600000	-0.00000513
mix	mol	3	4600001	4610000	-0.00000760
mix	mol	3	4610001	4620000	0.00004803
mix	mol	3	4620001	4630000	0.00006429
mix	mol	3	4630001	4640000	0.00000933
mix	mol	3	4640001	4650000	-0.00001069
mix	mol	3	4650001	4660000	0.00042382
mix	mol	3	4660001	4670000	0.00004111
mix	mol	3	4670001	4680000	0.00006187
mix	mol	3	4680001	4690000	0.00004509
mix	mol	3	4690001	4700000	0.00008105
mix	mol	3	4700001	4710000	0.00019730
mix	mol	3	4710001	4720000	0.00040454
mix	mol	3	4720001	4730000	0.00000000
mix	mol	3	4730001	4740000	0.00001499
mix	mol	3	4740001	4750000	0.00005867
mix	mol	3	4750001	4760000	0.00003908
mix	mol	3	4760001	4770000	0.00014067
mix	mol	3	4770001	4780000	0.00005505
mix	mol	3	4780001	4790000	0.00000645
mix	mol	3	4790001	4800000	0.00002176
mix	mol	3	4800001	4810000	0.00001602
mix	mol	3	4810001	4820000	0.00012557
mix	mol	3	4820001	4830000	0.00008955
mix	mol	3	4830001	4840000	0.00002973
mix	mol	3	4840001	4850000	0.00009411
mix	mol	3	4850001	4860000	0.00014033
mix	mol	3	4860001	4870000	0.00007449
mix	mol	3	4870001	4880000	0.00001907
mix	mol	3	4880001	4890000	0.00002301
mix	mol	3	4890001	4900000	-0.00000585
mix	mol	3	4900001	4910000	NA
mix	mol	3	4910001	4920000	0.00006763
mix	mol	3	4920001	4930000	0.00004975
mix	mol	3	4930001	4940000	0.00016415
mix	mol	3	4940001	4950000	0.00000368
mix	mol	3	4950001	4960000	0.00000581
mix	mol	3	4960001	4970000	0.00006927
mix	mol	3	4970001	4980000	0.00006884
mix	mol	3	4980001	4990000	0.00007345
mix	mol	3	4990001	5000000	0.00012791
mix	mol	3	5000001	5010000	0.00006301
mix	mol	3	5010001	5020000	0.00002094
mix	mol	3	5020001	5030000	0.00014773
mix	mol	3	5030001	5040000	0.00009955
mix	mol	3	5040001	5050000	0.00006421
mix	mol	3	5050001	5060000	0.00004428
mix	mol	3	5060001	5070000	0.00004490
mix	mol	3	5070001	5080000	0.00004971
mix	mol	3	5080001	5090000	0.00007322
mix	mol	3	5090001	5100000	0.00007683
mix	mol	3	5100001	5110000	0.00010327
mix	mol	3	5110001	5120000	0.00001808
mix	mol	3	5120001	5130000	0.00002530
mix	mol	3	5130001	5140000	0.00002093
mix	mol	3	5140001	5150000	0.00002679
mix	mol	3	5150001	5160000	0.00001246
mix	mol	3	5160001	5170000	0.00000000
mix	mol	3	5170001	5180000	0.00002762
mix	mol	3	5180001	5190000	0.00006566
mix	mol	3	5190001	5200000	0.00013273
mix	mol	3	5200001	5210000	0.00010852
mix	mol	3	5210001	5220000	0.00000000
mix	mol	3	5220001	5230000	NA
mix	mol	3	5230001	5240000	NA
mix	mol	3	5240001	5250000	NA
mix	mol	3	5250001	5260000	NA
mix	mol	3	5260001	5270000	NA
mix	mol	3	5270001	5280000	NA
mix	mol	3	5280001	5290000	NA
mix	mol	3	5290001	5300000	NA
mix	mol	3	5300001	5310000	0.00000000
mix	mol	3	5310001	5320000	0.00004425
mix	mol	3	5320001	5330000	0.00007233
mix	mol	3	5330001	5340000	0.00002370
mix	mol	3	5340001	5350000	0.00002961
mix	mol	3	5350001	5360000	0.00004341
mix	mol	3	5360001	5370000	0.00033870
mix	mol	3	5370001	5380000	0.00022259
mix	mol	3	5380001	5390000	0.00002626
mix	mol	3	5390001	5400000	0.00005964
mix	mol	3	5400001	5410000	0.00003303
mix	mol	3	5410001	5420000	0.00001999
mix	mol	3	5420001	5430000	0.00001810
mix	mol	3	5430001	5440000	0.00005570
mix	mol	3	5440001	5450000	-0.00001094
mix	mol	3	5450001	5460000	0.00034402
mix	mol	3	5460001	5470000	0.00072144
mix	mol	3	5470001	5480000	0.00020669
mix	mol	3	5480001	5490000	0.00008518
mix	mol	3	5490001	5500000	0.00006002
mix	mol	3	5500001	5510000	0.00011060
mix	mol	3	5510001	5520000	-0.00002522
mix	mol	3	5520001	5530000	0.00001307
mix	mol	3	5530001	5540000	0.00034892
mix	mol	3	5540001	5550000	NA
mix	mol	3	5550001	5560000	-0.00000793
mix	mol	3	5560001	5570000	0.00000115
mix	mol	3	5570001	5580000	0.00000000
mix	mol	3	5580001	5590000	0.00009546
mix	mol	3	5590001	5600000	0.00022207
mix	mol	3	5600001	5610000	0.00008695
mix	mol	3	5610001	5620000	0.00019891
mix	mol	3	5620001	5630000	0.00005978
mix	mol	3	5630001	5640000	0.00015128
mix	mol	3	5640001	5650000	0.00033962
mix	mol	3	5650001	5660000	-0.00000459
mix	mol	3	5660001	5670000	0.00009439
mix	mol	3	5670001	5680000	0.00001365
mix	mol	3	5680001	5690000	NA
mix	mol	3	5690001	5700000	0.00000000
mix	mol	3	5700001	5710000	0.00000384
mix	mol	3	5710001	5720000	0.00031794
mix	mol	3	5720001	5730000	0.00000000
mix	mol	3	5730001	5740000	0.00012983
mix	mol	3	5740001	5750000	0.00031765
mix	mol	3	5750001	5760000	0.00011683
mix	mol	3	5760001	5770000	0.00006237
mix	mol	3	5770001	5780000	0.00006611
mix	mol	3	5780001	5790000	0.00002190
mix	mol	3	5790001	5800000	0.00001335
mix	mol	3	5800001	5810000	0.00000960
mix	mol	3	5810001	5820000	0.00003222
mix	mol	3	5820001	5830000	0.00002366
mix	mol	3	5830001	5840000	0.00013925
mix	mol	3	5840001	5850000	0.00000000
mix	mol	3	5850001	5860000	0.00002188
mix	mol	3	5860001	5870000	0.00014590
mix	mol	3	5870001	5880000	0.00016281
mix	mol	3	5880001	5890000	0.00001440
mix	mol	3	5890001	5900000	0.00013712
mix	mol	3	5900001	5910000	0.00007695
mix	mol	3	5910001	5920000	0.00000000
mix	mol	3	5920001	5930000	0.00000000
mix	mol	3	5930001	5940000	0.00004201
mix	mol	3	5940001	5950000	0.00037084
mix	mol	3	5950001	5960000	-0.00000287
mix	mol	3	5960001	5970000	-0.00000420
mix	mol	3	5970001	5980000	0.00009368
mix	mol	3	5980001	5990000	0.00003660
mix	mol	3	5990001	6000000	0.00000615
mix	mol	3	6000001	6010000	0.00000429
mix	mol	3	6010001	6020000	NA
mix	mol	3	6020001	6030000	0.00007493
mix	mol	3	6030001	6040000	-0.00002849
mix	mol	3	6040001	6050000	0.00001087
mix	mol	3	6050001	6060000	0.00017662
mix	mol	3	6060001	6070000	0.00004441
mix	mol	3	6070001	6080000	NA
mix	mol	3	6080001	6090000	0.00044072
mix	mol	3	6090001	6100000	0.00005540
mix	mol	3	6100001	6110000	0.00004925
mix	mol	3	6110001	6120000	0.00002895
mix	mol	3	6120001	6130000	0.00002090
mix	mol	3	6130001	6140000	-0.00002401
mix	mol	3	6140001	6150000	0.00030683
mix	mol	3	6150001	6160000	0.00028234
mix	mol	3	6160001	6170000	0.00005676
mix	mol	3	6170001	6180000	0.00002790
mix	mol	3	6180001	6190000	0.00000000
mix	mol	3	6190001	6200000	0.00000280
mix	mol	3	6200001	6210000	0.00001023
mix	mol	3	6210001	6220000	0.00040566
mix	mol	3	6220001	6230000	0.00000026
mix	mol	3	6230001	6240000	0.00010113
mix	mol	3	6240001	6250000	0.00001381
mix	mol	3	6250001	6260000	0.00000000
mix	mol	3	6260001	6270000	0.00002225
mix	mol	3	6270001	6280000	0.00009245
mix	mol	3	6280001	6290000	0.00007517
mix	mol	3	6290001	6300000	0.00003656
mix	mol	3	6300001	6310000	0.00021002
mix	mol	3	6310001	6320000	0.00003685
mix	mol	3	6320001	6330000	0.00018693
mix	mol	3	6330001	6340000	0.00008335
mix	mol	3	6340001	6350000	0.00002471
mix	mol	3	6350001	6360000	0.00008117
mix	mol	3	6360001	6370000	0.00015077
mix	mol	3	6370001	6380000	0.00013278
mix	mol	3	6380001	6390000	0.00000000
mix	mol	3	6390001	6400000	0.00009518
mix	mol	3	6400001	6410000	0.00024988
mix	mol	3	6410001	6420000	0.00018689
mix	mol	3	6420001	6430000	0.00175009
mix	mol	3	6430001	6440000	0.00002102
