pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
1	2.0	3	90001	100000	0.0144295992218563	3244	1508056	104511288	3474984
1	3.0	3	90001	100000	0.0151989300574598	3244	306836	20188000	651456
2	3.0	3	90001	100000	0.0149758240664423	3244	117956	7876428	259524
1	2.0	3	100001	110000	0.0077772045834701	1530	354220	45545928	5384712
2	3.0	3	100001	110000	0.0079178129298486	1530	27630	3489600	347640
1	3.0	3	100001	110000	0.0085462290722464	1530	77592	9079092	749628
1	3.0	3	110001	120000	0.0081026488332811	2128	104632	12913308	756964
1	2.0	3	110001	120000	0.0077159797211246	2128	510744	66193020	4643844
2	3.0	3	110001	120000	0.0078258952529687	2128	38906	4971444	365580
1	2.0	3	120001	130000	0.0087612451739078	1883	509426	58145388	4535916
1	3.0	3	120001	130000	0.008928409267132	1883	102252	11452432	643960
2	3.0	3	120001	130000	0.0087178712312947	1883	38772	4447416	275148
1	2.0	3	130001	140000	0.0110823324529904	2263	770006	69480500	5850244
1	3.0	3	130001	140000	0.0114785419952284	2263	156250	13612356	925156
2	3.0	3	130001	140000	0.0108268600165858	2263	56922	5257480	418124
1	2.0	3	140001	150000	0.0081135143008067	1883	469266	57837576	4843728
1	3.0	3	140001	150000	0.0082519167587166	1883	93202	11294588	801804
2	3.0	3	140001	150000	0.0076851642994353	1883	33798	4397824	324740
1	2.0	3	150001	160000	0.0066996946342319	1319	263428	39319404	4587468
1	3.0	3	150001	160000	0.005683492503581	1319	44360	7805060	668196
2	3.0	3	150001	160000	0.0057225345490905	1319	17284	3020340	287712
2	3.0	3	160001	170000	0.0066972512427801	2490	39614	5914964	329956
1	2.0	3	160001	170000	0.0065331611288032	2490	509386	77969300	4917820
1	3.0	3	160001	170000	0.0067637911252737	2490	103378	15284032	711728
2	3.0	3	170001	180000	0.0058965723130075	2950	40688	6900280	498320
1	3.0	3	170001	180000	0.006568852741627	2950	116446	17726992	1223808
1	2.0	3	170001	180000	0.0066625336565363	2950	606252	90994212	7205388
2	3.0	3	180001	190000	0.0046068047532998	1965	21170	4595376	332844
1	3.0	3	180001	190000	0.0053502057368245	1965	63286	11828704	794456
1	2.0	3	180001	190000	0.0051304401791116	1965	311498	60715648	4695272
1	3.0	3	190001	200000	0.0054450174732944	1901	61308	11259468	952556
1	2.0	3	190001	200000	0.00573361482118	1901	333888	58233420	5047068
2	3.0	3	190001	200000	0.0051063243466678	1901	22236	4354600	413108
2	3.0	3	200001	210000	0.0055896773716374	2787	36276	6489820	499976
1	3.0	3	200001	210000	0.0056992019608674	2787	95202	16704444	1199244
1	2.0	3	200001	210000	0.0054218330054502	2787	460028	84847320	7926336
1	2.0	3	210001	220000	0.0074926645171412	4097	958334	127902964	8477972
2	3.0	3	210001	220000	0.0072614090777919	4097	70456	9702800	572476
1	3.0	3	210001	220000	0.0080475504173462	4097	201932	25092356	1226772
1	3.0	3	220001	230000	0.0122213315902972	2312	174484	14277004	575284
2	3.0	3	220001	230000	0.0116596680446899	2312	64474	5529660	268836
1	2.0	3	220001	230000	0.0115903537882751	2312	842798	72715468	4246388
1	2.0	3	230001	240000	0.0060489451673303	2126	394838	65273860	5496428
1	3.0	3	230001	240000	0.0063982073893374	2126	80510	12583212	1074212
2	3.0	3	230001	240000	0.0060769205707955	2126	29844	4911040	420968
2	3.0	3	240001	250000	0.014044196383206	2892	95638	6809788	443348
1	2.0	3	240001	250000	0.0138962692698914	2892	1253152	90179024	6089872
1	3.0	3	240001	250000	0.0144814516554589	2892	252476	17434440	1143768
1	2.0	3	250001	260000	0.0121919947823279	1442	549436	45065308	2935988
1	3.0	3	250001	260000	0.0143653058364344	1442	128332	8933468	329940
2	3.0	3	250001	260000	0.013199445774261	1442	45460	3444084	172452
1	2.0	3	260001	270000	0.0050937698165405	1277	200946	39449368	3059408
2	3.0	3	260001	270000	0.0067999913966699	1277	20234	2975592	227124
1	3.0	3	260001	270000	0.0063785730595977	1277	49164	7707680	495768
1	2.0	3	270001	280000	0.0124417560226696	1005	391064	31431576	2022864
1	3.0	3	270001	280000	0.0141258277886036	1005	86466	6121128	334992
2	3.0	3	270001	280000	0.0140544082913006	1005	33370	2374344	146196
1	2.0	3	280001	290000	0.0076354364738405	2052	470842	61665368	6641608
1	3.0	3	280001	290000	0.0074588014222238	2052	89802	12039736	1142312
2	3.0	3	280001	290000	0.0075741992359682	2052	35054	4628080	518336
1	2.0	3	290001	300000	0.005833838083018	1253	217712	37318828	4391036
2	3.0	3	290001	300000	0.0060556720821927	1253	17034	2812900	329624
1	3.0	3	290001	300000	0.0063321930365116	1253	46076	7276468	772804
1	2.0	3	300001	310000	0.0082607632293356	1597	405316	49065200	4095736
1	3.0	3	300001	310000	0.0080606277429365	1597	77236	9581884	677244
2	3.0	3	300001	310000	0.007655045267347	1597	28268	3692728	312548
1	2.0	3	310001	320000	0.0075755477515476	3273	766942	101239148	7712476
1	3.0	3	310001	320000	0.0078911881163452	3273	157108	19909296	1116456
2	3.0	3	310001	320000	0.0077000945530312	3273	59514	7728996	479688
1	2.0	3	320001	330000	0.0061370884027375	859	160832	26206564	2387828
1	3.0	3	320001	330000	0.0051838437710395	859	26702	5151004	367212
2	3.0	3	320001	330000	0.0050872575258233	859	10120	1989284	165088
2	3.0	3	330001	340000	0.0172963609774105	3515	146184	8451720	363900
1	2.0	3	330001	340000	0.0170144293961269	3515	1890598	111117332	5889988
1	3.0	3	330001	340000	0.0173611136643226	3515	377762	21759088	821272
2	3.0	3	340001	350000	0.0122004046622254	2527	72552	5946688	391028
1	3.0	3	340001	350000	0.0121839582827416	2527	186442	15302252	931196
1	2.0	3	340001	350000	0.0112438732109942	2527	892980	79419252	4699524
1	2.0	3	350001	360000	0.0150612184164536	1065	492334	32688856	2762864
1	3.0	3	350001	360000	0.0152738421865395	1065	97800	6403104	438456
2	3.0	3	350001	360000	0.0155899178354996	1065	38578	2474548	196472
1	2.0	3	360001	370000	0.0121757711745508	943	362028	29733476	1657108
1	3.0	3	360001	370000	0.0124126532997258	943	71800	5784420	273412
2	3.0	3	360001	370000	0.0121689193771169	943	27276	2241448	123596
1	2.0	3	370001	380000	0.0059349337889195	1277	231888	39071708	3437068
2	3.0	3	370001	380000	0.0066230390791794	1277	19978	3016440	186276
1	3.0	3	370001	380000	0.0067694250972713	1277	53378	7885160	318288
1	2.0	3	380001	390000	0.0047945505607936	480	66526	13875336	2102904
2	3.0	3	380001	390000	0.0050717139598643	480	5372	1059208	144632
1	3.0	3	380001	390000	0.0047614720319412	480	13204	2773092	310428
2	3.0	3	390001	400000	0.0062798991120655	1838	27478	4375548	234156
1	3.0	3	390001	400000	0.0061593218814482	1838	69574	11295724	511588
1	2.0	3	390001	400000	0.0060298306834323	1838	346374	57443404	3739940
1	2.0	3	400001	410000	0.021700308190817	1962	1326110	61110192	4200864
1	3.0	3	400001	410000	0.0225299415465565	1962	269480	11960972	642916
2	3.0	3	400001	410000	0.0225884863425358	1962	105008	4648740	271956
1	2.0	3	410001	420000	0.0106035714745854	2553	839468	79168420	5815844
1	3.0	3	410001	420000	0.0113176404307575	2553	177262	15662452	738020
2	3.0	3	410001	420000	0.0112506494675187	2553	68512	6089604	313320
1	2.0	3	420001	430000	0.0049930740942583	733	111960	22423060	1977044
1	3.0	3	420001	430000	0.0050018130141451	733	21850	4368416	340376
2	3.0	3	420001	430000	0.0052375963077817	733	8938	1706508	131856
1	2.0	3	430001	440000	0.0089551465193264	1278	355220	39666576	2875488
1	3.0	3	430001	440000	0.0092499359659701	1278	71360	7714648	495224
2	3.0	3	430001	440000	0.0094187573947959	1278	28308	3005492	199732
1	2.0	3	440001	450000	0.0112811563581665	1905	667366	59157588	4256052
1	3.0	3	440001	450000	0.0109005102085192	1905	125326	11497260	740460
2	3.0	3	440001	450000	0.010876084251609	1905	48600	4468520	309220
1	2.0	3	450001	460000	0.0074695300741289	2183	505924	67731704	4936000
1	3.0	3	450001	460000	0.0078969164031172	2183	104004	13170204	853388
2	3.0	3	450001	460000	0.007384554498192	2183	37766	5114188	360776
1	2.0	3	460001	470000	0.0114745123044776	2911	1041708	90784512	6116856
1	3.0	3	460001	470000	0.0126181723511366	2911	225664	17884048	816216
2	3.0	3	460001	470000	0.0123998298135952	2911	86150	6947676	353112
1	2.0	3	470001	480000	0.0047316502300236	3053	440640	93126072	8502192
1	3.0	3	470001	480000	0.0048729773067321	3053	90124	18494648	1117824
2	3.0	3	470001	480000	0.0049827710923341	3053	35434	7111304	545620
1	2.0	3	480001	490000	0.0055360697090452	1775	301362	54436092	4650108
1	3.0	3	480001	490000	0.006084693753781	1775	64612	10618776	783824
2	3.0	3	480001	490000	0.0061166825581429	1775	25224	4123804	327896
1	2.0	3	490001	500000	0.0059490170670482	2597	480694	80802256	5646680
1	3.0	3	490001	500000	0.0067121131472313	2597	105874	15773572	909556
2	3.0	3	490001	500000	0.0069661548385489	2597	42506	6101788	411488
1	2.0	3	500001	510000	0.0053953634327948	2085	344830	63912284	5493196
1	3.0	3	500001	510000	0.006065651798452	2085	75494	12446148	947892
2	3.0	3	500001	510000	0.0061041209244686	2085	29436	4822316	406864
1	3.0	3	510001	520000	0.005923945333752	2058	71908	12138532	1082060
1	2.0	3	510001	520000	0.0051357843227194	2058	320224	62351528	6155176
2	3.0	3	510001	520000	0.0056995043391585	2058	26806	4703216	458248
1	2.0	3	520001	530000	0.0117317367450085	1288	466996	39806212	3068732
2	3.0	3	520001	530000	0.012196494203018	1288	37286	3057108	173196
1	3.0	3	520001	530000	0.0123990239212693	1288	97294	7846908	427204
1	2.0	3	530001	540000	0.0104566318281745	571	185102	17701876	1305572
1	3.0	3	530001	540000	0.011598334102451	571	40314	3475844	192260
2	3.0	3	530001	540000	0.0112048739654318	571	15206	1357088	74980
1	2.0	3	540001	550000	0.0127935592882291	2265	908290	70995880	4401440
1	3.0	3	540001	550000	0.014044972263006	2265	194190	13826300	724060
2	3.0	3	540001	550000	0.0140837376882024	2265	75802	5382236	298384
1	3.0	3	550001	560000	0.0060932243550257	905	33276	5461148	352572
1	2.0	3	550001	560000	0.0053891945028831	905	147910	27445660	2679980
2	3.0	3	550001	560000	0.0059447662059126	905	12584	2116820	152920
2	3.0	3	560001	570000	0.0084553524094933	1582	30878	3651888	315768
1	3.0	3	560001	570000	0.0088284896560402	1582	83632	9472968	689800
1	2.0	3	560001	570000	0.0084006056322545	1582	407158	48467696	4193920
1	2.0	3	570001	580000	0.0107981882037284	1678	559862	51847772	4009492
1	3.0	3	570001	580000	0.0121387696681473	1678	123550	10178132	601340
2	3.0	3	570001	580000	0.0118794142216409	1678	47156	3969556	238868
1	2.0	3	580001	590000	0.0056992426845039	1229	213540	37468136	3442816
2	3.0	3	580001	590000	0.0055993795952624	1229	15798	2821384	260948
1	3.0	3	580001	590000	0.0056361733077749	1229	41458	7355700	539396
1	3.0	3	590001	600000	0.0100829472233939	1600	95900	9511108	767292
1	2.0	3	590001	600000	0.0104305532000489	1600	507762	48680256	4580544
2	3.0	3	590001	600000	0.0092490935327525	1600	34304	3708904	303896
2	3.0	3	600001	610000	0.0141582932140074	3526	119070	8409912	433296
1	3.0	3	600001	610000	0.0144008449909483	3526	310748	21578456	1072568
1	2.0	3	600001	610000	0.0137575681280247	3526	1521678	110606612	6766876
1	2.0	3	610001	620000	0.0133539125960466	2014	824572	61747596	5294436
1	3.0	3	610001	620000	0.0133614643582276	2014	161440	12082508	855428
2	3.0	3	610001	620000	0.0137721385591924	2014	65030	4721852	329260
1	2.0	3	620001	630000	0.0053288495601733	1215	199220	37385180	3059740
1	3.0	3	620001	630000	0.0053215583408737	1215	39098	7347096	458064
2	3.0	3	620001	630000	0.0051910301898103	1215	14894	2869180	178040
1	2.0	3	630001	640000	0.0102775867915492	1631	518640	50463208	3829520
1	3.0	3	630001	640000	0.0106302682645344	1631	104784	9857136	620408
2	3.0	3	630001	640000	0.0103842615363569	1631	39776	3830412	260136
2	3.0	3	640001	650000	0.0054529095742776	1059	13406	2458504	197468
1	3.0	3	640001	650000	0.0056671469157738	1059	36424	6427220	375796
1	2.0	3	640001	650000	0.0058880408258744	1059	189184	32130212	3121780
1	2.0	3	650001	660000	0.0075619709206528	2014	475150	62834148	4207884
1	3.0	3	650001	660000	0.0078902009252918	2014	94482	11974600	963336
2	3.0	3	650001	660000	0.0075153890017984	2014	34952	4650724	400388
1	2.0	3	660001	670000	0.009563893106348	1756	519150	54282288	4171440
1	3.0	3	660001	670000	0.0094020664483944	1756	100290	10666804	613740
2	3.0	3	660001	670000	0.0091632463408967	1756	37864	4132160	271888
1	3.0	3	670001	680000	0.01323130238591	2130	169458	12807356	875764
2	3.0	3	670001	680000	0.0131601840200366	2130	65050	4942940	399100
1	2.0	3	670001	680000	0.0121481775064903	2130	792024	65196940	5706500
1	2.0	3	680001	690000	0.005174846929427	1200	192162	37133852	2811748
1	3.0	3	680001	690000	0.0058024387253412	1200	42024	7242472	466328
2	3.0	3	680001	690000	0.0053632526926428	1200	15092	2813964	195636
2	3.0	3	690001	700000	0.0062443677382356	1991	29574	4736108	257320
1	2.0	3	690001	700000	0.0064816183461606	1991	406576	62727544	3548864
1	3.0	3	690001	700000	0.0066449891639796	1991	81106	12205588	584596
1	2.0	3	700001	710000	0.0064152436010667	1458	288306	44940772	3593132
1	3.0	3	700001	710000	0.0058358465462055	1458	51248	8781588	584604
2	3.0	3	700001	710000	0.0051266392200769	1458	17528	3419004	237660
1	2.0	3	710001	720000	0.0054384316079773	713	117838	21667644	2066700
1	3.0	3	710001	720000	0.0055449520949859	713	23416	4222940	357372
2	3.0	3	710001	720000	0.0055038664539094	713	8968	1629400	158804
1	2.0	3	720001	730000	0.0050622827509995	1447	224192	44286740	3880996
1	3.0	3	720001	730000	0.0049331810378208	1447	42654	8646348	649180
2	3.0	3	720001	730000	0.004929301168555	1447	16534	3354228	274848
2	3.0	3	730001	740000	0.0028910754289687	1563	10412	3601428	318576
1	2.0	3	730001	740000	0.0027414214012622	1563	129112	47096736	4932408
1	3.0	3	730001	740000	0.0030839347473026	1563	28620	9280352	760360
1	2.0	3	740001	750000	0.0087866795712751	1912	516790	58815164	4831492
1	3.0	3	740001	750000	0.0093682215373959	1912	107334	11457244	825444
2	3.0	3	740001	750000	0.0091534593201111	1912	40634	4439196	356100
1	2.0	3	750001	760000	0.0076587515997964	1501	358164	46765324	3199964
1	3.0	3	750001	760000	0.0071462979179879	1501	64860	9076028	566396
2	3.0	3	750001	760000	0.0070911537532371	1501	25126	3543288	221220
2	3.0	3	760001	770000	0.0074911212234177	1645	28374	3787684	337976
1	2.0	3	760001	770000	0.0075623382428386	1645	373764	49424396	5334364
1	3.0	3	760001	770000	0.0073217343469183	1645	71766	9801776	765704
2	3.0	3	770001	780000	0.0058623281395521	2632	37314	6365048	236008
1	2.0	3	770001	780000	0.0063003277465362	2632	523124	83031236	4582780
1	3.0	3	770001	780000	0.0064290097697481	2632	104762	16295200	612768
1	2.0	3	780001	790000	0.0135462049688816	1599	673646	49729500	3498012
1	3.0	3	780001	790000	0.0145430077169974	1599	142690	9811588	460388
2	3.0	3	780001	790000	0.0144105293045877	1599	55016	3817764	192528
1	2.0	3	790001	800000	0.0113084184362251	1346	468918	41466276	3339372
1	3.0	3	790001	800000	0.0120332213525358	1346	97844	8131156	515548
2	3.0	3	790001	800000	0.0117293841691495	1346	36864	3142876	232892
2	3.0	3	800001	810000	0.0211920405819932	2451	122254	5768864	378244
1	2.0	3	800001	810000	0.0204590863598009	2451	1552762	75895960	5692928
1	3.0	3	800001	810000	0.0216287799629203	2451	322498	14910596	834628
2	3.0	3	810001	820000	0.0161012711473376	1576	60020	3727656	224952
1	3.0	3	810001	820000	0.016607231358461	1576	159100	9580164	544060
1	2.0	3	810001	820000	0.0155718802532845	1576	756172	48560096	3901792
1	2.0	3	820001	830000	0.0074567814324643	1157	263710	35365124	3149092
1	3.0	3	820001	830000	0.0081525033511505	1157	56756	6961788	470780
2	3.0	3	820001	830000	0.0078824264720073	1157	21238	2694348	207408
2	3.0	3	830001	840000	0.0042017611178742	1073	10534	2507044	184040
1	2.0	3	830001	840000	0.0047410166213409	1073	158530	33437976	2280048
1	3.0	3	830001	840000	0.0045530961053516	1073	29510	6481304	411648
1	3.0	3	840001	850000	0.0076266811956627	1285	58568	7679356	575484
2	3.0	3	840001	850000	0.0068488606669464	1285	20234	2954360	268420
1	2.0	3	840001	850000	0.0070087206891729	1285	271814	38782256	3992824
1	3.0	3	850001	860000	0.0108125314064607	1634	99324	9186008	1310808
2	3.0	3	850001	860000	0.0105411341109746	1634	37380	3546108	551964
1	2.0	3	850001	860000	0.0104841584595859	1634	497372	47440336	6952256
1	2.0	3	860001	870000	0.0058812188347084	1321	241474	41058496	2914952
1	3.0	3	860001	870000	0.0058753857027029	1321	46986	7997092	489012
2	3.0	3	860001	870000	0.0057596447062542	1321	17928	3112692	200376
1	2.0	3	870001	880000	0.0063441526654876	1659	321410	50662400	4562392
1	3.0	3	870001	880000	0.0068756298201764	1659	67848	9867896	789520
2	3.0	3	870001	880000	0.0067394987342766	1659	26080	3869724	291048
1	2.0	3	880001	890000	0.0083716679962963	1865	475618	56812812	5269308
1	3.0	3	880001	890000	0.0084503352407683	1865	95090	11252808	727952
2	3.0	3	880001	890000	0.0088046606662907	1865	38472	4369504	307916
2	3.0	3	890001	900000	0.0066960242862665	1264	19816	2959368	210744
1	2.0	3	890001	900000	0.006203260100517	1264	238688	38477832	3598200
1	3.0	3	890001	900000	0.0066832621808988	1264	50828	7605268	514668
1	3.0	3	900001	910000	0.0036802525178096	936	20278	5509948	502916
2	3.0	3	900001	910000	0.0035008069303081	936	7384	2109228	238260
1	2.0	3	900001	910000	0.0032825992066708	936	90726	27638464	3519104
2	3.0	3	910001	920000	0.0055668564328934	2480	31866	5724236	495604
1	3.0	3	910001	920000	0.0057071449818134	2480	85112	14913236	1018284
1	2.0	3	910001	920000	0.0052547899250357	2480	391070	74421624	8132616
2	3.0	3	920001	930000	0.013140780296025	2723	85834	6531880	297404
1	3.0	3	920001	930000	0.0133716478926754	2723	224670	16801968	690584
1	2.0	3	920001	930000	0.012683455062844	2723	1095514	86373468	4269756
2	3.0	3	930001	940000	0.00814318146837	2112	40632	4989696	307200
1	2.0	3	930001	940000	0.0080158608170878	2112	527560	65814516	4489740
1	3.0	3	930001	940000	0.0083181917618441	2112	106924	12854236	713252
1	3.0	3	940001	950000	0.0077520803618145	1493	69220	8929216	661816
1	2.0	3	940001	950000	0.0078014077952734	1493	357618	45840188	3858796
2	3.0	3	940001	950000	0.0073673944205407	1493	25472	3457396	287048
1	2.0	3	950001	960000	0.0100163413218893	2044	632756	63172368	4868304
1	3.0	3	950001	960000	0.0106454747556661	2044	134002	12587696	542960
2	3.0	3	950001	960000	0.0105380209953791	2044	51212	4859736	266616
1	2.0	3	960001	970000	0.0079536381415712	2146	526168	66154380	5281668
1	3.0	3	960001	970000	0.0079807687567476	2146	103608	12982208	803696
2	3.0	3	960001	970000	0.0077262578947996	2146	38828	5025460	356708
1	3.0	3	970001	980000	0.0198924721807081	1502	182512	9174928	473920
2	3.0	3	970001	980000	0.0196638744805651	1502	69542	3536536	230480
1	2.0	3	970001	980000	0.0201361197896802	1502	936618	46514324	3484252
1	2.0	3	980001	990000	0.0139494148533494	2208	955746	68515132	4984772
1	3.0	3	980001	990000	0.0142171382063613	2208	191172	13446588	737604
2	3.0	3	980001	990000	0.0140214680639769	2208	73250	5224132	313532
2	3.0	3	990001	1000000	0.016990517417088	1742	70022	4121240	247696
1	3.0	3	990001	1000000	0.0169489089577149	1742	179260	10576492	614116
1	2.0	3	990001	1000000	0.0167244343448133	1742	902100	53939044	4048652
2	3.0	3	1000001	1010000	0.0142370877221963	1173	39300	2760396	181488
1	2.0	3	1000001	1010000	0.0137012056625201	1173	498018	36348480	2698344
1	3.0	3	1000001	1010000	0.0143164861837086	1173	101264	7073244	462108
2	3.0	3	1010001	1020000	0.0171128311083279	1701	68646	4011376	254732
1	3.0	3	1010001	1020000	0.0176608431430829	1701	182296	10322044	605180
1	2.0	3	1010001	1020000	0.0165547537324758	1701	874416	52819632	3803256
2	3.0	3	1020001	1030000	0.0080120084518084	1256	23464	2928604	221444
1	3.0	3	1020001	1030000	0.0080788144826774	1256	60712	7514964	553580
1	2.0	3	1020001	1030000	0.0080113628695969	1256	308698	38532520	3277208
1	2.0	3	1030001	1040000	0.0102850528085191	913	285668	27775064	2616880
1	3.0	3	1030001	1040000	0.0116913860926943	913	63828	5459404	405708
2	3.0	3	1030001	1040000	0.01191558478609	913	25060	2103128	186676
1	2.0	3	1040001	1050000	0.0074719178685677	1371	301560	40359116	5278732
1	3.0	3	1040001	1050000	0.0078761880044743	1371	62638	7952832	854472
2	3.0	3	1040001	1050000	0.0080745742996542	1371	24990	3094900	343568
1	2.0	3	1050001	1060000	0.0103063678367034	1659	529410	51367272	3857520
1	3.0	3	1050001	1060000	0.0105916354034192	1659	106470	10052272	605144
2	3.0	3	1050001	1060000	0.010805671699772	1659	42280	3912760	248012
1	2.0	3	1060001	1070000	0.0081785561782317	1716	434852	53169776	3952432
2	3.0	3	1060001	1070000	0.0084412777632139	1716	33746	3997736	305992
1	3.0	3	1060001	1070000	0.008556147054552	1716	88842	10383412	640172
2	3.0	3	1070001	1080000	0.0062048321746401	906	12288	1980392	291856
1	2.0	3	1070001	1080000	0.0060463026921114	906	160710	26579880	3579048
1	3.0	3	1070001	1080000	0.0064647014426564	906	33542	5188484	631660
1	2.0	3	1080001	1090000	0.0110308846825595	306	98350	8915876	1270252
1	3.0	3	1080001	1090000	0.012085843983583	306	20884	1727972	237772
2	3.0	3	1080001	1090000	0.0108507334736135	306	7240	667236	100212
1	2.0	3	1090001	1100000	0.0129043442264746	2308	915746	70964164	5864540
1	3.0	3	1090001	1100000	0.012131509148689	2308	169526	13974024	852568
2	3.0	3	1090001	1100000	0.0122840000678022	2308	66672	5427548	360916
2	3.0	3	1100001	1110000	0.0083024998211673	1637	32034	3858356	247240
1	2.0	3	1100001	1110000	0.0078180259409223	1637	399854	51145136	3347320
1	3.0	3	1100001	1110000	0.0084594541943421	1637	83722	9896856	619232
1	2.0	3	1110001	1120000	0.0055746081213214	1367	231654	41555208	3949488
1	3.0	3	1110001	1120000	0.0056448438455289	1367	45832	8119268	662340
2	3.0	3	1110001	1120000	0.0056435434349811	1367	17734	3142352	286084
1	2.0	3	1120001	1130000	0.0012185807540268	356	12502	10259476	1591052
1	3.0	3	1120001	1130000	0.0008796648608735	356	1868	2123536	163408
2	3.0	3	1120001	1130000	0.0006219813758127	356	494	794236	98612
1	3.0	3	1130001	1140000	0.0154924689268434	1905	181234	11698200	539520
1	2.0	3	1130001	1140000	0.0154039549602656	1905	917616	59570156	3843484
2	3.0	3	1130001	1140000	0.0154235838930074	1905	70062	4542524	235216
1	2.0	3	1140001	1150000	0.0157108306852672	2577	1269848	80826280	4956896
1	3.0	3	1140001	1150000	0.0165805840808612	2577	259616	15657832	896816
2	3.0	3	1140001	1150000	0.016545816868694	2577	101096	6110064	353052
1	2.0	3	1150001	1160000	0.0089022557786313	1128	307008	34486540	3062324
1	3.0	3	1150001	1160000	0.0094934223098648	1128	64780	6823672	422600
2	3.0	3	1150001	1160000	0.0094166715976555	1128	24826	2636388	192636
1	2.0	3	1160001	1170000	0.0153363906237362	3512	1698290	110735964	6171492
1	3.0	3	1160001	1170000	0.0159117234368645	3512	342106	21500248	1060840
2	3.0	3	1160001	1170000	0.0162525396083518	3512	136312	8387120	420976
1	2.0	3	1170001	1180000	0.0195279392135555	3646	2216278	113492672	7875376
1	3.0	3	1170001	1180000	0.0197034796113783	3646	436320	22144312	1277592
2	3.0	3	1170001	1180000	0.0197719897353175	3646	170524	8624524	519644
1	3.0	3	1180001	1190000	0.0136469177950574	3013	252824	18526088	829424
1	2.0	3	1180001	1190000	0.0124952112691059	3013	1182402	94628412	5668332
2	3.0	3	1180001	1190000	0.0133426970186107	3013	96250	7213684	342920
1	3.0	3	1190001	1200000	0.0099737936389065	2774	168128	16856976	963200
2	3.0	3	1190001	1200000	0.0096475086147736	2774	63206	6551536	405656
1	2.0	3	1190001	1200000	0.0100119536833864	2774	868150	86711348	5629564
1	3.0	3	1200001	1210000	0.0139644826772269	3706	307874	22046932	1760412
2	3.0	3	1200001	1210000	0.013946107736942	3706	119578	8574292	720356
1	2.0	3	1200001	1210000	0.0139326288825778	3706	1610768	115611204	7754124
1	2.0	3	1210001	1220000	0.0173907387405667	2511	1372654	78930172	4655996
2	3.0	3	1210001	1220000	0.017435574488773	2511	104434	5989708	307880
1	3.0	3	1210001	1220000	0.0175892084161387	2511	270866	15399556	731108
1	2.0	3	1220001	1230000	0.0072988613797208	1604	362134	49615136	3778816
1	3.0	3	1220001	1230000	0.0073356030696525	1604	71378	9730352	573744
2	3.0	3	1220001	1230000	0.0069746332524834	1604	26248	3763352	259480
1	2.0	3	1230001	1240000	0.0113460376692305	1614	560428	49394160	4332672
1	3.0	3	1230001	1240000	0.0128153870465566	1614	124240	9694596	673740
2	3.0	3	1230001	1240000	0.0126179499378116	1614	47316	3749896	298016
1	2.0	3	1240001	1250000	0.0081300462223022	1324	316560	38937048	5136264
2	3.0	3	1240001	1250000	0.0082305869629207	1324	24718	3003188	317404
1	3.0	3	1240001	1250000	0.0083095625474625	1324	64822	7800892	704484
1	2.0	3	1250001	1260000	0.0069607896404276	696	147076	21129212	2039236
1	3.0	3	1250001	1260000	0.0075710560421618	696	30938	4086352	384752
2	3.0	3	1250001	1260000	0.007713157754614	696	12168	1577564	168004
1	2.0	3	1260001	1270000	0.0151193540075736	2118	994530	65778604	4725380
