GO.ID	Term	Annotated	Significant	Expected	Fisher	Genes
GO:0005856	cytoskeleton	398	6	9.07	0.2098	LOC_00014295;LOC_00014406;LOC_00014461;LOC_00014483;LOC_00014486;LOC_00014487
GO:0070461	SAGA-type complex	11	1	0.25	0.2240	LOC_00014455
GO:0005884	actin filament	12	1	0.27	0.2417	LOC_00014295
GO:0005840	ribosome	205	6	4.67	0.2491	LOC_00014216;LOC_00014231;LOC_00014374;LOC_00014403;LOC_00014433;LOC_00014477
GO:0098978	glutamatergic synapse	13	1	0.3	0.2590	LOC_00014295
GO:0033290	eukaryotic 48S preinitiation complex	14	1	0.32	0.2759	LOC_00014500
GO:0005852	eukaryotic translation initiation factor 3 complex	14	1	0.32	0.2759	LOC_00014500
GO:0005925	focal adhesion	14	1	0.32	0.2759	LOC_00014295
GO:0005783	endoplasmic reticulum	395	11	9	0.2909	LOC_00014282;LOC_00014295;LOC_00014336;LOC_00014372;LOC_00014380;LOC_00014386;LOC_00014398;LOC_00014417;LOC_00014463;LOC_00014492;LOC_00014534
GO:0016282	eukaryotic 43S preinitiation complex	15	1	0.34	0.2924	LOC_00014500
GO:0005829	cytosol	237	7	5.4	0.2957	LOC_00014275;LOC_00014281;LOC_00014367;LOC_00014369;LOC_00014370;LOC_00014480;LOC_00014481
GO:1990904	ribonucleoprotein complex	355	11	8.09	0.3010	LOC_00014216;LOC_00014231;LOC_00014337;LOC_00014374;LOC_00014403;LOC_00014404;LOC_00014433;LOC_00014477;LOC_00014499;LOC_00014500;LOC_00014516
GO:0005788	endoplasmic reticulum lumen	16	1	0.36	0.3086	LOC_00014463
GO:0055037	recycling endosome	16	1	0.36	0.3086	LOC_00014504
GO:0030424	axon	29	2	0.66	0.3388	LOC_00014225;LOC_00014295
GO:0045202	synapse	92	3	2.1	0.3408	LOC_00014225;LOC_00014295;LOC_00014420
GO:0000932	P-body	25	1	0.57	0.4383	LOC_00014442
GO:0016592	mediator complex	27	1	0.62	0.4637	LOC_00014400
GO:0043231	intracellular membrane-bounded organelle	3578	75	81.51	0.5071	LOC_00014212;LOC_00014214;LOC_00014215;LOC_00014217;LOC_00014218;LOC_00014221;LOC_00014222;LOC_00014231;LOC_00014241;LOC_00014246;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014316;LOC_00014327;LOC_00014336;LOC_00014339;LOC_00014352;LOC_00014361;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014400;LOC_00014404;LOC_00014415;LOC_00014417;LOC_00014423;LOC_00014428;LOC_00014437;LOC_00014448;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014463;LOC_00014465;LOC_00014469;LOC_00014471;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014498;LOC_00014504;LOC_00014505;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014529;LOC_00014534
GO:0005769	early endosome	31	1	0.71	0.5111	LOC_00014215
GO:0005730	nucleolus	120	3	2.73	0.5178	LOC_00014277;LOC_00014404;LOC_00014505
GO:0005819	spindle	40	2	0.91	0.5208	LOC_00014295;LOC_00014406
GO:0031410	cytoplasmic vesicle	202	5	4.6	0.5329	LOC_00014215;LOC_00014275;LOC_00014281;LOC_00014465;LOC_00014504
GO:0031514	motile cilium	34	1	0.77	0.5439	LOC_00014487
GO:0005794	Golgi apparatus	215	5	4.9	0.5479	LOC_00014241;LOC_00014336;LOC_00014394;LOC_00014465;LOC_00014504
GO:0043229	intracellular organelle	4274	88	97.36	0.5925	LOC_00014212;LOC_00014213;LOC_00014214;LOC_00014215;LOC_00014216;LOC_00014217;LOC_00014218;LOC_00014221;LOC_00014222;LOC_00014231;LOC_00014241;LOC_00014246;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014316;LOC_00014327;LOC_00014336;LOC_00014339;LOC_00014352;LOC_00014361;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014400;LOC_00014403;LOC_00014404;LOC_00014406;LOC_00014415;LOC_00014417;LOC_00014423;LOC_00014428;LOC_00014433;LOC_00014437;LOC_00014442;LOC_00014448;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014461;LOC_00014463;LOC_00014465;LOC_00014469;LOC_00014470;LOC_00014471;LOC_00014477;LOC_00014483;LOC_00014486;LOC_00014487;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014498;LOC_00014504;LOC_00014505;LOC_00014508;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014529;LOC_00014534
GO:0071944	cell periphery	844	16	19.23	0.6213	LOC_00014236;LOC_00014239;LOC_00014295;LOC_00014324;LOC_00014329;LOC_00014348;LOC_00014349;LOC_00014350;LOC_00014458;LOC_00014460;LOC_00014478;LOC_00014483;LOC_00014485;LOC_00014486;LOC_00014496;LOC_00014515
GO:0005634	nucleus	2401	48	54.7	0.7125	LOC_00014212;LOC_00014214;LOC_00014217;LOC_00014221;LOC_00014222;LOC_00014246;LOC_00014276;LOC_00014277;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014327;LOC_00014339;LOC_00014352;LOC_00014361;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014400;LOC_00014404;LOC_00014415;LOC_00014423;LOC_00014428;LOC_00014437;LOC_00014448;LOC_00014452;LOC_00014455;LOC_00014469;LOC_00014471;LOC_00014491;LOC_00014493;LOC_00014495;LOC_00014505;LOC_00014517;LOC_00014518;LOC_00014520;LOC_00014529
GO:0005813	centrosome	56	1	1.28	0.7260	LOC_00014406
GO:0042575	DNA polymerase complex	430	8	9.8	0.7704	LOC_00014226;LOC_00014237;LOC_00014308;LOC_00014342;LOC_00014362;LOC_00014489;LOC_00014493;LOC_00014495
GO:0005886	plasma membrane	735	14	16.74	0.7765	LOC_00014236;LOC_00014239;LOC_00014295;LOC_00014324;LOC_00014329;LOC_00014348;LOC_00014349;LOC_00014350;LOC_00014458;LOC_00014460;LOC_00014478;LOC_00014485;LOC_00014496;LOC_00014515
GO:0005743	mitochondrial inner membrane	137	3	3.12	0.7953	LOC_00014278;LOC_00014316;LOC_00014519
GO:0005768	endosome	112	3	2.55	0.8178	LOC_00014215;LOC_00014281;LOC_00014504
GO:0098590	plasma membrane region	75	1	1.71	0.8237	LOC_00014324
GO:0000139	Golgi membrane	95	1	2.16	0.8893	LOC_00014241
GO:0005737	cytoplasm	2416	50	55.04	0.8908	LOC_00014215;LOC_00014218;LOC_00014225;LOC_00014231;LOC_00014241;LOC_00014273;LOC_00014275;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014286;LOC_00014295;LOC_00014316;LOC_00014318;LOC_00014327;LOC_00014336;LOC_00014345;LOC_00014352;LOC_00014367;LOC_00014369;LOC_00014370;LOC_00014372;LOC_00014374;LOC_00014380;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014406;LOC_00014407;LOC_00014408;LOC_00014409;LOC_00014417;LOC_00014442;LOC_00014451;LOC_00014461;LOC_00014463;LOC_00014465;LOC_00014480;LOC_00014481;LOC_00014482;LOC_00014492;LOC_00014498;LOC_00014500;LOC_00014504;LOC_00014508;LOC_00014516;LOC_00014519;LOC_00014528;LOC_00014534
GO:0005739	mitochondrion	416	6	9.48	0.9127	LOC_00014231;LOC_00014278;LOC_00014316;LOC_00014374;LOC_00014498;LOC_00014519
GO:0005874	microtubule	127	1	2.89	0.9475	LOC_00014406
GO:0005576	extracellular region	629	9	14.33	0.9549	LOC_00014235;LOC_00014312;LOC_00014358;LOC_00014396;LOC_00014419;LOC_00014441;LOC_00014488;LOC_00014536;LOC_00014537
GO:0005789	endoplasmic reticulum membrane	295	7	6.72	0.9553	LOC_00014282;LOC_00014372;LOC_00014380;LOC_00014386;LOC_00014417;LOC_00014492;LOC_00014534
GO:0005815	microtubule organizing center	83	1	1.89	1.0000	LOC_00014406
GO:0098796	membrane protein complex	194	6	4.42	1.0000	LOC_00014282;LOC_00014295;LOC_00014380;LOC_00014386;LOC_00014465;LOC_00014534
GO:0030135	coated vesicle	41	1	0.93	1.0000	LOC_00014465
GO:0000407	phagophore assembly site	8	1	0.18	1.0000	LOC_00014372
GO:0098797	plasma membrane protein complex	45	1	1.03	1.0000	LOC_00014295
GO:0030136	clathrin-coated vesicle	19	1	0.43	1.0000	LOC_00014465
GO:0098798	mitochondrial protein-containing complex	35	1	0.8	1.0000	LOC_00014231
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	297	7	6.77	1.0000	LOC_00014282;LOC_00014372;LOC_00014380;LOC_00014386;LOC_00014417;LOC_00014492;LOC_00014534
GO:0005759	mitochondrial matrix	55	1	1.25	1.0000	LOC_00014231
GO:0051233	spindle midzone	3	1	0.07	1.0000	LOC_00014295
GO:0032991	protein-containing complex	1842	33	41.96	1.0000	LOC_00014216;LOC_00014226;LOC_00014231;LOC_00014237;LOC_00014276;LOC_00014277;LOC_00014282;LOC_00014295;LOC_00014308;LOC_00014337;LOC_00014339;LOC_00014342;LOC_00014362;LOC_00014374;LOC_00014380;LOC_00014386;LOC_00014400;LOC_00014403;LOC_00014404;LOC_00014416;LOC_00014433;LOC_00014434;LOC_00014448;LOC_00014455;LOC_00014465;LOC_00014477;LOC_00014489;LOC_00014493;LOC_00014495;LOC_00014499;LOC_00014500;LOC_00014516;LOC_00014534
GO:0005622	intracellular anatomical structure	4856	105	110.62	1.0000	LOC_00014212;LOC_00014213;LOC_00014214;LOC_00014215;LOC_00014216;LOC_00014217;LOC_00014218;LOC_00014221;LOC_00014222;LOC_00014225;LOC_00014231;LOC_00014241;LOC_00014246;LOC_00014273;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014316;LOC_00014318;LOC_00014327;LOC_00014336;LOC_00014339;LOC_00014345;LOC_00014352;LOC_00014361;LOC_00014367;LOC_00014369;LOC_00014370;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014400;LOC_00014403;LOC_00014404;LOC_00014406;LOC_00014407;LOC_00014408;LOC_00014409;LOC_00014415;LOC_00014417;LOC_00014423;LOC_00014428;LOC_00014433;LOC_00014437;LOC_00014442;LOC_00014448;LOC_00014451;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014461;LOC_00014463;LOC_00014465;LOC_00014469;LOC_00014470;LOC_00014471;LOC_00014477;LOC_00014480;LOC_00014481;LOC_00014482;LOC_00014483;LOC_00014486;LOC_00014487;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014498;LOC_00014500;LOC_00014504;LOC_00014505;LOC_00014508;LOC_00014516;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014528;LOC_00014529;LOC_00014534
GO:0030863	cortical cytoskeleton	6	1	0.14	1.0000	LOC_00014295
GO:0019898	extrinsic component of membrane	13	1	0.3	1.0000	LOC_00014316
GO:0110165	cellular anatomical entity	8431	194	192.06	1.0000	LOC_00014212;LOC_00014213;LOC_00014214;LOC_00014215;LOC_00014216;LOC_00014217;LOC_00014218;LOC_00014220;LOC_00014221;LOC_00014222;LOC_00014223;LOC_00014224;LOC_00014225;LOC_00014231;LOC_00014232;LOC_00014234;LOC_00014235;LOC_00014236;LOC_00014239;LOC_00014241;LOC_00014242;LOC_00014244;LOC_00014245;LOC_00014246;LOC_00014247;LOC_00014248;LOC_00014249;LOC_00014250;LOC_00014251;LOC_00014252;LOC_00014253;LOC_00014254;LOC_00014255;LOC_00014256;LOC_00014257;LOC_00014258;LOC_00014259;LOC_00014260;LOC_00014261;LOC_00014262;LOC_00014263;LOC_00014264;LOC_00014265;LOC_00014267;LOC_00014268;LOC_00014269;LOC_00014270;LOC_00014271;LOC_00014273;LOC_00014274;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014287;LOC_00014289;LOC_00014290;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014297;LOC_00014298;LOC_00014301;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014312;LOC_00014316;LOC_00014318;LOC_00014321;LOC_00014322;LOC_00014324;LOC_00014326;LOC_00014327;LOC_00014329;LOC_00014334;LOC_00014336;LOC_00014339;LOC_00014344;LOC_00014345;LOC_00014348;LOC_00014349;LOC_00014350;LOC_00014352;LOC_00014354;LOC_00014355;LOC_00014356;LOC_00014357;LOC_00014358;LOC_00014359;LOC_00014361;LOC_00014367;LOC_00014369;LOC_00014370;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014393;LOC_00014394;LOC_00014396;LOC_00014398;LOC_00014400;LOC_00014403;LOC_00014404;LOC_00014406;LOC_00014407;LOC_00014408;LOC_00014409;LOC_00014415;LOC_00014417;LOC_00014419;LOC_00014420;LOC_00014423;LOC_00014428;LOC_00014429;LOC_00014431;LOC_00014433;LOC_00014437;LOC_00014438;LOC_00014441;LOC_00014442;LOC_00014444;LOC_00014448;LOC_00014451;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014456;LOC_00014458;LOC_00014460;LOC_00014461;LOC_00014463;LOC_00014465;LOC_00014468;LOC_00014469;LOC_00014470;LOC_00014471;LOC_00014472;LOC_00014477;LOC_00014478;LOC_00014480;LOC_00014481;LOC_00014482;LOC_00014483;LOC_00014485;LOC_00014486;LOC_00014487;LOC_00014488;LOC_00014490;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014496;LOC_00014497;LOC_00014498;LOC_00014500;LOC_00014504;LOC_00014505;LOC_00014508;LOC_00014510;LOC_00014514;LOC_00014515;LOC_00014516;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014522;LOC_00014523;LOC_00014524;LOC_00014528;LOC_00014529;LOC_00014531;LOC_00014534;LOC_00014536;LOC_00014537;LOC_00014539;LOC_00014541
GO:0034399	nuclear periphery	11	1	0.25	1.0000	LOC_00014286
GO:0044391	ribosomal subunit	53	1	1.21	1.0000	LOC_00014231
GO:0140513	nuclear protein-containing complex	329	3	7.49	1.0000	LOC_00014276;LOC_00014400;LOC_00014448
GO:0030425	dendrite	28	1	0.64	1.0000	LOC_00014295
GO:0031981	nuclear lumen	311	5	7.08	1.0000	LOC_00014277;LOC_00014286;LOC_00014404;LOC_00014448;LOC_00014505
GO:0031982	vesicle	219	5	4.99	1.0000	LOC_00014215;LOC_00014275;LOC_00014281;LOC_00014465;LOC_00014504
GO:0030427	site of polarized growth	6	1	0.14	1.0000	LOC_00014295
GO:0031984	organelle subcompartment	333	8	7.59	1.0000	LOC_00014282;LOC_00014372;LOC_00014380;LOC_00014386;LOC_00014394;LOC_00014417;LOC_00014492;LOC_00014534
GO:0042995	cell projection	227	3	5.17	1.0000	LOC_00014225;LOC_00014295;LOC_00014487
GO:0043226	organelle	4331	88	98.66	1.0000	LOC_00014212;LOC_00014213;LOC_00014214;LOC_00014215;LOC_00014216;LOC_00014217;LOC_00014218;LOC_00014221;LOC_00014222;LOC_00014231;LOC_00014241;LOC_00014246;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014316;LOC_00014327;LOC_00014336;LOC_00014339;LOC_00014352;LOC_00014361;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014400;LOC_00014403;LOC_00014404;LOC_00014406;LOC_00014415;LOC_00014417;LOC_00014423;LOC_00014428;LOC_00014433;LOC_00014437;LOC_00014442;LOC_00014448;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014461;LOC_00014463;LOC_00014465;LOC_00014469;LOC_00014470;LOC_00014471;LOC_00014477;LOC_00014483;LOC_00014486;LOC_00014487;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014498;LOC_00014504;LOC_00014505;LOC_00014508;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014529;LOC_00014534
GO:0043227	membrane-bounded organelle	3686	76	83.97	1.0000	LOC_00014212;LOC_00014214;LOC_00014215;LOC_00014217;LOC_00014218;LOC_00014221;LOC_00014222;LOC_00014231;LOC_00014241;LOC_00014246;LOC_00014275;LOC_00014276;LOC_00014277;LOC_00014278;LOC_00014281;LOC_00014282;LOC_00014283;LOC_00014284;LOC_00014286;LOC_00014289;LOC_00014292;LOC_00014293;LOC_00014294;LOC_00014295;LOC_00014303;LOC_00014307;LOC_00014309;LOC_00014316;LOC_00014327;LOC_00014336;LOC_00014339;LOC_00014352;LOC_00014361;LOC_00014372;LOC_00014374;LOC_00014375;LOC_00014378;LOC_00014379;LOC_00014380;LOC_00014381;LOC_00014382;LOC_00014383;LOC_00014384;LOC_00014386;LOC_00014392;LOC_00014394;LOC_00014398;LOC_00014400;LOC_00014404;LOC_00014415;LOC_00014417;LOC_00014423;LOC_00014428;LOC_00014437;LOC_00014448;LOC_00014452;LOC_00014453;LOC_00014455;LOC_00014463;LOC_00014465;LOC_00014469;LOC_00014471;LOC_00014487;LOC_00014491;LOC_00014492;LOC_00014493;LOC_00014495;LOC_00014498;LOC_00014504;LOC_00014505;LOC_00014517;LOC_00014518;LOC_00014519;LOC_00014520;LOC_00014529;LOC_00014534
GO:0043228	non-membrane-bounded organelle	1039	19	23.67	1.0000	LOC_00014216;LOC_00014231;LOC_00014277;LOC_00014295;LOC_00014339;LOC_00014372;LOC_00014374;LOC_00014403;LOC_00014404;LOC_00014406;LOC_00014433;LOC_00014442;LOC_00014455;LOC_00014461;LOC_00014477;LOC_00014483;LOC_00014486;LOC_00014487;LOC_00014505
GO:0005938	cell cortex	31	1	0.71	1.0000	LOC_00014295
GO:0005773	vacuole	67	2	1.53	1.0000	LOC_00014218;LOC_00014275
GO:0043005	neuron projection	70	2	1.59	1.0000	LOC_00014225;LOC_00014295
GO:0005774	vacuolar membrane	45	2	1.03	1.0000	LOC_00014218;LOC_00014275
GO:0005777	peroxisome	69	1	1.57	1.0000	LOC_00014392
GO:0030660	Golgi-associated vesicle membrane	13	1	0.3	1.0000	LOC_00014465
GO:0031974	membrane-enclosed lumen	405	7	9.23	1.0000	LOC_00014231;LOC_00014277;LOC_00014286;LOC_00014404;LOC_00014448;LOC_00014463;LOC_00014505
GO:0030662	coated vesicle membrane	32	1	0.73	1.0000	LOC_00014465
GO:0099080	supramolecular complex	214	3	4.87	1.0000	LOC_00014295;LOC_00014406;LOC_00014442
GO:0030880	RNA polymerase complex	58	4	1.32	1.0000	LOC_00014276;LOC_00014277;LOC_00014434;LOC_00014448
GO:0099081	supramolecular polymer	164	2	3.74	1.0000	LOC_00014295;LOC_00014406
GO:0030665	clathrin-coated vesicle membrane	11	1	0.25	1.0000	LOC_00014465
GO:1990234	transferase complex	629	15	14.33	1.0000	LOC_00014226;LOC_00014237;LOC_00014276;LOC_00014277;LOC_00014308;LOC_00014342;LOC_00014362;LOC_00014386;LOC_00014434;LOC_00014448;LOC_00014455;LOC_00014489;LOC_00014493;LOC_00014495;LOC_00014534
GO:0098827	endoplasmic reticulum subcompartment	295	7	6.72	1.0000	LOC_00014282;LOC_00014372;LOC_00014380;LOC_00014386;LOC_00014417;LOC_00014492;LOC_00014534
GO:0090575	RNA polymerase II transcription regulator complex	30	1	0.68	1.0000	LOC_00014448
GO:0036464	cytoplasmic ribonucleoprotein granule	39	1	0.89	1.0000	LOC_00014442
GO:0140534	endoplasmic reticulum protein-containing complex	27	4	0.62	1.0000	LOC_00014282;LOC_00014380;LOC_00014386;LOC_00014534
GO:0140535	intracellular protein-containing complex	739	14	16.83	1.0000	LOC_00014226;LOC_00014237;LOC_00014276;LOC_00014277;LOC_00014308;LOC_00014342;LOC_00014362;LOC_00014434;LOC_00014448;LOC_00014455;LOC_00014489;LOC_00014493;LOC_00014495;LOC_00014499
GO:0019866	organelle inner membrane	144	3	3.28	1.0000	LOC_00014278;LOC_00014316;LOC_00014519
GO:0030658	transport vesicle membrane	27	1	0.62	1.0000	LOC_00014465
GO:0012510	trans-Golgi network transport vesicle membrane	6	1	0.14	1.0000	LOC_00014465
GO:0005694	chromosome	272	2	6.2	1.0000	LOC_00014339;LOC_00014455
GO:0030659	cytoplasmic vesicle membrane	106	1	2.41	1.0000	LOC_00014465
GO:0070993	translation preinitiation complex	15	1	0.34	1.0000	LOC_00014500
