GO.ID	Term	Annotated	Significant	Expected	Fisher	Genes
GO:0033265	choline binding	2	1	0.04	0.0427	LOC_00010659
GO:0005471	ATP:ADP antiporter activity	2	1	0.04	0.0427	LOC_00010450
GO:0005353	fructose transmembrane transporter activity	2	1	0.04	0.0427	LOC_00010647
GO:0033300	dehydroascorbic acid transmembrane transporter activity	2	1	0.04	0.0427	LOC_00010647
GO:0005354	galactose transmembrane transporter activity	2	1	0.04	0.0427	LOC_00010647
GO:0050840	extracellular matrix binding	2	1	0.04	0.0427	LOC_00010722
GO:0055056	D-glucose transmembrane transporter activity	2	1	0.04	0.0427	LOC_00010647
GO:0008521	acetyl-CoA transmembrane transporter activity	2	1	0.04	0.0427	LOC_00010684
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity	3	1	0.06	0.0633	LOC_00010596
GO:0004735	pyrroline-5-carboxylate reductase activity	3	1	0.06	0.0633	LOC_00010621
GO:0030371	translation repressor activity	3	1	0.06	0.0633	LOC_00010605
GO:0005158	insulin receptor binding	3	1	0.06	0.0633	LOC_00010647
GO:0005518	collagen binding	3	1	0.06	0.0633	LOC_00010722
GO:0051377	mannose-ethanolamine phosphotransferase activity	3	1	0.06	0.0633	LOC_00010705
GO:0019789	SUMO transferase activity	3	1	0.06	0.0633	LOC_00010658
GO:0080019	alcohol-forming very long-chain fatty acyl-CoA reductase activity	22	2	0.47	0.0807	LOC_00010689;LOC_00010690
GO:0005337	nucleoside transmembrane transporter activity	4	1	0.09	0.0836	LOC_00010687
GO:0019894	kinesin binding	4	1	0.09	0.0836	LOC_00010727
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	4	1	0.09	0.0836	LOC_00010554
GO:0004535	poly(A)-specific ribonuclease activity	4	1	0.09	0.0836	LOC_00010660
GO:0004370	glycerol kinase activity	4	1	0.09	0.0836	LOC_00010631
GO:0008409	5'-3' exonuclease activity	5	1	0.11	0.1033	LOC_00010482
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	5	1	0.11	0.1033	LOC_00010629
GO:0019903	protein phosphatase binding	5	1	0.11	0.1033	LOC_00010661
GO:0140359	ABC-type transporter activity	55	3	1.19	0.1152	LOC_00010504;LOC_00010505;LOC_00010707
GO:0120013	lipid transfer activity	8	2	0.17	0.1222	LOC_00010555;LOC_00010686
GO:0005201	extracellular matrix structural constituent	6	1	0.13	0.1227	LOC_00010559
GO:0003924	GTPase activity	122	5	2.63	0.1238	LOC_00010485;LOC_00010594;LOC_00010595;LOC_00010657;LOC_00010719
GO:0019901	protein kinase binding	31	2	0.67	0.1436	LOC_00010484;LOC_00010595
GO:0004252	serine-type endopeptidase activity	398	12	8.59	0.1522	LOC_00010501;LOC_00010509;LOC_00010510;LOC_00010513;LOC_00010518;LOC_00010539;LOC_00010591;LOC_00010601;LOC_00010715;LOC_00010716;LOC_00010723;LOC_00010730
GO:0008134	transcription factor binding	26	3	0.56	0.1591	LOC_00010484;LOC_00010644;LOC_00010656
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	10	2	0.22	0.1595	LOC_00010484;LOC_00010656
GO:0003993	acid phosphatase activity	9	1	0.19	0.1783	LOC_00010659
GO:0044877	protein-containing complex binding	102	6	2.2	0.1785	LOC_00010498;LOC_00010543;LOC_00010559;LOC_00010586;LOC_00010588;LOC_00010722
GO:0005549	odorant binding	219	7	4.72	0.1949	LOC_00010472;LOC_00010503;LOC_00010511;LOC_00010512;LOC_00010598;LOC_00010599;LOC_00010718
GO:0003995	acyl-CoA dehydrogenase activity	10	1	0.22	0.1960	LOC_00010630
GO:0004520	DNA endonuclease activity	10	1	0.22	0.1960	LOC_00010429
GO:0005525	GTP binding	181	6	3.91	0.1968	LOC_00010485;LOC_00010594;LOC_00010595;LOC_00010622;LOC_00010657;LOC_00010719
GO:0060090	molecular adaptor activity	120	5	2.59	0.2119	LOC_00010556;LOC_00010644;LOC_00010656;LOC_00010659;LOC_00010696
GO:0004563	beta-N-acetylhexosaminidase activity	11	1	0.24	0.2134	LOC_00010525
GO:0030145	manganese ion binding	11	1	0.24	0.2134	LOC_00010429
GO:0061980	regulatory RNA binding	12	1	0.26	0.2304	LOC_00010624
GO:0008020	G protein-coupled photoreceptor activity	13	1	0.28	0.2470	LOC_00010608
GO:0019239	deaminase activity	14	1	0.3	0.2633	LOC_00010593
GO:0042802	identical protein binding	74	5	1.6	0.2810	LOC_00010437;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010659
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	16	1	0.35	0.2948	LOC_00010453
GO:0031072	heat shock protein binding	16	1	0.35	0.2948	LOC_00010484
GO:0003712	transcription coregulator activity	72	3	1.55	0.3005	LOC_00010556;LOC_00010644;LOC_00010656
GO:0008017	microtubule binding	57	2	1.23	0.3492	LOC_00010483;LOC_00010543
GO:0008374	O-acyltransferase activity	20	1	0.43	0.3538	LOC_00010470
GO:0005516	calmodulin binding	20	1	0.43	0.3538	LOC_00010625
GO:0003713	transcription coactivator activity	21	1	0.45	0.3678	LOC_00010656
GO:0031625	ubiquitin protein ligase binding	23	1	0.5	0.3948	LOC_00010484
GO:0003774	cytoskeletal motor activity	84	2	1.81	0.3953	LOC_00010483;LOC_00010650
GO:0000976	transcription cis-regulatory region binding	66	2	1.42	0.4184	LOC_00010508;LOC_00010590
GO:0004519	endonuclease activity	201	5	4.34	0.4257	LOC_00010429;LOC_00010473;LOC_00010545;LOC_00010617;LOC_00010710
GO:0008061	chitin binding	155	4	3.34	0.4308	LOC_00010433;LOC_00010443;LOC_00010600;LOC_00010709
GO:0035091	phosphatidylinositol binding	70	2	1.51	0.4332	LOC_00010437;LOC_00010629
GO:0043130	ubiquitin binding	26	1	0.56	0.4332	LOC_00010484
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	26	1	0.56	0.4332	LOC_00010514
GO:0008289	lipid binding	154	5	3.32	0.4452	LOC_00010437;LOC_00010455;LOC_00010555;LOC_00010559;LOC_00010629
GO:0043021	ribonucleoprotein complex binding	27	1	0.58	0.4455	LOC_00010498
GO:0004725	protein tyrosine phosphatase activity	32	1	0.69	0.5029	LOC_00010659
GO:0016491	oxidoreductase activity	655	17	14.13	0.5136	LOC_00010438;LOC_00010457;LOC_00010469;LOC_00010478;LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010563;LOC_00010574;LOC_00010575;LOC_00010576;LOC_00010621;LOC_00010630;LOC_00010683;LOC_00010689;LOC_00010690;LOC_00010694
GO:0051015	actin filament binding	34	1	0.73	0.5242	LOC_00010543
GO:0020037	heme binding	181	4	3.91	0.5514	LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010683
GO:0030674	protein-macromolecule adaptor activity	109	4	2.35	0.5520	LOC_00010556;LOC_00010644;LOC_00010656;LOC_00010696
GO:0030170	pyridoxal phosphate binding	38	1	0.82	0.5641	LOC_00010541
GO:0003746	translation elongation factor activity	38	1	0.82	0.5641	LOC_00010657
GO:0000287	magnesium ion binding	39	1	0.84	0.5735	LOC_00010553
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	205	5	4.42	0.6037	LOC_00010469;LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010683
GO:0004497	monooxygenase activity	206	5	4.44	0.6077	LOC_00010469;LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010683
GO:0005272	sodium channel activity	46	2	0.99	0.6161	LOC_00010516;LOC_00010520
GO:0005506	iron ion binding	199	4	4.29	0.6265	LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010683
GO:0004713	protein tyrosine kinase activity	46	1	0.99	0.6342	LOC_00010706
GO:0003678	DNA helicase activity	48	1	1.04	0.6499	LOC_00010517
GO:0003964	RNA-directed DNA polymerase activity	154	3	3.32	0.6500	LOC_00010473;LOC_00010545;LOC_00010648
GO:0003735	structural constituent of ribosome	155	3	3.34	0.6543	LOC_00010578;LOC_00010628;LOC_00010685
GO:0004984	olfactory receptor activity	103	2	2.22	0.6555	LOC_00010511;LOC_00010512
GO:0004523	RNA-DNA hybrid ribonuclease activity	104	2	2.24	0.6607	LOC_00010617;LOC_00010710
GO:0003743	translation initiation factor activity	54	1	1.17	0.6930	LOC_00010461
GO:0050660	flavin adenine dinucleotide binding	85	5	1.83	0.6940	LOC_00010469;LOC_00010630;LOC_00010671;LOC_00010672;LOC_00010673
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	61	2	1.32	0.7293	LOC_00010563;LOC_00010576
GO:0005515	protein binding	1010	26	21.79	0.7295	LOC_00010437;LOC_00010463;LOC_00010483;LOC_00010484;LOC_00010487;LOC_00010494;LOC_00010508;LOC_00010532;LOC_00010543;LOC_00010554;LOC_00010559;LOC_00010560;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010595;LOC_00010612;LOC_00010625;LOC_00010644;LOC_00010647;LOC_00010650;LOC_00010656;LOC_00010659;LOC_00010661;LOC_00010697;LOC_00010727
GO:0005096	GTPase activator activity	60	1	1.29	0.7309	LOC_00010500
GO:0016887	ATP hydrolysis activity	229	4	4.94	0.7328	LOC_00010504;LOC_00010505;LOC_00010542;LOC_00010707
GO:0003777	microtubule motor activity	61	1	1.32	0.7367	LOC_00010483
GO:0005509	calcium ion binding	177	3	3.82	0.7399	LOC_00010597;LOC_00010625;LOC_00010722
GO:0003676	nucleic acid binding	2320	37	50.05	0.7477	LOC_00010428;LOC_00010430;LOC_00010444;LOC_00010461;LOC_00010465;LOC_00010473;LOC_00010479;LOC_00010495;LOC_00010508;LOC_00010515;LOC_00010545;LOC_00010558;LOC_00010577;LOC_00010583;LOC_00010590;LOC_00010592;LOC_00010605;LOC_00010612;LOC_00010617;LOC_00010618;LOC_00010624;LOC_00010626;LOC_00010642;LOC_00010648;LOC_00010656;LOC_00010657;LOC_00010660;LOC_00010685;LOC_00010693;LOC_00010695;LOC_00010702;LOC_00010710;LOC_00010712;LOC_00010713;LOC_00010714;LOC_00010717;LOC_00010721
GO:0004190	aspartic-type endopeptidase activity	64	1	1.38	0.7535	LOC_00010702
GO:0005085	guanyl-nucleotide exchange factor activity	69	1	1.49	0.7791	LOC_00010506
GO:0046982	protein heterodimerization activity	70	1	1.51	0.7839	LOC_00010560
GO:0046872	metal ion binding	2745	44	59.22	0.7954	LOC_00010429;LOC_00010430;LOC_00010431;LOC_00010435;LOC_00010464;LOC_00010479;LOC_00010495;LOC_00010497;LOC_00010500;LOC_00010515;LOC_00010523;LOC_00010531;LOC_00010542;LOC_00010544;LOC_00010549;LOC_00010550;LOC_00010553;LOC_00010554;LOC_00010578;LOC_00010579;LOC_00010580;LOC_00010581;LOC_00010582;LOC_00010584;LOC_00010585;LOC_00010586;LOC_00010587;LOC_00010588;LOC_00010589;LOC_00010597;LOC_00010607;LOC_00010618;LOC_00010625;LOC_00010633;LOC_00010644;LOC_00010648;LOC_00010658;LOC_00010660;LOC_00010683;LOC_00010693;LOC_00010695;LOC_00010714;LOC_00010717;LOC_00010722
GO:0022857	transmembrane transporter activity	604	16	13.03	0.8275	LOC_00010450;LOC_00010459;LOC_00010486;LOC_00010504;LOC_00010505;LOC_00010516;LOC_00010520;LOC_00010565;LOC_00010567;LOC_00010646;LOC_00010647;LOC_00010684;LOC_00010687;LOC_00010691;LOC_00010707;LOC_00010733
GO:0016757	glycosyltransferase activity	153	2	3.3	0.8348	LOC_00010496;LOC_00010697
GO:0043565	sequence-specific DNA binding	152	3	3.28	0.8404	LOC_00010444;LOC_00010508;LOC_00010590
GO:0016829	lyase activity	119	2	2.57	0.8408	LOC_00010449;LOC_00010544
GO:0046983	protein dimerization activity	179	5	3.86	0.8419	LOC_00010560;LOC_00010586;LOC_00010588;LOC_00010612;LOC_00010659
GO:0052689	carboxylic ester hydrolase activity	152	2	3.28	0.8440	LOC_00010538;LOC_00010610
GO:0003779	actin binding	122	2	2.63	0.8542	LOC_00010543;LOC_00010650
GO:0016787	hydrolase activity	2096	39	45.22	0.8795	LOC_00010429;LOC_00010473;LOC_00010482;LOC_00010485;LOC_00010501;LOC_00010504;LOC_00010505;LOC_00010509;LOC_00010510;LOC_00010513;LOC_00010517;LOC_00010518;LOC_00010525;LOC_00010537;LOC_00010538;LOC_00010539;LOC_00010542;LOC_00010545;LOC_00010589;LOC_00010591;LOC_00010593;LOC_00010594;LOC_00010595;LOC_00010601;LOC_00010610;LOC_00010617;LOC_00010657;LOC_00010659;LOC_00010660;LOC_00010695;LOC_00010702;LOC_00010707;LOC_00010710;LOC_00010715;LOC_00010716;LOC_00010719;LOC_00010723;LOC_00010730;LOC_00010731
GO:0016874	ligase activity	168	2	3.62	0.8816	LOC_00010638;LOC_00010658
GO:0003700	DNA-binding transcription factor activity	250	3	5.39	0.9100	LOC_00010444;LOC_00010703;LOC_00010704
GO:0005102	signaling receptor binding	124	3	2.68	0.9248	LOC_00010494;LOC_00010559;LOC_00010647
GO:0030246	carbohydrate binding	120	1	2.59	0.9281	LOC_00010643
GO:0004674	protein serine/threonine kinase activity	135	1	2.91	0.9484	LOC_00010561
GO:0016301	kinase activity	429	5	9.26	0.9706	LOC_00010561;LOC_00010596;LOC_00010631;LOC_00010698;LOC_00010706
GO:0003723	RNA binding	538	7	11.61	0.9731	LOC_00010428;LOC_00010577;LOC_00010605;LOC_00010624;LOC_00010642;LOC_00010660;LOC_00010685
GO:0008168	methyltransferase activity	176	1	3.8	0.9792	LOC_00010717
GO:0005524	ATP binding	969	12	20.91	0.9902	LOC_00010483;LOC_00010504;LOC_00010505;LOC_00010517;LOC_00010542;LOC_00010561;LOC_00010596;LOC_00010631;LOC_00010650;LOC_00010698;LOC_00010706;LOC_00010707
GO:0003677	DNA binding	787	9	16.98	0.9935	LOC_00010444;LOC_00010465;LOC_00010479;LOC_00010508;LOC_00010583;LOC_00010590;LOC_00010592;LOC_00010612;LOC_00010656
GO:0008270	zinc ion binding	1062	10	22.91	0.9995	LOC_00010430;LOC_00010464;LOC_00010495;LOC_00010515;LOC_00010618;LOC_00010644;LOC_00010648;LOC_00010658;LOC_00010693;LOC_00010714
GO:0019001	guanyl nucleotide binding	184	6	3.97	1.0000	LOC_00010485;LOC_00010594;LOC_00010595;LOC_00010622;LOC_00010657;LOC_00010719
GO:0005346	purine ribonucleotide transmembrane transporter activity	2	1	0.04	1.0000	LOC_00010450
GO:0005347	ATP transmembrane transporter activity	2	1	0.04	1.0000	LOC_00010450
GO:0004721	phosphoprotein phosphatase activity	72	1	1.55	1.0000	LOC_00010659
GO:0044389	ubiquitin-like protein ligase binding	24	1	0.52	1.0000	LOC_00010484
GO:0008135	translation factor activity, RNA binding	96	2	2.07	1.0000	LOC_00010461;LOC_00010657
GO:0035639	purine ribonucleoside triphosphate binding	1143	18	24.66	1.0000	LOC_00010483;LOC_00010485;LOC_00010504;LOC_00010505;LOC_00010517;LOC_00010542;LOC_00010561;LOC_00010594;LOC_00010595;LOC_00010596;LOC_00010622;LOC_00010631;LOC_00010650;LOC_00010657;LOC_00010698;LOC_00010706;LOC_00010707;LOC_00010719
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	3	1	0.06	1.0000	LOC_00010478
GO:0042277	peptide binding	13	3	0.28	1.0000	LOC_00010586;LOC_00010588;LOC_00010640
GO:0072341	modified amino acid binding	7	1	0.15	1.0000	LOC_00010559
GO:0060089	molecular transducer activity	340	3	7.34	1.0000	LOC_00010511;LOC_00010512;LOC_00010608
GO:0001067	transcription regulatory region nucleic acid binding	66	2	1.42	1.0000	LOC_00010508;LOC_00010590
GO:0046906	tetrapyrrole binding	188	4	4.06	1.0000	LOC_00010531;LOC_00010549;LOC_00010550;LOC_00010683
GO:0015631	tubulin binding	78	2	1.68	1.0000	LOC_00010483;LOC_00010543
GO:0097159	organic cyclic compound binding	3651	64	78.77	1.0000	LOC_00010428;LOC_00010430;LOC_00010444;LOC_00010461;LOC_00010465;LOC_00010469;LOC_00010473;LOC_00010479;LOC_00010483;LOC_00010485;LOC_00010495;LOC_00010504;LOC_00010505;LOC_00010508;LOC_00010515;LOC_00010517;LOC_00010531;LOC_00010541;LOC_00010542;LOC_00010545;LOC_00010549;LOC_00010550;LOC_00010558;LOC_00010561;LOC_00010577;LOC_00010583;LOC_00010590;LOC_00010592;LOC_00010594;LOC_00010595;LOC_00010596;LOC_00010605;LOC_00010612;LOC_00010617;LOC_00010618;LOC_00010622;LOC_00010624;LOC_00010626;LOC_00010630;LOC_00010631;LOC_00010642;LOC_00010648;LOC_00010650;LOC_00010656;LOC_00010657;LOC_00010660;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010683;LOC_00010685;LOC_00010693;LOC_00010695;LOC_00010698;LOC_00010702;LOC_00010706;LOC_00010707;LOC_00010710;LOC_00010712;LOC_00010713;LOC_00010714;LOC_00010717;LOC_00010719;LOC_00010721
GO:0000175	3'-5'-RNA exonuclease activity	11	1	0.24	1.0000	LOC_00010660
GO:0140030	modification-dependent protein binding	14	1	0.3	1.0000	LOC_00010554
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	35	2	0.76	1.0000	LOC_00010689;LOC_00010690
GO:0005283	amino acid:sodium symporter activity	1	1	0.02	1.0000	LOC_00010691
GO:0015171	amino acid transmembrane transporter activity	1	1	0.02	1.0000	LOC_00010691
GO:0015175	neutral L-amino acid transmembrane transporter activity	1	1	0.02	1.0000	LOC_00010691
GO:0003674	molecular_function	10058	217	217	1.0000	LOC_00010428;LOC_00010429;LOC_00010430;LOC_00010431;LOC_00010433;LOC_00010435;LOC_00010437;LOC_00010438;LOC_00010439;LOC_00010440;LOC_00010441;LOC_00010443;LOC_00010444;LOC_00010449;LOC_00010450;LOC_00010453;LOC_00010455;LOC_00010457;LOC_00010458;LOC_00010459;LOC_00010461;LOC_00010463;LOC_00010464;LOC_00010465;LOC_00010469;LOC_00010470;LOC_00010472;LOC_00010473;LOC_00010478;LOC_00010479;LOC_00010482;LOC_00010483;LOC_00010484;LOC_00010485;LOC_00010486;LOC_00010487;LOC_00010494;LOC_00010495;LOC_00010496;LOC_00010497;LOC_00010498;LOC_00010500;LOC_00010501;LOC_00010503;LOC_00010504;LOC_00010505;LOC_00010506;LOC_00010508;LOC_00010509;LOC_00010510;LOC_00010511;LOC_00010512;LOC_00010513;LOC_00010514;LOC_00010515;LOC_00010516;LOC_00010517;LOC_00010518;LOC_00010520;LOC_00010523;LOC_00010525;LOC_00010526;LOC_00010527;LOC_00010528;LOC_00010529;LOC_00010530;LOC_00010531;LOC_00010532;LOC_00010533;LOC_00010534;LOC_00010535;LOC_00010536;LOC_00010537;LOC_00010538;LOC_00010539;LOC_00010541;LOC_00010542;LOC_00010543;LOC_00010544;LOC_00010545;LOC_00010549;LOC_00010550;LOC_00010553;LOC_00010554;LOC_00010555;LOC_00010556;LOC_00010558;LOC_00010559;LOC_00010560;LOC_00010561;LOC_00010562;LOC_00010563;LOC_00010565;LOC_00010567;LOC_00010568;LOC_00010571;LOC_00010572;LOC_00010573;LOC_00010574;LOC_00010575;LOC_00010576;LOC_00010577;LOC_00010578;LOC_00010579;LOC_00010580;LOC_00010581;LOC_00010582;LOC_00010583;LOC_00010584;LOC_00010585;LOC_00010586;LOC_00010587;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010591;LOC_00010592;LOC_00010593;LOC_00010594;LOC_00010595;LOC_00010596;LOC_00010597;LOC_00010598;LOC_00010599;LOC_00010600;LOC_00010601;LOC_00010604;LOC_00010605;LOC_00010607;LOC_00010608;LOC_00010609;LOC_00010610;LOC_00010612;LOC_00010617;LOC_00010618;LOC_00010621;LOC_00010622;LOC_00010624;LOC_00010625;LOC_00010626;LOC_00010628;LOC_00010629;LOC_00010630;LOC_00010631;LOC_00010633;LOC_00010634;LOC_00010637;LOC_00010638;LOC_00010640;LOC_00010642;LOC_00010643;LOC_00010644;LOC_00010646;LOC_00010647;LOC_00010648;LOC_00010650;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010661;LOC_00010666;LOC_00010667;LOC_00010668;LOC_00010669;LOC_00010670;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010674;LOC_00010675;LOC_00010676;LOC_00010678;LOC_00010679;LOC_00010680;LOC_00010683;LOC_00010684;LOC_00010685;LOC_00010686;LOC_00010687;LOC_00010689;LOC_00010690;LOC_00010691;LOC_00010692;LOC_00010693;LOC_00010694;LOC_00010695;LOC_00010696;LOC_00010697;LOC_00010698;LOC_00010702;LOC_00010703;LOC_00010704;LOC_00010705;LOC_00010706;LOC_00010707;LOC_00010709;LOC_00010710;LOC_00010712;LOC_00010713;LOC_00010714;LOC_00010715;LOC_00010716;LOC_00010717;LOC_00010718;LOC_00010719;LOC_00010721;LOC_00010722;LOC_00010723;LOC_00010724;LOC_00010725;LOC_00010726;LOC_00010727;LOC_00010730;LOC_00010731;LOC_00010733
GO:0005198	structural molecule activity	407	23	8.78	1.0000	LOC_00010559;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010604;LOC_00010628;LOC_00010634;LOC_00010666;LOC_00010667;LOC_00010668;LOC_00010669;LOC_00010670;LOC_00010674;LOC_00010675;LOC_00010676;LOC_00010678;LOC_00010679;LOC_00010680;LOC_00010685;LOC_00010724;LOC_00010725;LOC_00010726
GO:0036094	small molecule binding	3935	70	84.9	1.0000	LOC_00010429;LOC_00010430;LOC_00010431;LOC_00010435;LOC_00010464;LOC_00010469;LOC_00010479;LOC_00010483;LOC_00010485;LOC_00010486;LOC_00010495;LOC_00010497;LOC_00010500;LOC_00010504;LOC_00010505;LOC_00010515;LOC_00010517;LOC_00010523;LOC_00010531;LOC_00010541;LOC_00010542;LOC_00010544;LOC_00010549;LOC_00010550;LOC_00010553;LOC_00010554;LOC_00010561;LOC_00010578;LOC_00010579;LOC_00010580;LOC_00010581;LOC_00010582;LOC_00010584;LOC_00010585;LOC_00010586;LOC_00010587;LOC_00010588;LOC_00010589;LOC_00010594;LOC_00010595;LOC_00010596;LOC_00010597;LOC_00010607;LOC_00010618;LOC_00010622;LOC_00010625;LOC_00010629;LOC_00010630;LOC_00010631;LOC_00010633;LOC_00010644;LOC_00010648;LOC_00010650;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010683;LOC_00010693;LOC_00010695;LOC_00010698;LOC_00010706;LOC_00010707;LOC_00010714;LOC_00010717;LOC_00010719;LOC_00010722
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	34	1	0.73	1.0000	LOC_00010630
GO:0015179	L-amino acid transmembrane transporter activity	1	1	0.02	1.0000	LOC_00010691
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	11	1	0.24	1.0000	LOC_00010469
GO:0042626	ATPase-coupled transmembrane transporter activity	79	3	1.7	1.0000	LOC_00010504;LOC_00010505;LOC_00010707
GO:0070279	vitamin B6 binding	38	1	0.82	1.0000	LOC_00010541
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	88	2	1.9	1.0000	LOC_00010563;LOC_00010576
