GO.ID	Term	Annotated	Significant	Expected	Fisher	Genes
GO:0032391	photoreceptor connecting cilium	4	1	0.07	0.06546	LOC_00010727
GO:0097546	ciliary base	4	1	0.07	0.06546	LOC_00010727
GO:0030687	preribosome, large subunit precursor	4	1	0.07	0.06546	LOC_00010498
GO:0005813	centrosome	56	3	0.94	0.06741	LOC_00010521;LOC_00010654;LOC_00010727
GO:0030054	cell junction	136	5	2.28	0.08020	LOC_00010463;LOC_00010488;LOC_00010595;LOC_00010597;LOC_00010647
GO:0005771	multivesicular body	5	1	0.08	0.08115	LOC_00010659
GO:0016514	SWI/SNF complex	6	1	0.1	0.09657	LOC_00010656
GO:0016020	membrane	3995	83	67.03	0.10059	LOC_00010436;LOC_00010437;LOC_00010450;LOC_00010459;LOC_00010463;LOC_00010466;LOC_00010467;LOC_00010468;LOC_00010469;LOC_00010470;LOC_00010474;LOC_00010475;LOC_00010477;LOC_00010480;LOC_00010481;LOC_00010484;LOC_00010486;LOC_00010499;LOC_00010504;LOC_00010505;LOC_00010511;LOC_00010512;LOC_00010516;LOC_00010519;LOC_00010520;LOC_00010522;LOC_00010524;LOC_00010525;LOC_00010527;LOC_00010528;LOC_00010530;LOC_00010532;LOC_00010533;LOC_00010534;LOC_00010535;LOC_00010536;LOC_00010537;LOC_00010540;LOC_00010543;LOC_00010544;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010559;LOC_00010564;LOC_00010565;LOC_00010567;LOC_00010571;LOC_00010586;LOC_00010588;LOC_00010594;LOC_00010595;LOC_00010597;LOC_00010600;LOC_00010602;LOC_00010608;LOC_00010609;LOC_00010613;LOC_00010614;LOC_00010622;LOC_00010627;LOC_00010635;LOC_00010637;LOC_00010641;LOC_00010646;LOC_00010647;LOC_00010659;LOC_00010681;LOC_00010684;LOC_00010687;LOC_00010689;LOC_00010690;LOC_00010691;LOC_00010697;LOC_00010699;LOC_00010705;LOC_00010707;LOC_00010720;LOC_00010726;LOC_00010727;LOC_00010729;LOC_00010731;LOC_00010733
GO:0005777	peroxisome	69	4	1.16	0.10083	LOC_00010640;LOC_00010671;LOC_00010672;LOC_00010673
GO:0030915	Smc5-Smc6 complex	7	1	0.12	0.11174	LOC_00010658
GO:0000145	exocyst	7	1	0.12	0.11174	LOC_00010629
GO:0042383	sarcolemma	7	1	0.12	0.11174	LOC_00010597
GO:0005789	endoplasmic reticulum membrane	295	9	4.95	0.11475	LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010622;LOC_00010697;LOC_00010705
GO:0016010	dystrophin-associated glycoprotein complex	8	1	0.13	0.12666	LOC_00010597
GO:0009897	external side of plasma membrane	8	1	0.13	0.12666	LOC_00010559
GO:0005911	cell-cell junction	38	2	0.64	0.13312	LOC_00010463;LOC_00010647
GO:0045177	apical part of cell	29	2	0.49	0.14074	LOC_00010647;LOC_00010659
GO:0016604	nuclear body	45	2	0.76	0.14098	LOC_00010451;LOC_00010555
GO:0043197	dendritic spine	9	1	0.15	0.14133	LOC_00010595
GO:0032039	integrator complex	9	1	0.15	0.14133	LOC_00010569
GO:0030175	filopodium	10	1	0.17	0.15575	LOC_00010659
GO:0005739	mitochondrion	416	13	6.98	0.16739	LOC_00010450;LOC_00010455;LOC_00010469;LOC_00010480;LOC_00010481;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010586;LOC_00010588;LOC_00010628;LOC_00010699;LOC_00010733
GO:0030141	secretory granule	19	3	0.32	0.16800	LOC_00010559;LOC_00010659;LOC_00010727
GO:0005669	transcription factor TFIID complex	11	1	0.18	0.16993	LOC_00010560
GO:0030496	midbody	12	1	0.2	0.18388	LOC_00010437
GO:0005852	eukaryotic translation initiation factor 3 complex	14	1	0.23	0.21107	LOC_00010461
GO:0019005	SCF ubiquitin ligase complex	14	1	0.23	0.21107	LOC_00010448
GO:0031985	Golgi cisterna	14	1	0.23	0.21107	LOC_00010659
GO:0036064	ciliary basal body	14	1	0.23	0.21107	LOC_00010727
GO:0033290	eukaryotic 48S preinitiation complex	14	1	0.23	0.21107	LOC_00010461
GO:0016282	eukaryotic 43S preinitiation complex	15	1	0.25	0.22433	LOC_00010461
GO:0070062	extracellular exosome	16	1	0.27	0.23737	LOC_00010559
GO:0005788	endoplasmic reticulum lumen	16	1	0.27	0.23737	LOC_00010559
GO:0031902	late endosome membrane	17	1	0.29	0.25019	LOC_00010437
GO:0000922	spindle pole	19	1	0.32	0.27519	LOC_00010521
GO:0005814	centriole	19	1	0.32	0.27519	LOC_00010727
GO:0016324	apical plasma membrane	20	1	0.34	0.28738	LOC_00010647
GO:0045211	postsynaptic membrane	20	1	0.34	0.28738	LOC_00010597
GO:0005802	trans-Golgi network	21	1	0.35	0.29936	LOC_00010727
GO:0005737	cytoplasm	2416	58	40.54	0.32560	LOC_00010437;LOC_00010450;LOC_00010451;LOC_00010455;LOC_00010461;LOC_00010463;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010508;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010554;LOC_00010555;LOC_00010559;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010595;LOC_00010605;LOC_00010622;LOC_00010623;LOC_00010624;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010629;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010657;LOC_00010659;LOC_00010660;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010686;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010705;LOC_00010727;LOC_00010733;LOC_00010734
GO:0016592	mediator complex	27	1	0.45	0.36718	LOC_00010556
GO:0016459	myosin complex	28	1	0.47	0.37783	LOC_00010650
GO:0005783	endoplasmic reticulum	395	12	6.63	0.39135	LOC_00010466;LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010542;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010559;LOC_00010622;LOC_00010697;LOC_00010705
GO:0031514	motile cilium	34	2	0.57	0.39669	LOC_00010543;LOC_00010727
GO:0005765	lysosomal membrane	30	1	0.5	0.39860	LOC_00010659
GO:0098793	presynapse	31	1	0.52	0.40872	LOC_00010463
GO:0042575	DNA polymerase complex	430	8	7.22	0.43430	LOC_00010473;LOC_00010495;LOC_00010515;LOC_00010545;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717
GO:0031966	mitochondrial membrane	172	7	2.89	0.43928	LOC_00010450;LOC_00010469;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010699;LOC_00010733
GO:0016607	nuclear speck	36	1	0.6	0.45686	LOC_00010555
GO:0036464	cytoplasmic ribonucleoprotein granule	39	1	0.65	0.48386	LOC_00010508
GO:0048471	perinuclear region of cytoplasm	39	1	0.65	0.48386	LOC_00010484
GO:0005856	cytoskeleton	398	9	6.68	0.48500	LOC_00010483;LOC_00010521;LOC_00010543;LOC_00010597;LOC_00010625;LOC_00010650;LOC_00010654;LOC_00010727;LOC_00010734
GO:0005768	endosome	112	4	1.88	0.51341	LOC_00010437;LOC_00010623;LOC_00010647;LOC_00010659
GO:0005576	extracellular region	629	11	10.55	0.52829	LOC_00010433;LOC_00010443;LOC_00010539;LOC_00010559;LOC_00010586;LOC_00010588;LOC_00010597;LOC_00010600;LOC_00010659;LOC_00010709;LOC_00010722
GO:0005635	nuclear envelope	55	1	0.92	0.60684	LOC_00010484
GO:0005874	microtubule	127	2	2.13	0.63274	LOC_00010483;LOC_00010521
GO:0005840	ribosome	205	3	3.44	0.67332	LOC_00010578;LOC_00010628;LOC_00010685
GO:0032991	protein-containing complex	1842	38	30.91	0.68080	LOC_00010429;LOC_00010448;LOC_00010452;LOC_00010456;LOC_00010461;LOC_00010473;LOC_00010480;LOC_00010481;LOC_00010484;LOC_00010495;LOC_00010498;LOC_00010515;LOC_00010516;LOC_00010532;LOC_00010545;LOC_00010556;LOC_00010560;LOC_00010565;LOC_00010567;LOC_00010569;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010597;LOC_00010623;LOC_00010627;LOC_00010628;LOC_00010629;LOC_00010650;LOC_00010656;LOC_00010658;LOC_00010685;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717;LOC_00010727
GO:0062023	collagen-containing extracellular matrix	69	1	1.16	0.69028	LOC_00010559
GO:0005615	extracellular space	161	3	2.7	0.70120	LOC_00010559;LOC_00010659;LOC_00010722
GO:0005886	plasma membrane	735	15	12.33	0.79205	LOC_00010463;LOC_00010468;LOC_00010511;LOC_00010512;LOC_00010516;LOC_00010543;LOC_00010559;LOC_00010586;LOC_00010588;LOC_00010595;LOC_00010597;LOC_00010647;LOC_00010659;LOC_00010687;LOC_00010691
GO:0005730	nucleolus	120	1	2.01	0.87053	LOC_00010498
GO:1990904	ribonucleoprotein complex	355	5	5.96	0.89903	LOC_00010461;LOC_00010498;LOC_00010578;LOC_00010628;LOC_00010685
GO:0005634	nucleus	2401	35	40.29	0.95445	LOC_00010429;LOC_00010444;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010456;LOC_00010464;LOC_00010465;LOC_00010479;LOC_00010484;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010543;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010560;LOC_00010569;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010597;LOC_00010612;LOC_00010644;LOC_00010656;LOC_00010658;LOC_00010660;LOC_00010665;LOC_00010696;LOC_00010701;LOC_00010704;LOC_00010717
GO:0030016	myofibril	24	3	0.4	1.00000	LOC_00010586;LOC_00010588;LOC_00010644
GO:0030017	sarcomere	24	3	0.4	1.00000	LOC_00010586;LOC_00010588;LOC_00010644
GO:0045178	basal part of cell	12	2	0.2	1.00000	LOC_00010463;LOC_00010647
GO:0097729	9+2 motile cilium	4	1	0.07	1.00000	LOC_00010727
GO:0099512	supramolecular fiber	164	5	2.75	1.00000	LOC_00010483;LOC_00010521;LOC_00010586;LOC_00010588;LOC_00010644
GO:0099513	polymeric cytoskeletal fiber	141	2	2.37	1.00000	LOC_00010483;LOC_00010521
GO:0031461	cullin-RING ubiquitin ligase complex	48	1	0.81	1.00000	LOC_00010448
GO:0032838	plasma membrane bounded cell projection cytoplasm	24	1	0.4	1.00000	LOC_00010727
GO:0000785	chromatin	135	3	2.27	1.00000	LOC_00010452;LOC_00010456;LOC_00010656
GO:0001669	acrosomal vesicle	5	2	0.08	1.00000	LOC_00010559;LOC_00010727
GO:0043226	organelle	4331	75	72.67	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010569;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010597;LOC_00010612;LOC_00010622;LOC_00010623;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010685;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010717;LOC_00010727;LOC_00010733;LOC_00010734
GO:0099023	vesicle tethering complex	27	1	0.45	1.00000	LOC_00010629
GO:0043227	membrane-bounded organelle	3686	67	61.85	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010484;LOC_00010486;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010569;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010597;LOC_00010612;LOC_00010622;LOC_00010623;LOC_00010627;LOC_00010628;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010656;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010717;LOC_00010727;LOC_00010733
GO:0031981	nuclear lumen	311	8	5.22	1.00000	LOC_00010451;LOC_00010484;LOC_00010498;LOC_00010508;LOC_00010555;LOC_00010560;LOC_00010579;LOC_00010597
GO:0043228	non-membrane-bounded organelle	1039	21	17.43	1.00000	LOC_00010452;LOC_00010456;LOC_00010483;LOC_00010498;LOC_00010508;LOC_00010521;LOC_00010543;LOC_00010578;LOC_00010586;LOC_00010588;LOC_00010597;LOC_00010625;LOC_00010628;LOC_00010644;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010658;LOC_00010685;LOC_00010727;LOC_00010734
GO:0031982	vesicle	219	6	3.67	1.00000	LOC_00010437;LOC_00010559;LOC_00010623;LOC_00010647;LOC_00010659;LOC_00010727
GO:0043229	intracellular organelle	4274	75	71.72	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010569;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010597;LOC_00010612;LOC_00010622;LOC_00010623;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010685;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010717;LOC_00010727;LOC_00010733;LOC_00010734
GO:0070938	contractile ring	2	1	0.03	1.00000	LOC_00010543
GO:0098862	cluster of actin-based cell projections	9	2	0.15	1.00000	LOC_00010647;LOC_00010727
GO:0031984	organelle subcompartment	333	11	5.59	1.00000	LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010622;LOC_00010659;LOC_00010697;LOC_00010705;LOC_00010727
GO:0005740	mitochondrial envelope	189	7	3.17	1.00000	LOC_00010450;LOC_00010469;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010699;LOC_00010733
GO:0005930	axoneme	20	1	0.34	1.00000	LOC_00010727
GO:0120025	plasma membrane bounded cell projection	207	5	3.47	1.00000	LOC_00010543;LOC_00010595;LOC_00010647;LOC_00010659;LOC_00010727
GO:0030863	cortical cytoskeleton	6	1	0.1	1.00000	LOC_00010543
GO:0030864	cortical actin cytoskeleton	6	1	0.1	1.00000	LOC_00010543
GO:0005938	cell cortex	31	2	0.52	1.00000	LOC_00010543;LOC_00010629
GO:0098590	plasma membrane region	75	5	1.26	1.00000	LOC_00010463;LOC_00010543;LOC_00010595;LOC_00010597;LOC_00010647
GO:0034703	cation channel complex	40	1	0.67	1.00000	LOC_00010516
GO:0031974	membrane-enclosed lumen	405	10	6.8	1.00000	LOC_00010451;LOC_00010484;LOC_00010498;LOC_00010508;LOC_00010555;LOC_00010559;LOC_00010560;LOC_00010579;LOC_00010597;LOC_00010640
GO:0098852	lytic vacuole membrane	30	1	0.5	1.00000	LOC_00010659
GO:0031012	extracellular matrix	83	1	1.39	1.00000	LOC_00010559
GO:0030425	dendrite	28	1	0.47	1.00000	LOC_00010595
GO:0034706	sodium channel complex	2	1	0.03	1.00000	LOC_00010516
GO:0071944	cell periphery	844	16	14.16	1.00000	LOC_00010463;LOC_00010468;LOC_00010511;LOC_00010512;LOC_00010516;LOC_00010543;LOC_00010559;LOC_00010586;LOC_00010588;LOC_00010595;LOC_00010597;LOC_00010629;LOC_00010647;LOC_00010659;LOC_00010687;LOC_00010691
GO:0031248	protein acetyltransferase complex	29	2	0.49	1.00000	LOC_00010452;LOC_00010456
GO:0098858	actin-based cell projection	15	1	0.25	1.00000	LOC_00010659
GO:0031674	I band	11	3	0.18	1.00000	LOC_00010586;LOC_00010588;LOC_00010644
GO:0097447	dendritic tree	28	1	0.47	1.00000	LOC_00010595
GO:0097730	non-motile cilium	7	1	0.12	1.00000	LOC_00010727
GO:0097731	9+0 non-motile cilium	4	1	0.07	1.00000	LOC_00010727
GO:0097732	9+2 non-motile cilium	3	1	0.05	1.00000	LOC_00010727
GO:0015629	actin cytoskeleton	65	3	1.09	1.00000	LOC_00010543;LOC_00010650;LOC_00010734
GO:0097733	photoreceptor cell cilium	4	1	0.07	1.00000	LOC_00010727
GO:0070993	translation preinitiation complex	15	1	0.25	1.00000	LOC_00010461
GO:1990351	transporter complex	84	6	1.41	1.00000	LOC_00010480;LOC_00010481;LOC_00010516;LOC_00010532;LOC_00010565;LOC_00010567
GO:0009986	cell surface	15	1	0.25	1.00000	LOC_00010559
GO:0000428	DNA-directed RNA polymerase complex	57	1	0.96	1.00000	LOC_00010560
GO:0030880	RNA polymerase complex	58	1	0.97	1.00000	LOC_00010560
GO:0043230	extracellular organelle	16	1	0.27	1.00000	LOC_00010559
GO:0043231	intracellular membrane-bounded organelle	3578	67	60.04	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010484;LOC_00010486;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010569;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010597;LOC_00010612;LOC_00010622;LOC_00010623;LOC_00010627;LOC_00010628;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010656;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010717;LOC_00010727;LOC_00010733
GO:0043232	intracellular non-membrane-bounded organelle	1039	21	17.43	1.00000	LOC_00010452;LOC_00010456;LOC_00010483;LOC_00010498;LOC_00010508;LOC_00010521;LOC_00010543;LOC_00010578;LOC_00010586;LOC_00010588;LOC_00010597;LOC_00010625;LOC_00010628;LOC_00010644;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010658;LOC_00010685;LOC_00010727;LOC_00010734
GO:0000151	ubiquitin ligase complex	63	1	1.06	1.00000	LOC_00010448
GO:0043233	organelle lumen	405	10	6.8	1.00000	LOC_00010451;LOC_00010484;LOC_00010498;LOC_00010508;LOC_00010555;LOC_00010559;LOC_00010560;LOC_00010579;LOC_00010597;LOC_00010640
GO:0005694	chromosome	272	4	4.56	1.00000	LOC_00010452;LOC_00010456;LOC_00010656;LOC_00010658
GO:0070603	SWI/SNF superfamily-type complex	24	1	0.4	1.00000	LOC_00010656
GO:0005903	brush border	4	1	0.07	1.00000	LOC_00010647
GO:0070069	cytochrome complex	4	3	0.07	1.00000	LOC_00010480;LOC_00010481;LOC_00010532
GO:0005815	microtubule organizing center	83	3	1.39	1.00000	LOC_00010521;LOC_00010654;LOC_00010727
GO:0005794	Golgi apparatus	215	2	3.61	1.00000	LOC_00010659;LOC_00010727
GO:0005795	Golgi stack	17	1	0.29	1.00000	LOC_00010659
GO:0032045	guanyl-nucleotide exchange factor complex	6	2	0.1	1.00000	LOC_00010623;LOC_00010627
GO:0005819	spindle	40	1	0.67	1.00000	LOC_00010521
GO:0097060	synaptic membrane	21	1	0.35	1.00000	LOC_00010597
GO:0016591	RNA polymerase II, holoenzyme	33	1	0.55	1.00000	LOC_00010560
GO:0009925	basal plasma membrane	12	2	0.2	1.00000	LOC_00010463;LOC_00010647
GO:0015630	microtubule cytoskeleton	239	4	4.01	1.00000	LOC_00010483;LOC_00010521;LOC_00010654;LOC_00010727
GO:0031410	cytoplasmic vesicle	202	6	3.39	1.00000	LOC_00010437;LOC_00010559;LOC_00010623;LOC_00010647;LOC_00010659;LOC_00010727
GO:0099503	secretory vesicle	32	3	0.54	1.00000	LOC_00010559;LOC_00010659;LOC_00010727
GO:0098827	endoplasmic reticulum subcompartment	295	9	4.95	1.00000	LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010622;LOC_00010697;LOC_00010705
GO:0030990	intraciliary transport particle	6	1	0.1	1.00000	LOC_00010727
GO:0043292	contractile muscle fiber	24	3	0.4	1.00000	LOC_00010586;LOC_00010588;LOC_00010644
GO:0032421	stereocilium bundle	6	1	0.1	1.00000	LOC_00010727
GO:0098552	side of membrane	61	1	1.02	1.00000	LOC_00010559
GO:0031090	organelle membrane	708	21	11.88	1.00000	LOC_00010437;LOC_00010450;LOC_00010469;LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010559;LOC_00010622;LOC_00010627;LOC_00010659;LOC_00010697;LOC_00010699;LOC_00010705;LOC_00010727;LOC_00010733
GO:0097708	intracellular vesicle	202	6	3.39	1.00000	LOC_00010437;LOC_00010559;LOC_00010623;LOC_00010647;LOC_00010659;LOC_00010727
